id,b,c,v,t
49004006,49,4,6,"one God and Father of all, who is over all, and through all, and in us all."
49004007,49,4,7,But to each one of us was the grace given according to the measure of the gift of Christ.
49004008,49,4,8,"Therefore he says, ""When he ascended on high, he led captivity captive, and gave gifts to men."""
49004009,49,4,9,"Now this, ""He ascended,"" what is it but that he also first descended into the lower parts of the earth?"
49004010,49,4,10,"He who descended is the one who also ascended far above all the heavens, that he might fill all things."
49004011,49,4,11,"He gave some to be apostles; and some, prophets; and some, evangelists; and some, shepherds{The word for ""shepherds"" (poimenas) can also be correctly translated ""pastors.""} and teachers;"
49004012,49,4,12,"for the perfecting of the saints, to the work of serving, to the building up of the body of Christ;"
49004013,49,4,13,"until we all attain to the unity of the faith, and of the knowledge of the Son of God, to a full grown man, to the measure of the stature of the fullness of Christ;"
49004014,49,4,14,"that we may no longer be children, tossed back and forth and carried about with every wind of doctrine, by the trickery of men, in craftiness, after the wiles of error;"
49004015,49,4,15,"but speaking truth in love, we may grow up in all things into him, who is the head, Christ;"
49004016,49,4,16,"from whom all the body, being fitted and knit together through that which every joint supplies, according to the working in measure of each individual part, makes the body increase to the building up of itself in love."
49004017,49,4,17,"This I say therefore, and testify in the Lord, that you no longer walk as the rest of the Gentiles also walk, in the futility of their mind,"
49004018,49,4,18,"being darkened in their understanding, alienated from the life of God, because of the ignorance that is in them, because of the hardening of their hearts;"
49004019,49,4,19,"who having become callous gave themselves up to lust, to work all uncleanness with greediness."
49004020,49,4,20,But you did not learn Christ that way;
49004021,49,4,21,"if indeed you heard him, and were taught in him, even as truth is in Jesus:"
49004022,49,4,22,"that you put away, as concerning your former way of life, the old man, that grows corrupt after the lusts of deceit;"
49004023,49,4,23,"and that you be renewed in the spirit of your mind,"
49004024,49,4,24,"and put on the new man, who in the likeness of God has been created in righteousness and holiness of truth."
49004025,49,4,25,"Therefore, putting away falsehood, speak truth each one with his neighbor. For we are members one of another."
49004026,49,4,26,"""Be angry, and don't sin."" Don't let the sun go down on your wrath,"
49004027,49,4,27,neither give place to the devil.
49004028,49,4,28,"Let him who stole steal no more; but rather let him labor, working with his hands the thing that is good, that he may have something to give to him who has need."
49004029,49,4,29,"Let no corrupt speech proceed out of your mouth, but such as is good for building up as the need may be, that it may give grace to those who hear."
49004030,49,4,30,"Don't grieve the Holy Spirit of God, in whom you were sealed for the day of redemption."
49004031,49,4,31,"Let all bitterness, wrath, anger, outcry, and slander, be put away from you, with all malice."
49004032,49,4,32,"And be kind to one another, tenderhearted, forgiving each other, just as God also in Christ forgave you."
49005001,49,5,1,"Be therefore imitators of God, as beloved children."
49005002,49,5,2,"Walk in love, even as Christ also loved you, and gave himself up for us, an offering and a sacrifice to God for a sweet-smelling fragrance."
49005003,49,5,3,"But sexual immorality, and all uncleanness, or covetousness, let it not even be mentioned among you, as becomes saints;"
49005004,49,5,4,"nor filthiness, nor foolish talking, nor jesting, which are not appropriate; but rather giving of thanks."
49005005,49,5,5,"Know this for sure, that no sexually immoral person, nor unclean person, nor covetous man, who is an idolater, has any inheritance in the Kingdom of Christ and God."
49005006,49,5,6,"Let no one deceive you with empty words. For because of these things, the wrath of God comes on the children of disobedience."
49005007,49,5,7,Therefore don't be partakers with them.
49005008,49,5,8,"For you were once darkness, but are now light in the Lord. Walk as children of light,"
49005009,49,5,9,"for the fruit of the Spirit is in all goodness and righteousness and truth,"
49005010,49,5,10,proving what is well-pleasing to the Lord.
49005011,49,5,11,"Have no fellowship with the unfruitful works of darkness, but rather even reprove them."
49005012,49,5,12,"For the things which are done by them in secret, it is a shame even to speak of."
49005013,49,5,13,"But all things, when they are reproved, are revealed by the light, for everything that is revealed is light."
49005014,49,5,14,"Therefore he says, ""Awake, you who sleep, and arise from the dead, and Christ will shine on you."""
49005015,49,5,15,"Therefore watch carefully how you walk, not as unwise, but as wise;"
49005016,49,5,16,"redeeming the time, because the days are evil."
49005017,49,5,17,"Therefore don't be foolish, but understand what the will of the Lord is."
49005018,49,5,18,"Don't be drunken with wine, in which is dissipation, but be filled with the Spirit,"
49005019,49,5,19,"speaking to one another in psalms, hymns, and spiritual songs; singing, and singing praises in your heart to the Lord;"
49005020,49,5,20,"giving thanks always concerning all things in the name of our Lord Jesus Christ, to God, even the Father;"
49005021,49,5,21,subjecting yourselves one to another in the fear of Christ.
49005022,49,5,22,"Wives, be subject to your own husbands, as to the Lord."
49005023,49,5,23,"For the husband is the head of the wife, and Christ also is the head of the assembly, being himself the savior of the body."
49005024,49,5,24,"But as the assembly is subject to Christ, so let the wives also be to their own husbands in everything."
49005025,49,5,25,"Husbands, love your wives, even as Christ also loved the assembly, and gave himself up for it;"
49005026,49,5,26,"that he might sanctify it, having cleansed it by the washing of water with the word,"
49005027,49,5,27,"that he might present the assembly to himself gloriously, not having spot or wrinkle or any such thing; but that it should be holy and without blemish."
49005028,49,5,28,Even so ought husbands also to love their own wives as their own bodies. He who loves his own wife loves himself.
49005029,49,5,29,"For no man ever hated his own flesh; but nourishes and cherishes it, even as the Lord also does the assembly;"
49005030,49,5,30,"because we are members of his body, of his flesh and bones."
49005031,49,5,31,"""For this cause a man will leave his father and mother, and will be joined to his wife. The two will become one flesh."""
49005032,49,5,32,"This mystery is great, but I speak concerning Christ and of the assembly."
49005033,49,5,33,Nevertheless each of you must also love his own wife even as himself; and let the wife see that she respects her husband.
49006001,49,6,1,"Children, obey your parents in the Lord, for this is right."
49006002,49,6,2,"""Honor your father and mother,"" which is the first commandment with a promise:"
49006003,49,6,3,"""that it may be well with you, and you may live long on the earth."""
49006004,49,6,4,"You fathers, don't provoke your children to wrath, but nurture them in the discipline and instruction of the Lord."
49006005,49,6,5,"Servants, be obedient to those who according to the flesh are your masters, with fear and trembling, in singleness of your heart, as to Christ;"
49006006,49,6,6,"not in the way of service only when eyes are on you, as men-pleasers; but as servants of Christ, doing the will of God from the heart;"
49006007,49,6,7,"with good will doing service, as to the Lord, and not to men;"
49006008,49,6,8,"knowing that whatever good thing each one does, he will receive the same again from the Lord, whether he is bound or free."
49006009,49,6,9,"You masters, do the same things to them, and give up threatening, knowing that he who is both their Master and yours is in heaven, and there is no partiality with him."
49006010,49,6,10,"Finally, be strong in the Lord, and in the strength of his might."
49006011,49,6,11,"Put on the whole armor of God, that you may be able to stand against the wiles of the devil."
49006012,49,6,12,"For our wrestling is not against flesh and blood, but against the principalities, against the powers, against the world's rulers of the darkness of this age, and against the spiritual hosts of wickedness in the heavenly places."
49006013,49,6,13,"Therefore, put on the whole armor of God, that you may be able to withstand in the evil day, and, having done all, to stand."
49006014,49,6,14,"Stand therefore, having the utility belt of truth buckled around your waist, and having put on the breastplate of righteousness,"
49006015,49,6,15,and having fitted your feet with the preparation of the Gospel of peace;
49006016,49,6,16,"above all, taking up the shield of faith, with which you will be able to quench all the fiery darts of the evil one."
49006017,49,6,17,"And take the helmet of salvation, and the sword of the Spirit, which is the word of God;"
49006018,49,6,18,"with all prayer and requests, praying at all times in the Spirit, and being watchful to this end in all perseverance and requests for all the saints:"
49006019,49,6,19,"on my behalf, that utterance may be given to me in opening my mouth, to make known with boldness the mystery of the Gospel,"
49006020,49,6,20,"for which I am an ambassador in chains; that in it I may speak boldly, as I ought to speak."
49006021,49,6,21,"But that you also may know my affairs, how I am doing, Tychicus, the beloved brother and faithful servant in the Lord, will make known to you all things;"
49006022,49,6,22,"whom I have sent to you for this very purpose, that you may know our state, and that he may comfort your hearts."
49006023,49,6,23,"Peace be to the brothers, and love with faith, from God the Father and the Lord Jesus Christ."
49006024,49,6,24,Grace be with all those who love our Lord Jesus Christ with incorruptible love. Amen.
