id,b,c,v,t
55002005,55,2,5,"Also, if anyone competes in athletics, he isn't crowned unless he has competed by the rules."
55002006,55,2,6,The farmers who labor must be the first to get a share of the crops.
55002007,55,2,7,"Consider what I say, and may the Lord give you understanding in all things."
55002008,55,2,8,"Remember Jesus Christ, risen from the dead, of the seed of David, according to my Gospel,"
55002009,55,2,9,in which I suffer hardship to the point of chains as a criminal. But God's word isn't chained.
55002010,55,2,10,"Therefore I endure all things for the chosen ones' sake, that they also may obtain the salvation which is in Christ Jesus with eternal glory."
55002011,55,2,11,"This saying is faithful: For if we died with him, We will also live with him."
55002012,55,2,12,"If we endure, We will also reign with him. If we deny him, He also will deny us."
55002013,55,2,13,"If we are faithless, He remains faithful. He can't deny himself."
55002014,55,2,14,"Remind them of these things, charging them in the sight of the Lord, that they don't argue about words, to no profit, to the subverting of those who hear."
55002015,55,2,15,"Give diligence to present yourself approved by God, a workman who doesn't need to be ashamed, properly handling the Word of Truth."
55002016,55,2,16,"But shun empty chatter, for they will proceed further in ungodliness,"
55002017,55,2,17,"and their word will consume like gangrene, of whom is Hymenaeus and Philetus;"
55002018,55,2,18,"men who have erred concerning the truth, saying that the resurrection is already past, and overthrowing the faith of some."
55002019,55,2,19,"However God's firm foundation stands, having this seal, ""The Lord knows those who are his,"" and, ""Let every one who names the name of the Lord{TR reads ""Christ"" instead of ""the Lord""} depart from unrighteousness."""
55002020,55,2,20,"Now in a great house there are not only vessels of gold and of silver, but also of wood and of clay. Some are for honor, and some for dishonor."
55002021,55,2,21,"If anyone therefore purges himself from these, he will be a vessel for honor, sanctified, and suitable for the master's use, prepared for every good work."
55002022,55,2,22,"Flee from youthful lusts; but pursue righteousness, faith, love, and peace with those who call on the Lord out of a pure heart."
55002023,55,2,23,"But refuse foolish and ignorant questionings, knowing that they generate strife."
55002024,55,2,24,"The Lord's servant must not quarrel, but be gentle towards all, able to teach, patient,"
55002025,55,2,25,"in gentleness correcting those who oppose him: perhaps God may give them repentance leading to a full knowledge of the truth,"
55002026,55,2,26,"and they may recover themselves out of the devil's snare, having been taken captive by him to his will."
55003001,55,3,1,"But know this, that in the last days, grievous times will come."
55003002,55,3,2,"For men will be lovers of self, lovers of money, boastful, arrogant, blasphemers, disobedient to parents, unthankful, unholy,"
55003003,55,3,3,"without natural affection, unforgiving, slanderers, without self-control, fierce, no lovers of good,"
55003004,55,3,4,"traitors, headstrong, conceited, lovers of pleasure rather than lovers of God;"
55003005,55,3,5,"holding a form of godliness, but having denied the power thereof. Turn away from these, also."
55003006,55,3,6,"For of these are those who creep into houses, and take captive gullible women loaded down with sins, led away by various lusts,"
55003007,55,3,7,"always learning, and never able to come to the knowledge of the truth."
55003008,55,3,8,"Even as Jannes and Jambres opposed Moses, so do these also oppose the truth; men corrupted in mind, reprobate concerning the faith."
55003009,55,3,9,"But they will proceed no further. For their folly will be evident to all men, as theirs also came to be."
55003010,55,3,10,"But you did follow my teaching, conduct, purpose, faith, patience, love, steadfastness,"
55003011,55,3,11,"persecutions, and sufferings: those things that happened to me at Antioch, Iconium, and Lystra. I endured those persecutions. Out of them all the Lord delivered me."
55003012,55,3,12,"Yes, and all who desire to live godly in Christ Jesus will suffer persecution."
55003013,55,3,13,"But evil men and impostors will grow worse and worse, deceiving and being deceived."
55003014,55,3,14,"But you remain in the things which you have learned and have been assured of, knowing from whom you have learned them."
55003015,55,3,15,"From infancy, you have known the sacred writings which are able to make you wise for salvation through faith, which is in Christ Jesus."
55003016,55,3,16,"Every writing inspired by God{literally, God-breathed} is profitable for teaching, for reproof, for correction, and for instruction which is in righteousness,"
55003017,55,3,17,"that the man of God may be complete, thoroughly equipped for every good work."
55004001,55,4,1,"I charge you therefore before God and the Lord Jesus Christ, who will judge the living and the dead at his appearing and his Kingdom:"
55004002,55,4,2,"preach the word; be urgent in season and out of season; reprove, rebuke, and exhort, with all patience and teaching."
55004003,55,4,3,"For the time will come when they will not listen to the sound doctrine, but, having itching ears, will heap up for themselves teachers after their own lusts;"
55004004,55,4,4,"and will turn away their ears from the truth, and turn aside to fables."
55004005,55,4,5,"But you be sober in all things, suffer hardship, do the work of an evangelist, and fulfill your ministry."
55004006,55,4,6,"For I am already being offered, and the time of my departure has come."
55004007,55,4,7,I have fought the good fight. I have finished the course. I have kept the faith.
55004008,55,4,8,"From now on, there is stored up for me the crown of righteousness, which the Lord, the righteous judge, will give to me on that day; and not to me only, but also to all those who have loved his appearing."
55004009,55,4,9,"Be diligent to come to me soon,"
55004010,55,4,10,"for Demas left me, having loved this present world, and went to Thessalonica; Crescens to Galatia, and Titus to Dalmatia."
55004011,55,4,11,"Only Luke is with me. Take Mark, and bring him with you, for he is useful to me for ministering."
55004012,55,4,12,But I sent Tychicus to Ephesus.
55004013,55,4,13,"Bring the cloak that I left at Troas with Carpus when you come, and the books, especially the parchments."
55004014,55,4,14,"Alexander, the coppersmith, did much evil to me. The Lord will repay him according to his works,"
55004015,55,4,15,of whom you also must beware; for he greatly opposed our words.
55004016,55,4,16,"At my first defense, no one came to help me, but all left me. May it not be held against them."
55004017,55,4,17,"But the Lord stood by me, and strengthened me, that through me the message might be fully proclaimed, and that all the Gentiles might hear; and I was delivered out of the mouth of the lion."
55004018,55,4,18,"And the Lord will deliver me from every evil work, and will preserve me for his heavenly Kingdom; to whom be the glory forever and ever. Amen."
55004019,55,4,19,"Greet Prisca and Aquila, and the house of Onesiphorus."
55004020,55,4,20,"Erastus remained at Corinth, but I left Trophimus at Miletus sick."
55004021,55,4,21,"Be diligent to come before winter. Eubulus salutes you, as do Pudens, Linus, Claudia, and all the brothers."
55004022,55,4,22,The Lord Jesus Christ be with your spirit. Grace be with you. Amen.
