id,b,c,v,t
50004010,50,4,10,"But I rejoice in the Lord greatly, that now at length you have revived your thought for me; in which you did indeed take thought, but you lacked opportunity."
50004011,50,4,11,"Not that I speak in respect to lack, for I have learned in whatever state I am, to be content in it."
50004012,50,4,12,"I know how to be humbled, and I know also how to abound. In everything and in all things I have learned the secret both to be filled and to be hungry, both to abound and to be in need."
50004013,50,4,13,"I can do all things through Christ, who strengthens me."
50004014,50,4,14,However you did well that you shared in my affliction.
50004015,50,4,15,"You yourselves also know, you Philippians, that in the beginning of the Gospel, when I departed from Macedonia, no assembly shared with me in the matter of giving and receiving but you only."
50004016,50,4,16,For even in Thessalonica you sent once and again to my need.
50004017,50,4,17,"Not that I seek for the gift, but I seek for the fruit that increases to your account."
50004018,50,4,18,"But I have all things, and abound. I am filled, having received from Epaphroditus the things that came from you, a sweet-smelling fragrance, an acceptable and well-pleasing sacrifice to God."
50004019,50,4,19,My God will supply every need of yours according to his riches in glory in Christ Jesus.
50004020,50,4,20,Now to our God and Father be the glory forever and ever! Amen.
50004021,50,4,21,Greet every saint in Christ Jesus. The brothers who are with me greet you.
50004022,50,4,22,"All the saints greet you, especially those who are of Caesar's household."
50004023,50,4,23,The grace of the Lord Jesus Christ be with you all. Amen.
