id,b,c,v,t
26001022,26,1,22,"Over the head of the living creature there was the likeness of an expanse, like the awesome crystal to look on, stretched forth over their heads above."
26001023,26,1,23,"Under the expanse were their wings straight, the one toward the other: everyone had two which covered on this side, and every one had two which covered on that side, their bodies."
26001024,26,1,24,"When they went, I heard the noise of their wings like the noise of great waters, like the voice of the Almighty, a noise of tumult like the noise of a host: when they stood, they let down their wings."
26001025,26,1,25,"There was a voice above the expanse that was over their heads: when they stood, they let down their wings."
26001026,26,1,26,"Above the expanse that was over their heads was the likeness of a throne, as the appearance of a sapphire{or, lapis lazuli} stone; and on the likeness of the throne was a likeness as the appearance of a man on it above."
26001027,26,1,27,"I saw as it were glowing metal, as the appearance of fire within it round about, from the appearance of his loins and upward; and from the appearance of his loins and downward I saw as it were the appearance of fire, and there was brightness round about him."
26001028,26,1,28,"As the appearance of the bow that is in the cloud in the day of rain, so was the appearance of the brightness round about. This was the appearance of the likeness of the glory of Yahweh. When I saw it, I fell on my face, and I heard a voice of one that spoke."
26002001,26,2,1,"He said to me, Son of man, stand on your feet, and I will speak with you."
26002002,26,2,2,"The Spirit entered into me when he spoke to me, and set me on my feet; and I heard him who spoke to me."
26002003,26,2,3,"He said to me, Son of man, I send you to the children of Israel, to nations that are rebellious, which have rebelled against me: they and their fathers have transgressed against me even to this very day."
26002004,26,2,4,"The children are impudent and stiff-hearted: I do sent you to them; and you shall tell them, Thus says the Lord Yahweh."
26002005,26,2,5,"They, whether they will hear, or whether they will forbear, (for they are a rebellious house), yet shall know that there has been a prophet among them."
26002006,26,2,6,"You, son of man, don't be afraid of them, neither be afraid of their words, though briers and thorns are with you, and you do dwell among scorpions: don't be afraid of their words, nor be dismayed at their looks, though they are a rebellious house."
26002007,26,2,7,"You shall speak my words to them, whether they will hear, or whether they will forbear; for they are most rebellious."
26002008,26,2,8,"But you, son of man, hear what I tell you; don't be you rebellious like that rebellious house: open your mouth, and eat that which I give you."
26002009,26,2,9,"When I looked, behold, a hand was put forth to me; and, behold, a scroll of a book was therein;"
26002010,26,2,10,"He spread it before me: and it was written within and without; and there were written therein lamentations, and mourning, and woe."
26003001,26,3,1,"He said to me, Son of man, eat that which you find; eat this scroll, and go, speak to the house of Israel."
26003002,26,3,2,"So I opened my mouth, and he caused me to eat the scroll."
26003003,26,3,3,"He said to me, Son of man, cause your belly to eat, and fill your bowels with this scroll that I give you. Then did I eat it; and it was in my mouth as honey for sweetness."
26003004,26,3,4,"He said to me, Son of man, go, get you to the house of Israel, and speak with my words to them."
26003005,26,3,5,"For you are not sent to a people of a strange speech and of a hard language, but to the house of Israel;"
26003006,26,3,6,"not to many peoples of a strange speech and of a hard language, whose words you can not understand. Surely, if I sent you to them, they would listen to you."
26003007,26,3,7,But the house of Israel will not listen to you; for they will not listen to me: for all the house of Israel are of hard forehead and of a stiff heart.
26003008,26,3,8,"Behold, I have made your face hard against their faces, and your forehead hard against their foreheads."
26003009,26,3,9,"As an adamant harder than flint have I made your forehead: don't be afraid of them, neither be dismayed at their looks, though they are a rebellious house."
26003010,26,3,10,"Moreover he said to me, Son of man, all my words that I shall speak to you receive in your heart, and hear with your ears."
26003011,26,3,11,"Go, get you to them of the captivity, to the children of your people, and speak to them, and tell them, Thus says the Lord Yahweh; whether they will hear, or whether they will forbear."
26003012,26,3,12,"Then the Spirit lifted me up, and I heard behind me the voice of a great rushing, [saying], Blessed be the glory of Yahweh from his place."
26003013,26,3,13,"[I heard] the noise of the wings of the living creatures as they touched one another, and the noise of the wheels beside them, even the noise of a great rushing."
26003014,26,3,14,"So the Spirit lifted me up, and took me away; and I went in bitterness, in the heat of my spirit; and the hand of Yahweh was strong on me."
26003015,26,3,15,"Then I came to them of the captivity at Tel Aviv, that lived by the river Chebar, and to where they lived; and I sat there overwhelmed among them seven days."
26003016,26,3,16,"It happened at the end of seven days, that the word of Yahweh came to me, saying,"
26003017,26,3,17,"Son of man, I have made you a watchman to the house of Israel: therefore hear the word at my mouth, and give them warning from me."
26003018,26,3,18,"When I tell the wicked, You shall surely die; and you give him no warning, nor speak to warn the wicked from his wicked way, to save his life; the same wicked man shall die in his iniquity; but his blood will I require at your hand."
26003019,26,3,19,"Yet if you warn the wicked, and he doesn't turn from his wickedness, nor from his wicked way, he shall die in his iniquity; but you have delivered your soul."
26003020,26,3,20,"Again, when a righteous man does turn from his righteousness, and commit iniquity, and I lay a stumbling block before him, he shall die: because you have not given him warning, he shall die in his sin, and his righteous deeds which he has done shall not be remembered; but his blood will I require at your hand."
26003021,26,3,21,"Nevertheless if you warn the righteous man, that the righteous not sin, and he does not sin, he shall surely live, because he took warning; and you have delivered your soul."
26003022,26,3,22,"The hand of Yahweh was there on me; and he said to me, Arise, go forth into the plain, and I will there talk with you."
26003023,26,3,23,"Then I arose, and went forth into the plain: and, behold, the glory of Yahweh stood there, as the glory which I saw by the river Chebar; and I fell on my face."
26003024,26,3,24,"Then the Spirit entered into me, and set me on my feet; and he spoke with me, and said to me, Go, shut yourself within your house."
26003025,26,3,25,"But you, son of man, behold, they shall lay bands on you, and shall bind you with them, and you shall not go out among them:"
26003026,26,3,26,"and I will make your tongue cleave to the roof of your mouth, that you shall be mute, and shall not be to them a reprover; for they are a rebellious house."
26003027,26,3,27,"But when I speak with you, I will open your mouth, and you shall tell them, Thus says the Lord Yahweh: He who hears, let him hear; and he who forbears, let him forbear: for they are a rebellious house."
26004001,26,4,1,"You also, son of man, take a tile, and lay it before you, and portray on it a city, even Jerusalem:"
26004002,26,4,2,"and lay siege against it, and build forts against it, and cast up a mound against it; set camps also against it, and plant battering rams against it round about."
26004003,26,4,3,"Take for yourself an iron pan, and set it for a wall of iron between you and the city: and set your face toward it, and it shall be besieged, and you shall lay siege against it. This shall be a sign to the house of Israel."
26004004,26,4,4,"Moreover lie you on your left side, and lay the iniquity of the house of Israel on it; [according to] the number of the days that you shall lie on it, you shall bear their iniquity."
26004005,26,4,5,"For I have appointed the years of their iniquity to be to you a number of days, even three hundred ninety days: so shall you bear the iniquity of the house of Israel."
26004006,26,4,6,"Again, when you have accomplished these, you shall lie on your right side, and shall bear the iniquity of the house of Judah: forty days, each day for a year, have I appointed it to you."
26004007,26,4,7,"You shall set your face toward the siege of Jerusalem, with your arm uncovered; and you shall prophesy against it."
26004008,26,4,8,"Behold, I lay bands on you, and you shall not turn you from one side to the other, until you have accomplished the days of your siege."
26004009,26,4,9,"Take for yourself also wheat, and barley, and beans, and lentils, and millet, and spelt, and put them in one vessel, and make you bread of it; [according to] the number of the days that you shall lie on your side, even three hundred ninety days, shall you eat of it."
26004010,26,4,10,"Your food which you shall eat shall be by weight, twenty shekels a day: from time to time shall you eat it."
26004011,26,4,11,"You shall drink water by measure, the sixth part of a hin: from time to time shall you drink."
26004012,26,4,12,"You shall eat it as barley cakes, and you shall bake it in their sight with dung that comes out of man."
26004013,26,4,13,"Yahweh said, Even thus shall the children of Israel eat their bread unclean, among the nations where I will drive them."
26004014,26,4,14,"Then said I, Ah Lord Yahweh! behold, my soul has not been polluted; for from my youth up even until now have I not eaten of that which dies of itself, or is torn of animals; neither came there abominable flesh into my mouth."
26004015,26,4,15,"Then he said to me, Behold, I have given you cow's dung for man's dung, and you shall prepare your bread thereon."
26004016,26,4,16,"Moreover he said to me, Son of man, behold, I will break the staff of bread in Jerusalem: and they shall eat bread by weight, and with fearfulness; and they shall drink water by measure, and in dismay:"
26004017,26,4,17,"that they may want bread and water, and be dismayed one with another, and pine away in their iniquity."
26005001,26,5,1,"You, son of man, take a sharp sword; [as] a barber's razor shall you take it to you, and shall cause it to pass on your head and on your beard: then take balances to weigh, and divide the hair."
26005002,26,5,2,"A third part shall you burn in the fire in the midst of the city, when the days of the siege are fulfilled; and you shall take a third part, and strike with the sword round about it; and a third part you shall scatter to the wind, and I will draw out a sword after them."
26005003,26,5,3,"You shall take of it a few in number, and bind them in your skirts."
26005004,26,5,4,"Of these again shall you take, and cast them into the midst of the fire, and burn them in the fire; from it shall a fire come forth into all the house of Israel."
26005005,26,5,5,"Thus says the Lord Yahweh: This is Jerusalem; I have set her in the midst of the nations, and countries are round about her."
26005006,26,5,6,"She has rebelled against my ordinances in doing wickedness more than the nations, and against my statutes more than the countries that are round about her; for they have rejected my ordinances, and as for my statutes, they have not walked in them."
26005007,26,5,7,"Therefore thus says the Lord Yahweh: Because you are turbulent more than the nations that are round about you, and have not walked in my statutes, neither have kept my ordinances, neither have done after the ordinances of the nations that are round about you;"
26005008,26,5,8,"therefore thus says the Lord Yahweh: Behold, I, even I, am against you; and I will execute judgments in the midst of you in the sight of the nations."
26005009,26,5,9,"I will do in you that which I have not done, and whereunto I will not do any more the like, because of all your abominations."
26005010,26,5,10,"Therefore the fathers shall eat the sons in the midst of you, and the sons shall eat their fathers; and I will execute judgments on you; and the whole remnant of you will I scatter to all the winds."
26005011,26,5,11,"Therefore, as I live, says the Lord Yahweh, surely, because you have defiled my sanctuary with all your detestable things, and with all your abominations, therefore will I also diminish [you]; neither shall my eye spare, and I also will have no pity."
26005012,26,5,12,"A third part of you shall die with the pestilence, and with famine shall they be consumed in the midst of you; and a third part shall fall by the sword round about you; and a third part I will scatter to all the winds, and will draw out a sword after them."
26005013,26,5,13,"Thus shall my anger be accomplished, and I will cause my wrath toward them to rest, and I shall be comforted; and they shall know that I, Yahweh, have spoken in my zeal, when I have accomplished my wrath on them."
26005014,26,5,14,"Moreover I will make you a desolation and a reproach among the nations that are round about you, in the sight of all that pass by."
26005015,26,5,15,"So it shall be a reproach and a taunt, an instruction and an astonishment, to the nations that are round about you, when I shall execute judgments on you in anger and in wrath, and in wrathful rebukes; (I, Yahweh, have spoken it;)"
26005016,26,5,16,"when I shall send on them the evil arrows of famine, that are for destruction, which I will send to destroy you: and I will increase the famine on you, and will break your staff of bread;"
26005017,26,5,17,"and I will send on you famine and evil animals, and they shall bereave you; and pestilence and blood shall pass through you; and I will bring the sword on you: I, Yahweh, have spoken it."
26006001,26,6,1,"The word of Yahweh came to me, saying,"
26006002,26,6,2,"Son of man, set your face toward the mountains of Israel, and prophesy to them,"
26006003,26,6,3,"and say, You mountains of Israel, hear the word of the Lord Yahweh: Thus says the Lord Yahweh to the mountains and to the hills, to the watercourses and to the valleys: Behold, I, even I, will bring a sword on you, and I will destroy your high places."
26006004,26,6,4,"Your altars shall become desolate, and your sun-images shall be broken; and I will cast down your slain men before your idols."
26006005,26,6,5,I will lay the dead bodies of the children of Israel before their idols; and I will scatter your bones round about your altars.
26006006,26,6,6,"In all your dwelling-places the cities shall be laid waste, and the high places shall be desolate; that your altars may be laid waste and made desolate, and your idols may be broken and cease, and your sun-images may be hewn down, and your works may be abolished."
26006007,26,6,7,"The slain shall fall in the midst of you, and you shall know that I am Yahweh."
26006008,26,6,8,"Yet will I leave a remnant, in that you shall have some that escape the sword among the nations, when you shall be scattered through the countries."
26006009,26,6,9,"Those of you that escape shall remember me among the nations where they shall be carried captive, how that I have been broken with their lewd heart, which has departed from me, and with they eyes, which play the prostitute after their idols: and they shall loathe themselves in their own sight for the evils which they have committed in all their abominations."
26006010,26,6,10,They shall know that I am Yahweh: I have not said in vain that I would do this evil to them.
26006011,26,6,11,"Thus says the Lord Yahweh: Smite with your hand, and stamp with your foot, and say, Alas! because of all the evil abominations of the house of Israel; for they shall fall by the sword, by the famine, and by the pestilence."
26006012,26,6,12,He who is far off shall die of the pestilence; and he who is near shall fall by the sword; and he who remains and is besieged shall die by the famine: thus will I accomplish my wrath on them.
26006013,26,6,13,"You shall know that I am Yahweh, when their slain men shall be among their idols round about their altars, on every high hill, on all the tops of the mountains, and under every green tree, and under every thick oak, the places where they offered sweet savor to all their idols."
26006014,26,6,14,"I will stretch out my hand on them, and make the land desolate and waste, from the wilderness toward Diblah, throughout all their habitations: and they shall know that I am Yahweh."
26007001,26,7,1,"Moreover the word of Yahweh came to me, saying,"
26007002,26,7,2,"You, son of man, thus says the Lord Yahweh to the land of Israel, An end: the end is come on the four corners of the land."
26007003,26,7,3,"Now is the end on you, and I will send my anger on you, and will judge you according to your ways; and I will bring on you all your abominations."
26007004,26,7,4,"My eye shall not spare you, neither will I have pity; but I will bring your ways on you, and your abominations shall be in the midst of you: and you shall know that I am Yahweh."
26007005,26,7,5,"Thus says the Lord Yahweh: An evil, an only evil; behold, it comes."
26007006,26,7,6,"An end is come, the end is come; it awakes against you; behold, it comes."
26007007,26,7,7,"Your doom is come to you, inhabitant of the land: the time is come, the day is near, [a day of] tumult, and not [of] joyful shouting, on the mountains."
26007008,26,7,8,"Now will I shortly pour out my wrath on you, and accomplish my anger against you, and will judge you according to your ways; and I will bring on you all your abominations."
26007009,26,7,9,"My eye shall not spare, neither will I have pity: I will bring on you according to your ways; and your abominations shall be in the midst of you; and you shall know that I, Yahweh, do strike."
26007010,26,7,10,"Behold, the day, behold, it comes: your doom is gone forth; the rod has blossomed, pride has budded."
26007011,26,7,11,"Violence is risen up into a rod of wickedness; none of them [shall remain], nor of their multitude, nor of their wealth: neither shall there be eminency among them."
26007012,26,7,12,"The time is come, the day draws near: don't let the buyer rejoice, nor the seller mourn; for wrath is on all the multitude of it."
26007013,26,7,13,"For the seller shall not return to that which is sold, although they be yet alive: for the vision is touching the whole multitude of it, none shall return; neither shall any strengthen himself in the iniquity of his life."
26007014,26,7,14,"They have blown the trumpet, and have made all ready; but none goes to the battle; for my wrath is on all the multitude of it."
26007015,26,7,15,"The sword is outside, and the pestilence and the famine within: he who is in the field shall die with the sword: and he who is in the city, famine and pestilence shall devour him."
26007016,26,7,16,"But those of those who escape shall escape, and shall be on the mountains like doves of the valleys, all of them moaning, every one in his iniquity."
26007017,26,7,17,"All hands shall be feeble, and all knees shall be weak as water."
26007018,26,7,18,"They shall also gird themselves with sackcloth, and horror shall cover them; and shame shall be on all faces, and baldness on all their heads."
26007019,26,7,19,"They shall cast their silver in the streets, and their gold shall be as an unclean thing; their silver and their gold shall not be able to deliver them in the day of the wrath of Yahweh: they shall not satisfy their souls, neither fill their bowels; because it has been the stumbling block of their iniquity."
26007020,26,7,20,"As for the beauty of his ornament, he set it in majesty; but they made the images of their abominations [and] their detestable things therein: therefore have I made it to them as an unclean thing."
26007021,26,7,21,"I will give it into the hands of the strangers for a prey, and to the wicked of the earth for a spoil; and they shall profane it."
26007022,26,7,22,"My face will I turn also from them, and they shall profane my secret [place]; and robbers shall enter into it, and profane it."
26007023,26,7,23,"Make the chain; for the land is full of bloody crimes, and the city is full of violence."
26007024,26,7,24,"Therefore I will bring the worst of the nations, and they shall possess their houses: I will also make the pride of the strong to cease; and their holy places shall be profaned."
26007025,26,7,25,"Destruction comes; and they shall seek peace, and there shall be none."
26007026,26,7,26,"Mischief shall come on mischief, and rumor shall be on rumor; and they shall seek a vision of the prophet; but the law shall perish from the priest, and counsel from the elders."
26007027,26,7,27,"The king shall mourn, and the prince shall be clothed with desolation, and the hands of the people of the land shall be troubled: I will do to them after their way, and according to their deserts will I judge them; and they shall know that I am Yahweh."
26008001,26,8,1,"It happened in the sixth year, in the sixth [month], in the fifth [day] of the month, as I sat in my house, and the elders of Judah sat before me, that the hand of the Lord Yahweh fell there on me."
26008002,26,8,2,"Then I saw, and, behold, a likeness as the appearance of fire; from the appearance of his loins and downward, fire; and from his loins and upward, as the appearance of brightness, as it were glowing metal."
26008003,26,8,3,"He put forth the form of a hand, and took me by a lock of my head; and the Spirit lifted me up between earth and the sky, and brought me in the visions of God to Jerusalem, to the door of the gate of the inner [court] that looks toward the north; where was the seat of the image of jealousy, which provokes to jealousy."
26008004,26,8,4,"Behold, the glory of the God of Israel was there, according to the appearance that I saw in the plain."
26008005,26,8,5,"Then said he to me, Son of man, lift up your eyes now the way toward the north. So I lifted up my eyes the way toward the north, and see, northward of the gate of the altar this image of jealousy in the entry."
26008006,26,8,6,"He said to me, Son of man, see you what they do? even the great abominations that the house of Israel do commit here, that I should go far off from my sanctuary? but you shall again see yet other great abominations."
26008007,26,8,7,"He brought me to the door of the court; and when I looked, behold, a hole in the wall."
26008008,26,8,8,"Then said he to me, Son of man, dig now in the wall: and when I had dug in the wall, behold, a door."
26008009,26,8,9,"He said to me, Go in, and see the wicked abominations that they do here."
26008010,26,8,10,"So I went in and saw; and see, every form of creeping things, and abominable animals, and all the idols of the house of Israel, portrayed on the wall round about."
26008011,26,8,11,"There stood before them seventy men of the elders of the house of Israel; and in the midst of them stood Jaazaniah the son of Shaphan, every man with his censer in his hand; and the odor of the cloud of incense went up."
26008012,26,8,12,"Then said he to me, Son of man, have you seen what the elders of the house of Israel do in the dark, every man in his chambers of imagery? for they say, Yahweh doesn't see us; Yahweh has forsaken the land."
26008013,26,8,13,"He said also to me, You shall again see yet other great abominations which they do."
26008014,26,8,14,"Then he brought me to the door of the gate of Yahweh's house which was toward the north; and see, there sat the women weeping for Tammuz."
26008015,26,8,15,"Then said he to me, Have you seen [this], son of man? you shall again see yet greater abominations than these."
26008016,26,8,16,"He brought me into the inner court of Yahweh's house; and see, at the door of the temple of Yahweh, between the porch and the altar, were about twenty-five men, with their backs toward the temple of Yahweh, and their faces toward the east; and they were worshipping the sun toward the east."
26008017,26,8,17,"Then he said to me, Have you seen [this], son of man? Is it a light thing to the house of Judah that they commit the abominations which they commit here? for they have filled the land with violence, and have turned again to provoke me to anger: and, behold, they put the branch to their nose."
26008018,26,8,18,"Therefore will I also deal in wrath; my eye shall not spare, neither will I have pity; and though they cry in my ears with a loud voice, yet will I not hear them."
26009001,26,9,1,"Then he cried in my ears with a loud voice, saying, Cause you them that have charge over the city to draw near, every man with his destroying weapon in his hand."
26009002,26,9,2,"Behold, six men came from the way of the upper gate, which lies toward the north, every man with his slaughter weapon in his hand; and one man in the midst of them clothed in linen, with a writer's inkhorn by his side. They went in, and stood beside the brazen altar."
26009003,26,9,3,"The glory of the God of Israel was gone up from the cherub, whereupon it was, to the threshold of the house: and he called to the man clothed in linen, who had the writer's inkhorn by his side."
26009004,26,9,4,"Yahweh said to him, Go through the midst of the city, through the midst of Jerusalem, and set a mark on the foreheads of the men that sigh and that cry over all the abominations that are done in the midst of it."
26009005,26,9,5,"To the others he said in my hearing, Go you through the city after him, and strike: don't let your eye spare, neither have you pity;"
26009006,26,9,6,"kill utterly the old man, the young man and the virgin, and little children and women; but don't come near any man on whom is the mark: and begin at my sanctuary. Then they began at the old men that were before the house."
26009007,26,9,7,"He said to them, Defile the house, and fill the courts with the slain: go you forth. They went forth, and struck in the city."
26009008,26,9,8,"It happened, while they were smiting, and I was left, that I fell on my face, and cried, and said, Ah Lord Yahweh! will you destroy all the residue of Israel in your pouring out of your wrath on Jerusalem?"
26009009,26,9,9,"Then said he to me, The iniquity of the house of Israel and Judah is exceeding great, and the land is full of blood, and the city full of wrestling [of judgment]: for they say, Yahweh has forsaken the land, and Yahweh doesn't see."
26009010,26,9,10,"As for me also, my eye shall not spare, neither will I have pity, but I will bring their way on their head."
26009011,26,9,11,"Behold, the man clothed in linen, who had the inkhorn by his side, reported the matter, saying, I have done as you have commanded me."
26010001,26,10,1,"Then I looked, and see, in the expanse that was over the head of the cherubim there appeared above them as it were a sapphire{or, lapis lazuli} stone, as the appearance of the likeness of a throne."
26010002,26,10,2,"He spoke to the man clothed in linen, and said, Go in between the whirling [wheels], even under the cherub, and fill both your hands with coals of fire from between the cherubim, and scatter them over the city. He went in as I watched."
26010003,26,10,3,"Now the cherubim stood on the right side of the house, when the man went in; and the cloud filled the inner court."
26010004,26,10,4,"The glory of Yahweh mounted up from the cherub, [and stood] over the threshold of the house; and the house was filled with the cloud, and the court was full of the brightness of Yahweh's glory."
26010005,26,10,5,"The sound of the wings of the cherubim was heard even to the outer court, as the voice of God Almighty when he speaks."
26010006,26,10,6,"It came to pass, when he commanded the man clothed in linen, saying, Take fire from between the whirling wheels, from between the cherubim, that he went in, and stood beside a wheel."
26010007,26,10,7,"The cherub stretched forth his hand from between the cherubim to the fire that was between the cherubim, and took [of it], and put it into the hands of him who was clothed in linen, who took it and went out."
26010008,26,10,8,There appeared in the cherubim the form of a man's hand under their wings.
26010009,26,10,9,"I looked, and behold, four wheels beside the cherubim, one wheel beside one cherub, and another wheel beside another cherub; and the appearance of the wheels was like a beryl stone."
26010010,26,10,10,"As for their appearance, they four had one likeness, as if a wheel have been within a wheel."
26010011,26,10,11,"When they went, they went in their four directions: they didn't turn as they went, but to the place where the head looked they followed it; they didn't turn as they went."
26010012,26,10,12,"Their whole body, and their backs, and their hands, and their wings, and the wheels, were full of eyes round about, [even] the wheels that they four had."
26010013,26,10,13,"As for the wheels, they were called in my hearing, the whirling [wheels]."
26010014,26,10,14,"Every one had four faces: the first face was the face of the cherub, and the second face was the face of a man, and the third face the face of a lion, and the fourth the face of an eagle."
26010015,26,10,15,The cherubim mounted up: this is the living creature that I saw by the river Chebar.
26010016,26,10,16,"When the cherubim went, the wheels went beside them; and when the cherubim lifted up their wings to mount up from the earth, the wheels also didn't turn from beside them."
26010017,26,10,17,"When they stood, these stood; and when they mounted up, these mounted up with them: for the spirit of the living creature was in them."
26010018,26,10,18,"The glory of Yahweh went forth from over the threshold of the house, and stood over the cherubim."
26010019,26,10,19,"The cherubim lifted up their wings, and mounted up from the earth in my sight when they went forth, and the wheels beside them: and they stood at the door of the east gate of Yahweh's house; and the glory of the God of Israel was over them above."
26010020,26,10,20,This is the living creature that I saw under the God of Israel by the river Chebar; and I knew that they were cherubim.
26010021,26,10,21,"Every one had four faces, and every one four wings; and the likeness of the hands of a man was under their wings."
26010022,26,10,22,"As for the likeness of their faces, they were the faces which I saw by the river Chebar, their appearances and themselves; they went every one straight forward."
26011001,26,11,1,"Moreover the Spirit lifted me up, and brought me to the east gate of Yahweh's house, which looks eastward: and see, at the door of the gate twenty-five men; and I saw in the midst of them Jaazaniah the son of Azzur, and Pelatiah the son of Benaiah, princes of the people."
26011002,26,11,2,"He said to me, Son of man, these are the men who devise iniquity, and who give wicked counsel in this city;"
26011003,26,11,3,"who say, [The time] is not near to build houses: this [city] is the caldron, and we are the flesh."
26011004,26,11,4,"Therefore prophesy against them, prophesy, son of man."
26011005,26,11,5,"The Spirit of Yahweh fell on me, and he said to me, Speak, Thus says Yahweh: Thus have you said, house of Israel; for I know the things that come into your mind."
26011006,26,11,6,"You have multiplied your slain in this city, and you have filled the streets of it with the slain."
26011007,26,11,7,"Therefore thus says the Lord Yahweh: Your slain whom you have laid in the midst of it, they are the flesh, and this [city] is the caldron; but you shall be brought forth out of the midst of it."
26011008,26,11,8,"You have feared the sword; and I will bring the sword on you, says the Lord Yahweh."
26011009,26,11,9,"I will bring you forth out of the midst of it, and deliver you into the hands of strangers, and will execute judgments among you."
26011010,26,11,10,You shall fall by the sword; I will judge you in the border of Israel; and you shall know that I am Yahweh.
26011011,26,11,11,"This [city] shall not be your caldron, neither shall you be the flesh in the midst of it; I will judge you in the border of Israel;"
26011012,26,11,12,"and you shall know that I am Yahweh: for you have not walked in my statutes, neither have you executed my ordinances, but have done after the ordinances of the nations that are round about you."
26011013,26,11,13,"It happened, when I prophesied, that Pelatiah the son of Benaiah died. Then fell I down on my face, and cried with a loud voice, and said, Ah Lord Yahweh! will you make a full end of the remnant of Israel?"
26011014,26,11,14,"The word of Yahweh came to me, saying,"
26011015,26,11,15,"Son of man, your brothers, even your brothers, the men of your relatives, and all the house of Israel, all of them, [are they] to whom the inhabitants of Jerusalem have said, Get you far from Yahweh; to us is this land given for a possession."
26011016,26,11,16,"Therefore say, Thus says the Lord Yahweh: Whereas I have removed them far off among the nations, and whereas I have scattered them among the countries, yet will I be to them a sanctuary for a little while in the countries where they are come."
26011017,26,11,17,"Therefore say, Thus says the Lord Yahweh: I will gather you from the peoples, and assemble you out of the countries where you have been scattered, and I will give you the land of Israel."
26011018,26,11,18,"They shall come there, and they shall take away all the detestable things of it and all the abominations of it from there."
26011019,26,11,19,"I will give them one heart, and I will put a new spirit within you; and I will take the stony heart out of their flesh, and will give them a heart of flesh;"
26011020,26,11,20,"that they may walk in my statutes, and keep my ordinances, and do them: and they shall be my people, and I will be their God."
26011021,26,11,21,"But as for them whose heart walks after the heart of their detestable things and their abominations, I will bring their way on their own heads, says the Lord Yahweh."
26011022,26,11,22,"Then did the cherubim lift up their wings, and the wheels were beside them; and the glory of the God of Israel was over them above."
26011023,26,11,23,"The glory of Yahweh went up from the midst of the city, and stood on the mountain which is on the east side of the city."
26011024,26,11,24,"The Spirit lifted me up, and brought me in the vision by the Spirit of God into Chaldea, to them of the captivity. So the vision that I had seen went up from me."
26011025,26,11,25,Then I spoke to them of the captivity all the things that Yahweh had shown me.
26012001,26,12,1,"The word of Yahweh also came to me, saying,"
26012002,26,12,2,"Son of man, you dwell in the midst of the rebellious house, who have eyes to see, and don't see, who have ears to hear, and don't hear; for they are a rebellious house."
26012003,26,12,3,"Therefore, you son of man, prepare you stuff for removing, and remove by day in their sight; and you shall remove from your place to another place in their sight: it may be they will consider, though they are a rebellious house."
26012004,26,12,4,"You shall bring forth your stuff by day in their sight, as stuff for removing; and you shall go forth yourself at even in their sight, as when men go forth into exile."
26012005,26,12,5,"Dig you through the wall in their sight, and carry out thereby."
26012006,26,12,6,"In their sight shall you bear it on your shoulder, and carry it forth in the dark; you shall cover your face, that you don't see the land: for I have set you for a sign to the house of Israel."
26012007,26,12,7,"I did so as I was commanded: I brought forth my stuff by day, as stuff for removing, and in the even I dug through the wall with my hand; I brought it forth in the dark, and bore it on my shoulder in their sight."
