id,b,c,v,t
48003015,48,3,15,"Brothers, I speak like men. Though it is only a man's covenant, yet when it has been confirmed, no one makes it void, or adds to it."
48003016,48,3,16,"Now the promises were spoken to Abraham and to his seed. He doesn't say, ""To seeds,"" as of many, but as of one, ""To your seed,"" which is Christ."
48003017,48,3,17,"Now I say this. A covenant confirmed beforehand by God in Christ, the law, which came four hundred thirty years after, does not annul, so as to make the promise of no effect."
48003018,48,3,18,"For if the inheritance is of the law, it is no more of promise; but God has granted it to Abraham by promise."
48003019,48,3,19,"What then is the law? It was added because of transgressions, until the seed should come to whom the promise has been made. It was ordained through angels by the hand of a mediator."
48003020,48,3,20,"Now a mediator is not between one, but God is one."
48003021,48,3,21,"Is the law then against the promises of God? Certainly not! For if there had been a law given which could make alive, most assuredly righteousness would have been of the law."
48003022,48,3,22,"But the Scriptures shut up all things under sin, that the promise by faith in Jesus Christ might be given to those who believe."
48003023,48,3,23,"But before faith came, we were kept in custody under the law, shut up to the faith which should afterwards be revealed."
48003024,48,3,24,"So that the law has become our tutor to bring us to Christ, that we might be justified by faith."
48003025,48,3,25,"But now that faith has come, we are no longer under a tutor."
48003026,48,3,26,"For you are all children of God, through faith in Christ Jesus."
48003027,48,3,27,For as many of you as were baptized into Christ have put on Christ.
48003028,48,3,28,"There is neither Jew nor Greek, there is neither slave nor free man, there is neither male nor female; for you are all one in Christ Jesus."
48003029,48,3,29,"If you are Christ's, then you are Abraham's seed and heirs according to promise."
48004001,48,4,1,"But I say that so long as the heir is a child, he is no different from a bondservant, though he is lord of all;"
48004002,48,4,2,but is under guardians and stewards until the day appointed by the father.
48004003,48,4,3,"So we also, when we were children, were held in bondage under the elements of the world."
48004004,48,4,4,"But when the fullness of the time came, God sent out his Son, born to a woman, born under the law,"
48004005,48,4,5,"that he might redeem those who were under the law, that we might receive the adoption of children."
48004006,48,4,6,"And because you are children, God sent out the Spirit of his Son into your hearts, crying, ""Abba,{Abba is a Greek spelling for the Chaldee word for ""Father"" or ""Daddy"" used in a familiar, respectful, and loving way.} Father!"""
48004007,48,4,7,"So you are no longer a bondservant, but a son; and if a son, then an heir of God through Christ."
48004008,48,4,8,"However at that time, not knowing God, you were in bondage to those who by nature are not gods."
48004009,48,4,9,"But now that you have come to know God, or rather to be known by God, why do you turn back again to the weak and miserable elements, to which you desire to be in bondage all over again?"
48004010,48,4,10,"You observe days, months, seasons, and years."
48004011,48,4,11,"I am afraid for you, that I might have wasted my labor for you."
48004012,48,4,12,"I beg you, brothers, become as I am, for I also have become as you are. You did me no wrong,"
48004013,48,4,13,but you know that because of weakness of the flesh I preached the Gospel to you the first time.
48004014,48,4,14,"That which was a temptation to you in my flesh, you didn't despise nor reject; but you received me as an angel of God, even as Christ Jesus."
48004015,48,4,15,"What was the blessing you enjoyed? For I testify to you that, if possible, you would have plucked out your eyes and given them to me."
48004016,48,4,16,"So then, have I become your enemy by telling you the truth?"
48004017,48,4,17,"They zealously seek you in no good way. No, they desire to alienate you, that you may seek them."
48004018,48,4,18,"But it is always good to be zealous in a good cause, and not only when I am present with you."
48004019,48,4,19,"My little children, of whom I am again in travail until Christ is formed in you--"
48004020,48,4,20,"but I could wish to be present with you now, and to change my tone, for I am perplexed about you."
48004021,48,4,21,"Tell me, you that desire to be under the law, don't you listen to the law?"
48004022,48,4,22,"For it is written that Abraham had two sons, one by the handmaid, and one by the free woman."
48004023,48,4,23,"However, the son by the handmaid was born according to the flesh, but the son by the free woman was born through promise."
48004024,48,4,24,"These things contain an allegory, for these are two covenants. One is from Mount Sinai, bearing children to bondage, which is Hagar."
48004025,48,4,25,"For this Hagar is Mount Sinai in Arabia, and answers to the Jerusalem that exists now, for she is in bondage with her children."
48004026,48,4,26,"But the Jerusalem that is above is free, which is the mother of us all."
48004027,48,4,27,"For it is written, ""Rejoice, you barren who don't bear. Break forth and shout, you that don't travail. For more are the children of the desolate than of her who has a husband."""
48004028,48,4,28,"Now we, brothers, as Isaac was, are children of promise."
48004029,48,4,29,"But as then, he who was born according to the flesh persecuted him who was born according to the Spirit, so also it is now."
48004030,48,4,30,"However what does the Scripture say? ""Throw out the handmaid and her son, for the son of the handmaid will not inherit with the son of the free woman."""
48004031,48,4,31,"So then, brothers, we are not children of a handmaid, but of the free woman."
48005001,48,5,1,"Stand firm therefore in the liberty by which Christ has made us free, and don't be entangled again with a yoke of bondage."
48005002,48,5,2,"Behold, I, Paul, tell you that if you receive circumcision, Christ will profit you nothing."
48005003,48,5,3,"Yes, I testify again to every man who receives circumcision, that he is a debtor to do the whole law."
48005004,48,5,4,"You are alienated from Christ, you who desire to be justified by the law. You have fallen away from grace."
48005005,48,5,5,"For we, through the Spirit, by faith wait for the hope of righteousness."
48005006,48,5,6,"For in Christ Jesus neither circumcision amounts to anything, nor uncircumcision, but faith working through love."
48005007,48,5,7,You were running well! Who interfered with you that you should not obey the truth?
48005008,48,5,8,This persuasion is not from him who calls you.
48005009,48,5,9,A little yeast grows through the whole lump.
48005010,48,5,10,"I have confidence toward you in the Lord that you will think no other way. But he who troubles you will bear his judgment, whoever he is."
48005011,48,5,11,"But I, brothers, if I still preach circumcision, why am I still persecuted? Then the stumbling-block of the cross has been removed."
48005012,48,5,12,I wish that those who disturb you would cut themselves off.
48005013,48,5,13,"For you, brothers, were called for freedom. Only don't use your freedom for gain to the flesh, but through love be servants to one another."
48005014,48,5,14,"For the whole law is fulfilled in one word, in this: ""You shall love your neighbor as yourself."""
48005015,48,5,15,"But if you bite and devour one another, be careful that you don't consume one another."
48005016,48,5,16,"But I say, walk by the Spirit, and you won't fulfill the lust of the flesh."
48005017,48,5,17,"For the flesh lusts against the Spirit, and the Spirit against the flesh; and these are contrary to one other, that you may not do the things that you desire."
48005018,48,5,18,"But if you are led by the Spirit, you are not under the law."
48005019,48,5,19,"Now the works of the flesh are obvious, which are: adultery, sexual immorality, uncleanness, lustfulness,"
48005020,48,5,20,"idolatry, sorcery, hatred, strife, jealousies, outbursts of anger, rivalries, divisions, heresies,"
48005021,48,5,21,"envyings, murders, drunkenness, orgies, and things like these; of which I forewarn you, even as I also forewarned you, that those who practice such things will not inherit the Kingdom of God."
48005022,48,5,22,"But the fruit of the Spirit is love, joy, peace, patience, kindness, goodness, faithfulness,"
48005023,48,5,23,"gentleness, and self-control. Against such things there is no law."
48005024,48,5,24,Those who belong to Christ have crucified the flesh with its passions and lusts.
48005025,48,5,25,"If we live by the Spirit, let's also walk by the Spirit."
48005026,48,5,26,"Let's not become conceited, provoking one another, and envying one another."
48006001,48,6,1,"Brothers, even if a man is caught in some fault, you who are spiritual must restore such a one in a spirit of gentleness; looking to yourself so that you also aren't tempted."
48006002,48,6,2,"Bear one another's burdens, and so fulfill the law of Christ."
48006003,48,6,3,"For if a man thinks himself to be something when he is nothing, he deceives himself."
48006004,48,6,4,"But let each man test his own work, and then he will take pride in himself and not in his neighbor."
48006005,48,6,5,For each man will bear his own burden.
48006006,48,6,6,But let him who is taught in the word share all good things with him who teaches.
48006007,48,6,7,"Don't be deceived. God is not mocked, for whatever a man sows, that will he also reap."
48006008,48,6,8,For he who sows to his own flesh will from the flesh reap corruption. But he who sows to the Spirit will from the Spirit reap eternal life.
48006009,48,6,9,"Let us not be weary in doing good, for we will reap in due season, if we don't give up."
48006010,48,6,10,"So then, as we have opportunity, let's do what is good toward all men, and especially toward those who are of the household of the faith."
48006011,48,6,11,See with what large letters I write to you with my own hand.
48006012,48,6,12,"As many as desire to look good in the flesh, they compel you to be circumcised; only that they may not be persecuted for the cross of Christ."
48006013,48,6,13,"For even they who receive circumcision don't keep the law themselves, but they desire to have you circumcised, that they may boast in your flesh."
48006014,48,6,14,"But far be it from me to boast, except in the cross of our Lord Jesus Christ, through which the world has been crucified to me, and I to the world."
48006015,48,6,15,"For in Christ Jesus neither is circumcision anything, nor uncircumcision, but a new creation."
48006016,48,6,16,"As many as walk by this rule, peace and mercy be on them, and on God's Israel."
48006017,48,6,17,"From now on, let no one cause me any trouble, for I bear the marks of the Lord Jesus branded on my body."
48006018,48,6,18,"The grace of our Lord Jesus Christ be with your spirit, brothers. Amen."
