id,b,c,v,t
13001032,13,1,32,"The sons of Keturah, Abraham's concubine: she bore Zimran, and Jokshan, and Medan, and Midian, and Ishbak, and Shuah. The sons of Jokshan: Sheba, and Dedan."
13001033,13,1,33,"The sons of Midian: Ephah, and Epher, and Hanoch, and Abida, and Eldaah. All these were the sons of Keturah."
13001034,13,1,34,"Abraham became the father of Isaac. The sons of Isaac: Esau, and Israel."
13001035,13,1,35,"The sons of Esau: Eliphaz, Reuel, and Jeush, and Jalam, and Korah."
13001036,13,1,36,"The sons of Eliphaz: Teman, and Omar, Zephi, and Gatam, Kenaz, and Timna, and Amalek."
13001037,13,1,37,"The sons of Reuel: Nahath, Zerah, Shammah, and Mizzah."
13001038,13,1,38,"The sons of Seir: Lotan, and Shobal, and Zibeon, and Anah, and Dishon, and Ezer, and Dishan."
13001039,13,1,39,"The sons of Lotan: Hori, and Homam; and Timna was Lotan's sister."
13001040,13,1,40,"The sons of Shobal: Alian, and Manahath, and Ebal, Shephi, and Onam. The sons of Zibeon: Aiah, and Anah."
13001041,13,1,41,"The sons of Anah: Dishon. The sons of Dishon: Hamran, and Eshban, and Ithran, and Cheran."
13001042,13,1,42,"The sons of Ezer: Bilhan, and Zaavan, Jaakan. The sons of Dishan: Uz, and Aran."
13001043,13,1,43,"Now these are the kings who reigned in the land of Edom, before there resigned any king over the children of Israel: Bela the son of Beor; and the name of his city was Dinhabah."
13001044,13,1,44,"Bela died, and Jobab the son of Zerah of Bozrah reigned in his place."
13001045,13,1,45,"Jobab died, and Husham of the land of the Temanites reigned in his place."
13001046,13,1,46,"Husham died, and Hadad the son of Bedad, who struck Midian in the field of Moab, reigned in his place; and the name of his city was Avith."
13001047,13,1,47,"Hadad died, and Samlah of Masrekah reigned in his place."
13001048,13,1,48,"Samlah died, and Shaul of Rehoboth by the River reigned in his place."
13001049,13,1,49,"Shaul died, and Baal Hanan the son of Achbor reigned in his place."
13001050,13,1,50,"Baal Hanan died, and Hadad reigned in his place; and the name of his city was Pai: and his wife's name was Mehetabel, the daughter of Matred, the daughter of Me-zahab."
13001051,13,1,51,"Hadad died. The chiefs of Edom were: chief Timna, chief Aliah, chief Jetheth,"
13001052,13,1,52,"chief Oholibamah, chief Elah, chief Pinon,"
13001053,13,1,53,"chief Kenaz, chief Teman, chief Mibzar,"
13001054,13,1,54,"chief Magdiel, chief Iram. These are the chiefs of Edom."
13002001,13,2,1,"These are the sons of Israel: Reuben, Simeon, Levi, and Judah, Issachar, and Zebulun,"
13002002,13,2,2,"Dan, Joseph, and Benjamin, Naphtali, Gad, and Asher."
13002003,13,2,3,"The sons of Judah: Er, and Onan, and Shelah; which three were born to him of Shua's daughter the Canaanitess. Er, Judah's firstborn, was wicked in the sight of Yahweh; and he killed him."
13002004,13,2,4,Tamar his daughter-in-law bore him Perez and Zerah. All the sons of Judah were five.
13002005,13,2,5,"The sons of Perez: Hezron, and Hamul."
13002006,13,2,6,"The sons of Zerah: Zimri, and Ethan, and Heman, and Calcol, and Dara; five of them in all."
13002007,13,2,7,"The sons of Carmi: Achar, the troubler of Israel, who committed a trespass in the devoted thing."
13002008,13,2,8,The sons of Ethan: Azariah.
13002009,13,2,9,"The sons also of Hezron, who were born to him: Jerahmeel, and Ram, and Chelubai."
13002010,13,2,10,"Ram became the father of Amminadab, and Amminadab became the father of Nahshon, prince of the children of Judah;"
13002011,13,2,11,"and Nahshon became the father of Salma, and Salma became the father of Boaz,"
13002012,13,2,12,"and Boaz became the father of Obed, and Obed became the father of Jesse;"
13002013,13,2,13,"and Jesse became the father of his firstborn Eliab, and Abinadab the second, and Shimea the third,"
13002014,13,2,14,"Nethanel the fourth, Raddai the fifth,"
13002015,13,2,15,"Ozem the sixth, David the seventh;"
13002016,13,2,16,"and their sisters were Zeruiah and Abigail. The sons of Zeruiah: Abishai, and Joab, and Asahel, three."
13002017,13,2,17,Abigail bore Amasa; and the father of Amasa was Jether the Ishmaelite.
13002018,13,2,18,"Caleb the son of Hezron became the father of [children] of Azubah [his] wife, and of Jerioth; and these were her sons: Jesher, and Shobab, and Ardon."
13002019,13,2,19,"Azubah died, and Caleb took to him Ephrath, who bore him Hur."
13002020,13,2,20,"Hur became the father of Uri, and Uri became the father of Bezalel."
13002021,13,2,21,"Afterward Hezron went in to the daughter of Machir the father of Gilead, whom he took [as wife] when he was sixty years old; and she bore him Segub."
13002022,13,2,22,"Segub became the father of Jair, who had twenty-three cities in the land of Gilead."
13002023,13,2,23,"Geshur and Aram took the towns of Jair from them, with Kenath, and the villages of it, even sixty cities. All these were the sons of Machir the father of Gilead."
13002024,13,2,24,"After that Hezron was dead in Caleb Ephrathah, then Abijah Hezron's wife bore him Ashhur the father of Tekoa."
13002025,13,2,25,"The sons of Jerahmeel the firstborn of Hezron were Ram the firstborn, and Bunah, and Oren, and Ozem, Ahijah."
13002026,13,2,26,"Jerahmeel had another wife, whose name was Atarah; she was the mother of Onam."
13002027,13,2,27,"The sons of Ram the firstborn of Jerahmeel were Maaz, and Jamin, and Eker."
13002028,13,2,28,"The sons of Onam were Shammai, and Jada. The sons of Shammai: Nadab, and Abishur."
13002029,13,2,29,"The name of the wife of Abishur was Abihail; and she bore him Ahban, and Molid."
13002030,13,2,30,"The sons of Nadab: Seled, and Appaim; but Seled died without children."
13002031,13,2,31,The sons of Appaim: Ishi. The sons of Ishi: Sheshan. The sons of Sheshan: Ahlai.
13002032,13,2,32,"The sons of Jada the brother of Shammai: Jether, and Jonathan; and Jether died without children."
13002033,13,2,33,"The sons of Jonathan: Peleth, and Zaza. These were the sons of Jerahmeel."
13002034,13,2,34,"Now Sheshan had no sons, but daughters. Sheshan had a servant, an Egyptian, whose name was Jarha."
13002035,13,2,35,Sheshan gave his daughter to Jarha his servant as wife; and she bore him Attai.
13002036,13,2,36,"Attai became the father of Nathan, and Nathan became the father of Zabad,"
13002037,13,2,37,"and Zabad became the father of Ephlal, and Ephlal became the father of Obed,"
13002038,13,2,38,"and Obed became the father of Jehu, and Jehu became the father of Azariah,"
13002039,13,2,39,"and Azariah became the father of Helez, and Helez became the father of Eleasah,"
13002040,13,2,40,"and Eleasah became the father of Sismai, and Sismai became the father of Shallum,"
13002041,13,2,41,"and Shallum became the father of Jekamiah, and Jekamiah became the father of Elishama."
13002042,13,2,42,"The sons of Caleb the brother of Jerahmeel were Mesha his firstborn, who was the father of Ziph; and the sons of Mareshah the father of Hebron."
13002043,13,2,43,"The sons of Hebron: Korah, and Tappuah, and Rekem, and Shema."
13002044,13,2,44,"Shema became the father of Raham, the father of Jorkeam; and Rekem became the father of Shammai."
13002045,13,2,45,The son of Shammai was Maon; and Maon was the father of Beth Zur.
13002046,13,2,46,"Ephah, Caleb's concubine, bore Haran, and Moza, and Gazez; and Haran became the father of Gazez."
13002047,13,2,47,"The sons of Jahdai: Regem, and Jothan, and Geshan, and Pelet, and Ephah, and Shaaph."
13002048,13,2,48,"Maacah, Caleb's concubine, bore Sheber and Tirhanah."
13002049,13,2,49,"She bore also Shaaph the father of Madmannah, Sheva the father of Machbena, and the father of Gibea; and the daughter of Caleb was Achsah."
13002050,13,2,50,"These were the sons of Caleb, the son of Hur, the firstborn of Ephrathah: Shobal the father of Kiriath Jearim,"
13002051,13,2,51,"Salma the father of Bethlehem, Hareph the father of Beth Gader."
13002052,13,2,52,"Shobal the father of Kiriath Jearim had sons: Haroeh, half of the Menuhoth."
13002053,13,2,53,"The families of Kiriath Jearim: The Ithrites, and the Puthites, and the Shumathites, and the Mishraites; of them came the Zorathites and the Eshtaolites."
13002054,13,2,54,"The sons of Salma: Bethlehem, and the Netophathites, Atroth Beth Joab, and half of the Manahathites, the Zorites."
13002055,13,2,55,"The families of scribes who lived at Jabez: the Tirathites, the Shimeathites, the Sucathites. These are the Kenites who came of Hammath, the father of the house of Rechab."
13003001,13,3,1,"Now these were the sons of David, who were born to him in Hebron: the firstborn, Amnon, of Ahinoam the Jezreelitess; the second, Daniel, of Abigail the Carmelitess;"
13003002,13,3,2,"the third, Absalom the son of Maacah the daughter of Talmai king of Geshur; the fourth, Adonijah the son of Haggith;"
13003003,13,3,3,"the fifth, Shephatiah of Abital; the sixth, Ithream by Eglah his wife:"
13003004,13,3,4,six were born to him in Hebron; and there he reigned seven years and six months. In Jerusalem he reigned thirty-three years;
13003005,13,3,5,"and these were born to him in Jerusalem: Shimea, and Shobab, and Nathan, and Solomon, four, of Bathshua the daughter of Ammiel;"
13003006,13,3,6,"and Ibhar, and Elishama, and Eliphelet,"
13003007,13,3,7,"and Nogah, and Nepheg, and Japhia,"
13003008,13,3,8,"and Elishama, and Eliada, and Eliphelet, nine."
13003009,13,3,9,"All these were the sons of David, besides the sons of the concubines; and Tamar was their sister."
13003010,13,3,10,"Solomon's son was Rehoboam, Abijah his son, Asa his son, Jehoshaphat his son,"
13003011,13,3,11,"Joram his son, Ahaziah his son, Joash his son,"
13003012,13,3,12,"Amaziah his son, Azariah his son, Jotham his son,"
13003013,13,3,13,"Ahaz his son, Hezekiah his son, Manasseh his son,"
13003014,13,3,14,"Amon his son, Josiah his son."
13003015,13,3,15,"The sons of Josiah: the firstborn Johanan, the second Jehoiakim, the third Zedekiah, the fourth Shallum."
13003016,13,3,16,"The sons of Jehoiakim: Jeconiah his son, Zedekiah his son."
13003017,13,3,17,"The sons of Jeconiah, the captive: Shealtiel his son,"
13003018,13,3,18,"and Malchiram, and Pedaiah, and Shenazzar, Jekamiah, Hoshama, and Nedabiah."
13003019,13,3,19,"The sons of Pedaiah: Zerubbabel, and Shimei. The sons of Zerubbabel: Meshullam, and Hananiah; and Shelomith was their sister;"
13003020,13,3,20,"and Hashubah, and Ohel, and Berechiah, and Hasadiah, Jushab-hesed, five."
13003021,13,3,21,"The sons of Hananiah: Pelatiah, and Jeshaiah; the sons of Rephaiah, the sons of Arnan, the sons of Obadiah, the sons of Shecaniah."
13003022,13,3,22,"The sons of Shecaniah: Shemaiah. The sons of Shemaiah: Hattush, and Igal, and Bariah, and Neariah, and Shaphat, six."
13003023,13,3,23,"The sons of Neariah: Elioenai, and Hizkiah, and Azrikam, three."
13003024,13,3,24,"The sons of Elioenai: Hodaviah, and Eliashib, and Pelaiah, and Akkub, and Johanan, and Delaiah, and Anani, seven."
13004001,13,4,1,"The sons of Judah: Perez, Hezron, and Carmi, and Hur, and Shobal."
13004002,13,4,2,Reaiah the son of Shobal became the father of Jahath; and Jahath became the father of Ahumai and Lahad. These are the families of the Zorathites.
13004003,13,4,3,"These were [the sons of] the father of Etam: Jezreel, and Ishma, and Idbash; and the name of their sister was Hazzelelponi;"
13004004,13,4,4,"and Penuel the father of Gedor, and Ezer the father of Hushah. These are the sons of Hur, the firstborn of Ephrathah, the father of Bethlehem."
13004005,13,4,5,"Ashhur the father of Tekoa had two wives, Helah and Naarah."
13004006,13,4,6,"Naarah bore him Ahuzzam, and Hepher, and Temeni, and Haahashtari. These were the sons of Naarah."
13004007,13,4,7,"The sons of Helah were Zereth, Izhar, and Ethnan."
13004008,13,4,8,"Hakkoz became the father of Anub, and Zobebah, and the families of Aharhel the son of Harum."
13004009,13,4,9,"Jabez was more honorable than his brothers: and his mother named him Jabez, saying, Because I bore him with sorrow."
13004010,13,4,10,"Jabez called on the God of Israel, saying, Oh that you would bless me indeed, and enlarge my border, and that your hand might be with me, and that you would keep me from evil, that it not be to my sorrow! God granted him that which he requested."
13004011,13,4,11,"Chelub the brother of Shuhah became the father of Mehir, who was the father of Eshton."
13004012,13,4,12,"Eshton became the father of Beth Rapha, and Paseah, and Tehinnah the father of Ir Nahash. These are the men of Recah."
13004013,13,4,13,"The sons of Kenaz: Othniel, and Seraiah. The sons of Othniel: Hathath."
13004014,13,4,14,Meonothai became the father of Ophrah: and Seraiah became the father of Joab the father of Ge Harashim; for they were craftsmen.
13004015,13,4,15,"The sons of Caleb the son of Jephunneh: Iru, Elah, and Naam; and the sons of Elah; and Kenaz."
13004016,13,4,16,"The sons of Jehallelel: Ziph, and Ziphah, Tiria, and Asarel."
13004017,13,4,17,"The sons of Ezrah: Jether, and Mered, and Epher, and Jalon; and she bore Miriam, and Shammai, and Ishbah the father of Eshtemoa."
13004018,13,4,18,"His wife the Jewess bore Jered the father of Gedor, and Heber the father of Soco, and Jekuthiel the father of Zanoah. These are the sons of Bithiah the daughter of Pharaoh, whom Mered took."
13004019,13,4,19,"The sons of the wife of Hodiah, the sister of Naham, were the father of Keilah the Garmite, and Eshtemoa the Maacathite."
13004020,13,4,20,"The sons of Shimon: Amnon, and Rinnah, Ben Hanan, and Tilon. The sons of Ishi: Zoheth, and Ben Zoheth."
13004021,13,4,21,"The sons of Shelah the son of Judah: Er the father of Lecah, and Laadah the father of Mareshah, and the families of the house of those who worked fine linen, of the house of Ashbea;"
13004022,13,4,22,"and Jokim, and the men of Cozeba, and Joash, and Saraph, who had dominion in Moab, and Jashubilehem. The records are ancient."
13004023,13,4,23,"These were the potters, and the inhabitants of Netaim and Gederah: there they lived with the king for his work."
13004024,13,4,24,"The sons of Simeon: Nemuel, and Jamin, Jarib, Zerah, Shaul;"
13004025,13,4,25,"Shallum his son, Mibsam his son, Mishma his son."
13004026,13,4,26,"The sons of Mishma: Hammuel his son, Zaccur his son, Shimei his son."
13004027,13,4,27,"Shimei had sixteen sons and six daughters; but his brothers didn't have many children, neither did all their family multiply like the children of Judah."
13004028,13,4,28,"They lived at Beersheba, and Moladah, and Hazarshual,"
13004029,13,4,29,"and at Bilhah, and at Ezem, and at Tolad,"
13004030,13,4,30,"and at Bethuel, and at Hormah, and at Ziklag,"
13004031,13,4,31,"and at Beth Marcaboth, and Hazar Susim, and at Beth Biri, and at Shaaraim. These were their cities to the reign of David."
13004032,13,4,32,"Their villages were Etam, and Ain, Rimmon, and Tochen, and Ashan, five cities;"
13004033,13,4,33,"and all their villages that were round about the same cities, to Baal. These were their habitations, and they have their genealogy."
13004034,13,4,34,"Meshobab, and Jamlech, and Joshah the son of Amaziah,"
13004035,13,4,35,"and Joel, and Jehu the son of Joshibiah, the son of Seraiah, the son of Asiel,"
13004036,13,4,36,"and Elioenai, and Jaakobah, and Jeshohaiah, and Asaiah, and Adiel, and Jesimiel, and Benaiah,"
13004037,13,4,37,"and Ziza the son of Shiphi, the son of Allon, the son of Jedaiah, the son of Shimri, the son of Shemaiah--"
13004038,13,4,38,these mentioned by name were princes in their families: and their fathers' houses increased greatly.
13004039,13,4,39,"They went to the entrance of Gedor, even to the east side of the valley, to seek pasture for their flocks."
13004040,13,4,40,"They found fat pasture and good, and the land was wide, and quiet, and peaceable; for those who lived there before were of Ham."
13004041,13,4,41,"These written by name came in the days of Hezekiah king of Judah, and struck their tents, and the Meunim who were found there, and destroyed them utterly to this day, and lived in their place; because there was pasture there for their flocks."
13004042,13,4,42,"Some of them, even of the sons of Simeon, five hundred men, went to Mount Seir, having for their captains Pelatiah, and Neariah, and Rephaiah, and Uzziel, the sons of Ishi."
13004043,13,4,43,"They struck the remnant of the Amalekites who escaped, and have lived there to this day."
13005001,13,5,1,"The sons of Reuben the firstborn of Israel (for he was the firstborn; but, because he defiled his father's couch, his birthright was given to the sons of Joseph the son of Israel; and the genealogy is not to be reckoned after the birthright."
13005002,13,5,2,"For Judah prevailed above his brothers, and of him came the prince; but the birthright was Joseph's:)"
13005003,13,5,3,"the sons of Reuben the firstborn of Israel: Hanoch, and Pallu, Hezron, and Carmi."
13005004,13,5,4,"The sons of Joel: Shemaiah his son, Gog his son, Shimei his son,"
13005005,13,5,5,"Micah his son, Reaiah his son, Baal his son,"
13005006,13,5,6,"Beerah his son, whom Tilgath Pilneser king of Assyria carried away captive: he was prince of the Reubenites."
13005007,13,5,7,"His brothers by their families, when the genealogy of their generations was reckoned: the chief, Jeiel, and Zechariah,"
13005008,13,5,8,"and Bela the son of Azaz, the son of Shema, the son of Joel, who lived in Aroer, even to Nebo and Baal Meon:"
13005009,13,5,9,"and eastward he lived even to the entrance of the wilderness from the river Euphrates, because their cattle were multiplied in the land of Gilead."
13005010,13,5,10,"In the days of Saul, they made war with the Hagrites, who fell by their hand; and they lived in their tents throughout all the [land] east of Gilead."
13005011,13,5,11,"The sons of Gad lived over against them, in the land of Bashan to Salecah:"
13005012,13,5,12,"Joel the chief, and Shapham the second, and Janai, and Shaphat in Bashan."
13005013,13,5,13,"Their brothers of their fathers' houses: Michael, and Meshullam, and Sheba, and Jorai, and Jacan, and Zia, and Eber, seven."
13005014,13,5,14,"These were the sons of Abihail, the son of Huri, the son of Jaroah, the son of Gilead, the son of Michael, the son of Jeshishai, the son of Jahdo, the son of Buz;"
13005015,13,5,15,"Ahi the son of Abdiel, the son of Guni, chief of their fathers' houses."
13005016,13,5,16,"They lived in Gilead in Bashan, and in its towns, and in all the suburbs of Sharon, as far as their borders."
13005017,13,5,17,"All these were reckoned by genealogies in the days of Jotham king of Judah, and in the days of Jeroboam king of Israel."
13005018,13,5,18,"The sons of Reuben, and the Gadites, and the half-tribe of Manasseh, of valiant men, men able to bear buckler and sword, and to shoot with bow, and skillful in war, were forty-four thousand seven hundred and sixty, that were able to go forth to war."
13005019,13,5,19,"They made war with the Hagrites, with Jetur, and Naphish, and Nodab."
13005020,13,5,20,"They were helped against them, and the Hagrites were delivered into their hand, and all who were with them; for they cried to God in the battle, and he was entreated of them, because they put their trust in him."
13005021,13,5,21,"They took away their cattle; of their camels fifty thousand, and of sheep two hundred fifty thousand, and of donkeys two thousand, and of men one hundred thousand."
13005022,13,5,22,"For there fell many slain, because the war was of God. They lived in their place until the captivity."
13005023,13,5,23,The children of the half-tribe of Manasseh lived in the land: they increased from Bashan to Baal Hermon and Senir and Mount Hermon.
13005024,13,5,24,"These were the heads of their fathers' houses: even Epher, and Ishi, and Eliel, and Azriel, and Jeremiah, and Hodaviah, and Jahdiel, mighty men of valor, famous men, heads of their fathers' houses."
13005025,13,5,25,"They trespassed against the God of their fathers, and played the prostitute after the gods of the peoples of the land, whom God destroyed before them."
13005026,13,5,26,"The God of Israel stirred up the spirit of Pul king of Assyria, and the spirit of Tilgath Pilneser king of Assyria, and he carried them away, even the Reubenites, and the Gadites, and the half-tribe of Manasseh, and brought them to Halah, and Habor, and Hara, and to the river of Gozan, to this day."
13006001,13,6,1,"The sons of Levi: Gershon, Kohath, and Merari."
13006002,13,6,2,"The sons of Kohath: Amram, Izhar, and Hebron, and Uzziel."
13006003,13,6,3,"The children of Amram: Aaron, and Moses, and Miriam. The sons of Aaron: Nadab, and Abihu, Eleazar, and Ithamar."
13006004,13,6,4,"Eleazar became the father of Phinehas, Phinehas became the father of Abishua,"
13006005,13,6,5,"and Abishua became the father of Bukki, and Bukki became the father of Uzzi,"
13006006,13,6,6,"and Uzzi became the father of Zerahiah, and Zerahiah became the father of Meraioth,"
13006007,13,6,7,"Meraioth became the father of Amariah, and Amariah became the father of Ahitub,"
13006008,13,6,8,"and Ahitub became the father of Zadok, and Zadok became the father of Ahimaaz,"
13006009,13,6,9,"and Ahimaaz became the father of Azariah, and Azariah became the father of Johanan,"
13006010,13,6,10,"and Johanan became the father of Azariah, (he it is who executed the priest's office in the house that Solomon built in Jerusalem),"
13006011,13,6,11,"and Azariah became the father of Amariah, and Amariah became the father of Ahitub,"
13006012,13,6,12,"and Ahitub became the father of Zadok, and Zadok became the father of Shallum,"
13006013,13,6,13,"and Shallum became the father of Hilkiah, and Hilkiah became the father of Azariah,"
13006014,13,6,14,"and Azariah became the father of Seraiah, and Seraiah became the father of Jehozadak;"
13006015,13,6,15,"Jehozadak went [into captivity], when Yahweh carried away Judah and Jerusalem by the hand of Nebuchadnezzar."
13006016,13,6,16,"The sons of Levi: Gershom, Kohath, and Merari."
13006017,13,6,17,These are the names of the sons of Gershom: Libni and Shimei.
13006018,13,6,18,"The sons of Kohath were Amram, and Izhar, and Hebron, and Uzziel."
13006019,13,6,19,The sons of Merari: Mahli and Mushi. These are the families of the Levites according to their fathers' [houses].
13006020,13,6,20,"Of Gershom: Libni his son, Jahath his son, Zimmah his son,"
13006021,13,6,21,"Joah his son, Iddo his son, Zerah his son, Jeatherai his son."
13006022,13,6,22,"The sons of Kohath: Amminadab his son, Korah his son, Assir his son,"
13006023,13,6,23,"Elkanah his son, and Ebiasaph his son, and Assir his son,"
13006024,13,6,24,"Tahath his son, Uriel his son, Uzziah his son, and Shaul his son."
13006025,13,6,25,"The sons of Elkanah: Amasai, and Ahimoth."
13006026,13,6,26,"As for Elkanah, the sons of Elkanah: Zophai his son, and Nahath his son,"
13006027,13,6,27,"Eliab his son, Jeroham his son, Elkanah his son."
13006028,13,6,28,"The sons of Samuel: the firstborn [Joel], and the second Abijah."
13006029,13,6,29,"The sons of Merari: Mahli, Libni his son, Shimei his son, Uzzah his son,"
13006030,13,6,30,"Shimea his son, Haggiah his son, Asaiah his son."
13006031,13,6,31,"These are they whom David set over the service of song in the house of Yahweh, after that the ark had rest."
13006032,13,6,32,"They ministered with song before the tent of the tent of meeting, until Solomon had built the house of Yahweh in Jerusalem: and they waited on their office according to their order."
13006033,13,6,33,"These are those who waited, and their sons. Of the sons of the Kohathites: Heman the singer, the son of Joel, the son of Samuel,"
13006034,13,6,34,"the son of Elkanah, the son of Jeroham, the son of Eliel, the son of Toah,"
13006035,13,6,35,"the son of Zuph, the son of Elkanah, the son of Mahath, the son of Amasai,"
13006036,13,6,36,"the son of Elkanah, the son of Joel, the son of Azariah, the son of Zephaniah,"
13006037,13,6,37,"the son of Tahath, the son of Assir, the son of Ebiasaph, the son of Korah,"
13006038,13,6,38,"the son of Izhar, the son of Kohath, the son of Levi, the son of Israel."
13006039,13,6,39,"His brother Asaph, who stood on his right hand, even Asaph the son of Berechiah, the son of Shimea,"
13006040,13,6,40,"the son of Michael, the son of Baaseiah, the son of Malchijah,"
13006041,13,6,41,"the son of Ethni, the son of Zerah, the son of Adaiah,"
13006042,13,6,42,"the son of Ethan, the son of Zimmah, the son of Shimei,"
13006043,13,6,43,"the son of Jahath, the son of Gershom, the son of Levi."
13006044,13,6,44,"On the left hand their brothers the sons of Merari: Ethan the son of Kishi, the son of Abdi, the son of Malluch,"
13006045,13,6,45,"the son of Hashabiah, the son of Amaziah, the son of Hilkiah,"
13006046,13,6,46,"the son of Amzi, the son of Bani, the son of Shemer,"
13006047,13,6,47,"the son of Mahli, the son of Mushi, the son of Merari, the son of Levi."
13006048,13,6,48,Their brothers the Levites were appointed for all the service of the tent of the house of God.
13006049,13,6,49,"But Aaron and his sons offered on the altar of burnt offering, and on the altar of incense, for all the work of the most holy place, and to make atonement for Israel, according to all that Moses the servant of God had commanded."
13006050,13,6,50,"These are the sons of Aaron: Eleazar his son, Phinehas his son, Abishua his son,"
13006051,13,6,51,"Bukki his son, Uzzi his son, Zerahiah his son,"
13006052,13,6,52,"Meraioth his son, Amariah his son, Ahitub his son,"
13006053,13,6,53,"Zadok his son, Ahimaaz his son."
13006054,13,6,54,"Now these are their dwelling-places according to their encampments in their borders: to the sons of Aaron, of the families of the Kohathites (for theirs was the [first] lot),"
13006055,13,6,55,"to them they gave Hebron in the land of Judah, and the suburbs of it round about it;"
13006056,13,6,56,"but the fields of the city, and the villages of it, they gave to Caleb the son of Jephunneh."
13006057,13,6,57,"To the sons of Aaron they gave the cities of refuge, Hebron; Libnah also with its suburbs, and Jattir, and Eshtemoa with its suburbs,"
13006058,13,6,58,"and Hilen with its suburbs, Debir with its suburbs,"
13006059,13,6,59,"and Ashan with its suburbs, and Beth-shemesh with its suburbs;"
13006060,13,6,60,"and out of the tribe of Benjamin, Geba with its suburbs, and Allemeth with its suburbs, and Anathoth with its suburbs. All their cities throughout their families were thirteen cities."
13006061,13,6,61,"To the rest of the sons of Kohath [were given] by lot, out of the family of the tribe, out of the half-tribe, the half of Manasseh, ten cities."
13006062,13,6,62,"To the sons of Gershom, according to their families, out of the tribe of Issachar, and out of the tribe of Asher, and out of the tribe of Naphtali, and out of the tribe of Manasseh in Bashan, thirteen cities."
13006063,13,6,63,"To the sons of Merari [were given] by lot, according to their families, out of the tribe of Reuben, and out of the tribe of Gad, and out of the tribe of Zebulun, twelve cities."
13006064,13,6,64,The children of Israel gave to the Levites the cities with their suburbs.
13006065,13,6,65,"They gave by lot out of the tribe of the children of Judah, and out of the tribe of the children of Simeon, and out of the tribe of the children of Benjamin, these cities which are mentioned by name."
13006066,13,6,66,Some of the families of the sons of Kohath had cities of their borders out of the tribe of Ephraim.
13006067,13,6,67,"They gave to them the cities of refuge, Shechem in the hill-country of Ephraim with its suburbs; Gezer also with its suburbs,"
13006068,13,6,68,"and Jokmeam with its suburbs, and Beth Horon with its suburbs,"
13006069,13,6,69,"and Aijalon with its suburbs, and Gath-rimmon with its suburbs;"
13006070,13,6,70,"and out of the half-tribe of Manasseh, Aner with its suburbs, and Bileam with its suburbs, for the rest of the family of the sons of Kohath."
13006071,13,6,71,"To the sons of Gershom [were given], out of the family of the half-tribe of Manasseh, Golan in Bashan with its suburbs, and Ashtaroth with its suburbs;"
13006072,13,6,72,"and out of the tribe of Issachar, Kedesh with its suburbs, Daberath with its suburbs,"
13006073,13,6,73,"and Ramoth with its suburbs, and Anem with its suburbs;"
13006074,13,6,74,"and out of the tribe of Asher, Mashal with its suburbs, and Abdon with its suburbs,"
13006075,13,6,75,"and Hukok with its suburbs, and Rehob with its suburbs;"
