id,b,c,v,t
19011004,19,11,4,Yahweh is in his holy temple. Yahweh is on his throne in heaven. His eyes observe. His eyes examine the children of men.
19011005,19,11,5,"Yahweh examines the righteous, But the wicked and him who loves violence his soul hates."
19011006,19,11,6,"On the wicked he will rain blazing coals; Fire, sulfur, and scorching wind shall be the portion of their cup."
19011007,19,11,7,For Yahweh is righteous. He loves righteousness. The upright shall see his face.
19012001,19,12,1,"&gt; Help, Yahweh; for the godly man ceases. For the faithful fail from among the children of men."
19012002,19,12,2,"Everyone lies to his neighbor. They speak with flattering lips, and with a double heart."
19012003,19,12,3,"May Yahweh cut off all flattering lips, And the tongue that boasts,"
19012004,19,12,4,"Who have said, ""With our tongue we will prevail. Our lips are our own. Who is lord over us?"""
19012005,19,12,5,"""Because of the oppression of the weak and because of the groaning of the needy, I will now arise,"" says Yahweh; ""I will set him in safety from those who malign him."""
19012006,19,12,6,"The words of Yahweh are flawless words, As silver refined in a clay furnace, purified seven times."
19012007,19,12,7,"You will keep them, Yahweh, You will preserve them from this generation forever."
19012008,19,12,8,"The wicked walk on every side, When what is vile is exalted among the sons of men."
19013001,19,13,1,"&gt; How long, Yahweh? Will you forget me forever? How long will you hide your face from me?"
19013002,19,13,2,"How long shall I take counsel in my soul, Having sorrow in my heart every day? How long shall my enemy triumph over me?"
19013003,19,13,3,"Behold, and answer me, Yahweh, my God. Give light to my eyes, lest I sleep in death;"
19013004,19,13,4,"Lest my enemy say, ""I have prevailed against him;"" Lest my adversaries rejoice when I fall."
19013005,19,13,5,But I trust in your loving kindness. My heart rejoices in your salvation.
19013006,19,13,6,"I will sing to Yahweh, Because he has been good to me."
19014001,19,14,1,"&gt; The fool has said in his heart, ""There is no God."" They are corrupt. They have done abominable works. There is none who does good."
19014002,19,14,2,"Yahweh looked down from heaven on the children of men, To see if there were any who did understand, Who did seek after God."
19014003,19,14,3,"They have all gone aside. They have together become corrupt. There is none who does good, no, not one."
19014004,19,14,4,"Have all the workers of iniquity no knowledge, Who eat up my people as they eat bread, And don't call on Yahweh?"
19014005,19,14,5,"There they were in great fear, For God is in the generation of the righteous."
19014006,19,14,6,"You frustrate the plan of the poor, Because Yahweh is his refuge."
19014007,19,14,7,"Oh that the salvation of Israel would come out of Zion! When Yahweh restores the fortunes of his people, Then Jacob shall rejoice, and Israel shall be glad."
19015001,19,15,1,"&gt; Yahweh, who shall dwell in your sanctuary? Who shall live on your holy hill?"
19015002,19,15,2,"He who walks blamelessly does what is right, And speaks truth in his heart;"
19015003,19,15,3,"He who doesn't slander with his tongue, Nor does evil to his friend, Nor casts slurs against his fellow man;"
19015004,19,15,4,"In whose eyes a vile man is despised, But who honors those who fear Yahweh; He who keeps an oath even when it hurts, and doesn't change;"
19015005,19,15,5,"He who doesn't lend out his money for usury, Nor take a bribe against the innocent.  He who does these things shall never be shaken."
19016001,19,16,1,"&gt; Preserve me, God, for in you do I take refuge."
19016002,19,16,2,"My soul, you have said to Yahweh, ""You are my Lord. Apart from you I have no good thing."""
19016003,19,16,3,"As for the saints who are in the earth, They are the excellent ones in whom is all my delight."
19016004,19,16,4,"Their sorrows shall be multiplied who give gifts to another god. Their drink-offerings of blood I will not offer, Nor take their names on my lips."
19016005,19,16,5,Yahweh assigned my portion and my cup. You made my lot secure.
19016006,19,16,6,"The lines have fallen to me in pleasant places. Yes, I have a good inheritance."
19016007,19,16,7,"I will bless Yahweh, who has given me counsel. Yes, my heart instructs me in the night seasons."
19016008,19,16,8,"I have set Yahweh always before me. Because he is at my right hand, I shall not be moved."
19016009,19,16,9,"Therefore my heart is glad, and my tongue rejoices. My body shall also dwell in safety."
19016010,19,16,10,"For you will not leave my soul in Sheol, Neither will you allow your holy one to see corruption."
19016011,19,16,11,You will show me the path of life. In your presence is fullness of joy. In your right hand there are pleasures forevermore.
19017001,19,17,1,"&gt; Hear, Yahweh, my righteous plea; Give ear to my prayer, that doesn't go out of deceitful lips."
19017002,19,17,2,Let my sentence come forth from your presence; Let your eyes look on equity.
19017003,19,17,3,"You have proved my heart; you have visited me in the night; You have tried me, and found nothing; I have resolved that my mouth shall not disobey."
19017004,19,17,4,"As for the works of men, by the word of your lips I have kept myself from the ways of the violent."
19017005,19,17,5,"My steps have held fast to your paths, My feet have not slipped."
19017006,19,17,6,"I have called on you, for you will answer me, God: Turn your ear to me. Hear my speech."
19017007,19,17,7,"Show your marvelous loving kindness, You who save those who take refuge by your right hand from their enemies."
19017008,19,17,8,"Keep me as the apple of your eye; Hide me under the shadow of your wings,"
19017009,19,17,9,"From the wicked who oppress me, My deadly enemies, who surround me."
19017010,19,17,10,They close up their callous hearts. With their mouth they speak proudly.
19017011,19,17,11,They have now surrounded us in our steps. They set their eyes to cast us down to the earth.
19017012,19,17,12,"He is like a lion that is greedy of his prey, As it were a young lion lurking in secret places."
19017013,19,17,13,"Arise, Yahweh, Confront him, cast him down. Deliver my soul from the wicked by your sword;"
19017014,19,17,14,"From men by your hand, Yahweh, From men of the world, whose portion is in this life. You fill the belly of your cherished ones. Your sons have plenty, And they store up wealth for their children."
19017015,19,17,15,"As for me, I shall see your face in righteousness; I shall be satisfied, when I awake, with seeing your form."
19018001,19,18,1,"&gt; I love you, Yahweh, my strength."
19018002,19,18,2,"Yahweh is my rock, my fortress, and my deliverer; My God, my rock, in whom I take refuge; My shield, and the horn of my salvation, my high tower."
19018003,19,18,3,"I call on Yahweh, who is worthy to be praised; And I am saved from my enemies."
19018004,19,18,4,The cords of death surrounded me. The floods of ungodliness made me afraid.
19018005,19,18,5,The cords of Sheol were round about me; The snares of death came on me.
19018006,19,18,6,"In my distress I called on Yahweh, And cried to my God. He heard my voice out of his temple, My cry before him came into his ears."
19018007,19,18,7,"Then the earth shook and trembled. The foundations also of the mountains quaked and were shaken, Because he was angry."
19018008,19,18,8,Smoke went out of his nostrils. Consuming fire came out of his mouth. Coals were kindled by it.
19018009,19,18,9,"He bowed the heavens also, and came down. Thick darkness was under his feet."
19018010,19,18,10,"He rode on a cherub, and flew. Yes, he soared on the wings of the wind."
19018011,19,18,11,"He made darkness his hiding-place, his pavilion around him, Darkness of waters, thick clouds of the skies."
19018012,19,18,12,"At the brightness before him his thick clouds passed, Hailstones and coals of fire."
19018013,19,18,13,"Yahweh also thundered in the sky, The Most High uttered his voice: Hailstones and coals of fire."
19018014,19,18,14,"He sent out his arrows, and scattered them; Yes, great lightning bolts, and routed them."
19018015,19,18,15,"Then the channels of waters appeared, The foundations of the world were laid bare at your rebuke, Yahweh, At the blast of the breath of your nostrils."
19018016,19,18,16,He sent from on high. He took me. He drew me out of many waters.
19018017,19,18,17,"He delivered me from my strong enemy, From those who hated me; for they were too mighty for me."
19018018,19,18,18,"They came on me in the day of my calamity, But Yahweh was my support."
19018019,19,18,19,"He brought me forth also into a large place. He delivered me, because he delighted in me."
19018020,19,18,20,Yahweh has rewarded me according to my righteousness. According to the cleanness of my hands has he recompensed me.
19018021,19,18,21,"For I have kept the ways of Yahweh, And have not wickedly departed from my God."
19018022,19,18,22,For all his ordinances were before me. I didn't put away his statutes from me.
19018023,19,18,23,I was also blameless with him. I kept myself from my iniquity.
19018024,19,18,24,"Therefore Yahweh has rewarded me according to my righteousness, According to the cleanness of my hands in his eyesight."
19018025,19,18,25,"With the merciful you will show yourself merciful. With the perfect man, you will show yourself perfect."
19018026,19,18,26,"With the pure, you will show yourself pure. With the crooked you will show yourself shrewd."
19018027,19,18,27,"For you will save the afflicted people, But the haughty eyes you will bring down."
19018028,19,18,28,"For you will light my lamp, Yahweh. My God will light up my darkness."
19018029,19,18,29,"For by you, I advance through a troop. By my God, I leap over a wall."
19018030,19,18,30,"As for God, his way is perfect. The word of Yahweh is tried. He is a shield to all those who take refuge in him."
19018031,19,18,31,"For who is God, except Yahweh? Who is a rock, besides our God,"
19018032,19,18,32,"The God who arms me with strength, and makes my way perfect?"
19018033,19,18,33,"He makes my feet like deer's feet, And sets me on my high places."
19018034,19,18,34,He teaches my hands to war; So that my arms bend a bow of bronze.
19018035,19,18,35,You have also given me the shield of your salvation. Your right hand sustains me. Your gentleness has made me great.
19018036,19,18,36,"You have enlarged my steps under me, My feet have not slipped."
19018037,19,18,37,"I will pursue my enemies, and overtake them. Neither will I turn again until they are consumed."
19018038,19,18,38,"I will strike them through, so that they will not be able to rise. They shall fall under my feet."
19018039,19,18,39,For you have girded me with strength to the battle. You have subdued under me those who rose up against me.
19018040,19,18,40,"You have also made my enemies turn their backs to me, That I might cut off those who hate me."
19018041,19,18,41,"They cried, but there was none to save; Even to Yahweh, but he didn't answer them."
19018042,19,18,42,Then I beat them small as the dust before the wind. I cast them out as the mire of the streets.
19018043,19,18,43,You have delivered me from the strivings of the people. You have made me the head of the nations. A people whom I have not known shall serve me.
19018044,19,18,44,As soon as they hear of me they shall obey me. The foreigners shall submit themselves to me.
19018045,19,18,45,"The foreigners shall fade away, And shall come trembling out of their close places."
19018046,19,18,46,"Yahweh lives; and blessed be my rock. Exalted be the God of my salvation,"
19018047,19,18,47,"Even the God who executes vengeance for me, And subdues peoples under me."
19018048,19,18,48,"He rescues me from my enemies. Yes, you lift me up above those who rise up against me. You deliver me from the violent man."
19018049,19,18,49,"Therefore I will give thanks to you, Yahweh, among the nations, And will sing praises to your name."
19018050,19,18,50,"He gives great deliverance to his king, And shows loving kindness to his anointed, To David and to his seed, forevermore."
19019001,19,19,1,&gt; The heavens declare the glory of God. The expanse shows his handiwork.
19019002,19,19,2,"Day after day they pour forth speech, And night after night they display knowledge."
19019003,19,19,3,"There is no speech nor language, Where their voice is not heard."
19019004,19,19,4,"Their voice has gone out through all the earth, Their words to the end of the world. In them he has set a tent for the sun,"
19019005,19,19,5,"Which is as a bridegroom coming out of his chamber, Like a strong man rejoicing to run his course."
19019006,19,19,6,"His going forth is from the end of the heavens, His circuit to its ends; There is nothing hidden from its heat."
19019007,19,19,7,"Yahweh's law is perfect, restoring the soul. Yahweh's testimony is sure, making wise the simple."
19019008,19,19,8,"Yahweh's precepts are right, rejoicing the heart. Yahweh's commandment is pure, enlightening the eyes."
19019009,19,19,9,"The fear of Yahweh is clean, enduring forever. Yahweh's ordinances are true, and righteous altogether."
19019010,19,19,10,"More to be desired are they than gold, yes, than much fine gold; Sweeter also than honey and the extract of the honeycomb."
19019011,19,19,11,Moreover by them is your servant warned. In keeping them there is great reward.
19019012,19,19,12,Who can discern his errors? Forgive me from hidden errors.
19019013,19,19,13,"Keep back your servant also from presumptuous sins. Let them not have dominion over me. Then I will be upright, I will be blameless and innocent of great transgression."
19019014,19,19,14,"Let the words of my mouth and the meditation of my heart Be acceptable in your sight, Yahweh, my rock, and my redeemer."
19020001,19,20,1,"&gt; May Yahweh answer you in the day of trouble. May the name of the God of Jacob set you up on high,"
19020002,19,20,2,"Send you help from the sanctuary, Grant you support from Zion,"
19020003,19,20,3,"Remember all your offerings, And accept your burnt sacrifice. Selah."
19020004,19,20,4,"May He grant you your heart's desire, And fulfill all your counsel."
19020005,19,20,5,We will triumph in your salvation. In the name of our God we will set up our banners: May Yahweh grant all your requests.
19020006,19,20,6,"Now I know that Yahweh saves his anointed. He will answer him from his holy heaven, With the saving strength of his right hand."
19020007,19,20,7,"Some trust in chariots, and some in horses, But we trust the name of Yahweh our God."
19020008,19,20,8,"They are bowed down and fallen, But we rise up, and stand upright."
19020009,19,20,9,"Save, Yahweh; Let the King answer us when we call!"
19021001,19,21,1,"&gt; The king rejoices in your strength, Yahweh! How greatly he rejoices in your salvation!"
19021002,19,21,2,"You have given him his heart's desire, And have not withheld the request of his lips. Selah."
19021003,19,21,3,For you meet him with the blessings of goodness; You set a crown of fine gold on his head.
19021004,19,21,4,"He asked life of you, you gave it to him, Even length of days forever and ever."
19021005,19,21,5,His glory is great in your salvation. You lay honor and majesty on him.
19021006,19,21,6,For you make him most blessed forever. You make him glad with joy in your presence.
19021007,19,21,7,"For the king trusts in Yahweh. Through the loving kindness of the Most High, he shall not be moved."
19021008,19,21,8,Your hand will find out all of your enemies. Your right hand will find out those who hate you.
19021009,19,21,9,You will make them as a fiery furnace in the time of your anger. Yahweh will swallow them up in his wrath. The fire shall devour them.
19021010,19,21,10,"You will destroy their descendants from the earth, Their posterity from among the children of men."
19021011,19,21,11,For they intended evil against you. They plotted evil against you which cannot succeed.
19021012,19,21,12,"For you will make them turn their back, When you aim drawn bows at their face."
19021013,19,21,13,"Be exalted, Yahweh, in your strength, So we will sing and praise your power."
19022001,19,22,1,"&gt; My God, my God, why have you forsaken me? Why are you so far from helping me, and from the words of my groaning?"
19022002,19,22,2,"My God, I cry in the daytime, but you don't answer; In the night season, and am not silent."
19022003,19,22,3,"But you are holy, You who inhabit the praises of Israel."
19022004,19,22,4,"Our fathers trusted in you. They trusted, and you delivered them."
19022005,19,22,5,"They cried to you, and were delivered. They trusted in you, and were not disappointed."
19022006,19,22,6,"But I am a worm, and no man; A reproach of men, and despised by the people."
19022007,19,22,7,"All those who see me mock me. They insult me with their lips. They shake their heads, saying,"
19022008,19,22,8,"""He trusts in Yahweh; Let him deliver him; Let him rescue him, since he delights in him."""
19022009,19,22,9,But you brought me out of the womb. You made me trust at my mother's breasts.
19022010,19,22,10,I was thrown on you from my mother's womb. You are my God since my mother bore me.
19022011,19,22,11,"Don't be far from me, for trouble is near. For there is none to help."
19022012,19,22,12,Many bulls have surrounded me. Strong bulls of Bashan have encircled me.
19022013,19,22,13,"They open their mouths wide against me, Lions tearing prey and roaring."
19022014,19,22,14,I am poured out like water. All my bones are out of joint. My heart is like wax; It is melted within me.
19022015,19,22,15,My strength is dried up like a potsherd. My tongue sticks to the roof of my mouth. You have brought me into the dust of death.
19022016,19,22,16,For dogs have surrounded me. A company of evil-doers have enclosed me. They pierced my hands and my feet.
19022017,19,22,17,I can count all of my bones. They look and stare at me.
19022018,19,22,18,They divide my garments among them. They cast lots for my clothing.
19022019,19,22,19,"But don't be far off, Yahweh. You are my help: hurry to help me."
19022020,19,22,20,"Deliver my soul from the sword, My precious life from the power of the dog."
19022021,19,22,21,"Save me from the lion's mouth; Yes, from the horns of the wild oxen you have answered me."
19022022,19,22,22,"I will declare your name to my brothers. In the midst of the assembly, I will praise you."
19022023,19,22,23,"You who fear Yahweh, praise him! All you descendants of Jacob, glorify him! Stand in awe of him, all you descendants of Israel!"
19022024,19,22,24,"For he has not despised nor abhorred the affliction of the afflicted, Neither has he hidden his face from him; But when he cried to him, he heard."
19022025,19,22,25,Of you comes my praise in the great assembly. I will pay my vows before those who fear him.
19022026,19,22,26,The humble shall eat and be satisfied. They shall praise Yahweh who seek after him. Let your hearts live forever.
19022027,19,22,27,All the ends of the earth shall remember and turn to Yahweh. All the relatives of the nations shall worship before you.
19022028,19,22,28,For the kingdom is Yahweh's. He is the ruler over the nations.
19022029,19,22,29,"All the rich ones of the earth shall eat and worship. All those who go down to the dust shall bow before him, Even he who can't keep his soul alive."
19022030,19,22,30,Posterity shall serve him. Future generations shall be told about the Lord.
19022031,19,22,31,"They shall come and shall declare his righteousness to a people that shall be born, For he has done it."
19023001,19,23,1,&gt; Yahweh is my shepherd: I shall lack nothing.
19023002,19,23,2,He makes me lie down in green pastures. He leads me beside still waters.
19023003,19,23,3,He restores my soul. He guides me in the paths of righteousness for his name's sake.
19023004,19,23,4,"Even though I walk through the valley of the shadow of death, I will fear no evil, for you are with me. Your rod and your staff, they comfort me."
19023005,19,23,5,You prepare a table before me in the presence of my enemies. You anoint my head with oil. My cup runs over.
19023006,19,23,6,"Surely goodness and loving kindness shall follow me all the days of my life, And I shall dwell in Yahweh's house forever."
19024001,19,24,1,"&gt; The earth is Yahweh's, with its fullness; The world, and those who dwell therein."
19024002,19,24,2,"For he has founded it on the seas, And established it on the floods."
19024003,19,24,3,Who may ascend to Yahweh's hill? Who may stand in his holy place?
19024004,19,24,4,"He who has clean hands and a pure heart; Who has not lifted up his soul to falsehood, And has not sworn deceitfully."
19024005,19,24,5,"He shall receive a blessing from Yahweh, Righteousness from the God of his salvation."
19024006,19,24,6,"This is the generation of those who seek Him, Who seek your face--even Jacob. Selah."
19024007,19,24,7,"Lift up your heads, you gates; Be lifted up, you everlasting doors: The King of glory will come in."
19024008,19,24,8,"Who is the King of glory? Yahweh strong and mighty, Yahweh mighty in battle."
19024009,19,24,9,"Lift up your heads, you gates; Yes, lift them up, you everlasting doors: The King of glory will come in."
19024010,19,24,10,"Who is this King of glory? Yahweh of Hosts, He is the King of glory. Selah."
19025001,19,25,1,"&gt; To you, Yahweh, do I lift up my soul."
19025002,19,25,2,"My God, I have trusted in you, Don't let me be shamed. Don't let my enemies triumph over me."
19025003,19,25,3,"Yes, no one who waits for you shall be shamed. They shall be shamed who deal treacherously without cause."
19025004,19,25,4,"Show me your ways, Yahweh. Teach me your paths."
