id,b,c,v,t
38004012,38,4,12,"I asked him the second time, ""What are these two olive-branches, which are beside the two golden spouts, that pour the golden oil out of themselves?"""
38004013,38,4,13,"He answered me, ""Don't you know what these are?"" I said, ""No, my lord."""
38004014,38,4,14,"Then he said, ""These are the two anointed ones who stand by the Lord of the whole earth."""
38005001,38,5,1,"Then again I lifted up my eyes, and saw, and, behold, a flying scroll."
38005002,38,5,2,"He said to me, ""What do you see?"" I answered, ""I see a flying scroll; its length is twenty cubits, and its breadth ten cubits."""
38005003,38,5,3,"Then he said to me, ""This is the curse that goes out over the surface of the whole land; for everyone who steals shall be cut off according to it on the one side; and everyone who swears falsely shall be cut off according to it on the other side."
38005004,38,5,4,"I will cause it to go out,"" says Yahweh of Hosts, ""and it will enter into the house of the thief, and into the house of him who swears falsely by my name; and it will remain in the midst of his house, and will destroy it with its timber and its stones."""
38005005,38,5,5,"Then the angel who talked with me came forward, and said to me, ""Lift up now your eyes, and see what is this that is appearing."""
38005006,38,5,6,"I said, ""What is it?"" He said, ""This is the ephah{ An ephah is a measure of volume of about 22 litres, 5.8 U. S. gallons, 4.8 imperial gallons, or a bit more than half a bushel. } basket that is appearing."" He said moreover, ""This is their appearance in all the land"
38005007,38,5,7,"(and, behold, a talent{A talent is a weight of about 34 kilograms or 75 pounds.} of lead was lifted up); and this is a woman sitting in the midst of the ephah basket."""
38005008,38,5,8,"He said, ""This is Wickedness;"" and he threw her down into the midst of the ephah basket; and he threw the weight of lead on its mouth."
38005009,38,5,9,"Then lifted I up my eyes, and saw, and, behold, there were two women, and the wind was in their wings. Now they had wings like the wings of a stork, and they lifted up the ephah basket between earth and the sky."
38005010,38,5,10,"Then said I to the angel who talked with me, ""Where are these carrying the ephah basket?"""
38005011,38,5,11,"He said to me, ""To build her a house in the land of Shinar. When it is prepared, she will be set there in her own place."""
38006001,38,6,1,"Again I lifted up my eyes, and saw, and, behold, four chariots came out from between two mountains; and the mountains were mountains of brass."
38006002,38,6,2,In the first chariot were red horses; in the second chariot black horses;
38006003,38,6,3,"in the third chariot white horses; and in the fourth chariot dappled horses, all of them powerful."
38006004,38,6,4,"Then I asked the angel who talked with me, ""What are these, my lord?"""
38006005,38,6,5,"The angel answered me, ""These are the four winds of the sky, which go forth from standing before the Lord of all the earth."
38006006,38,6,6,"The one with the black horses goes out toward the north country; and the white went out after them; and the dappled went forth toward the south country."""
38006007,38,6,7,"The strong went out, and sought to go that they might walk back and forth through the earth: and he said, ""Go around and through the earth!"" So they walked back and forth through the earth."
38006008,38,6,8,"Then he called to me, and spoke to me, saying, ""Behold, those who go toward the north country have quieted my spirit in the north country."""
38006009,38,6,9,"The word of Yahweh came to me, saying,"
38006010,38,6,10,"""Take of them of the captivity, even of Heldai, of Tobijah, and of Jedaiah; and come the same day, and go into the house of Josiah the son of Zephaniah, where they have come from Babylon."
38006011,38,6,11,"Yes, take silver and gold, and make crowns, and set them on the head of Joshua the son of Jehozadak, the high priest;"
38006012,38,6,12,"and speak to him, saying, 'Thus says Yahweh of Hosts, ""Behold, the man whose name is the Branch: and he shall grow up out of his place; and he shall build the temple of Yahweh;"
38006013,38,6,13,"even he shall build the temple of Yahweh; and he shall bear the glory, and shall sit and rule on his throne; and he shall be a priest on his throne; and the counsel of peace shall be between them both."
38006014,38,6,14,"The crowns shall be to Helem, and to Tobijah, and to Jedaiah, and to Hen the son of Zephaniah, for a memorial in the temple of Yahweh."
38006015,38,6,15,"Those who are far off shall come and build in the temple of Yahweh; and you shall know that Yahweh of hosts has sent me to you. This will happen, if you will diligently obey the voice of Yahweh your God.""'"""
38007001,38,7,1,"It happened in the fourth year of king Darius that the word of Yahweh came to Zechariah in the fourth day of the ninth month, the month of Chislev."
38007002,38,7,2,"The people of Bethel sent Sharezer and Regem Melech, and their men, to entreat Yahweh's favor,"
38007003,38,7,3,"and to speak to the priests of the house of Yahweh of Hosts, and to the prophets, saying, ""Should I weep in the fifth month, separating myself, as I have done these so many years?"""
38007004,38,7,4,"Then the word of Yahweh of Hosts came to me, saying,"
38007005,38,7,5,"""Speak to all the people of the land, and to the priests, saying, 'When you fasted and mourned in the fifth and in the seventh month for these seventy years, did you at all fast to me, really to me?"
38007006,38,7,6,"When you eat, and when you drink, don't you eat for yourselves, and drink for yourselves?"
38007007,38,7,7,"Aren't these the words which Yahweh proclaimed by the former prophets, when Jerusalem was inhabited and in prosperity, and its cities around her, and the South and the lowland were inhabited?'"""
38007008,38,7,8,"The word of Yahweh came to Zechariah, saying,"
38007009,38,7,9,"""Thus has Yahweh of Hosts spoken, saying, 'Execute true judgment, and show kindness and compassion every man to his brother."
38007010,38,7,10,"Don't oppress the widow, nor the fatherless, the foreigner, nor the poor; and let none of you devise evil against his brother in your heart.'"
38007011,38,7,11,"But they refused to listen, and turned their backs, and stopped their ears, that they might not hear."
38007012,38,7,12,"Yes, they made their hearts as hard as flint, lest they might hear the law, and the words which Yahweh of Hosts had sent by his Spirit by the former prophets. Therefore great wrath came from Yahweh of Hosts."
38007013,38,7,13,"It has come to pass that, as he called, and they refused to listen, so they will call, and I will not listen,"" said Yahweh of Hosts;"
38007014,38,7,14,"""but I will scatter them with a whirlwind among all the nations which they have not known. Thus the land was desolate after them, so that no man passed through nor returned: for they made the pleasant land desolate."""
38008001,38,8,1,The word of Yahweh of Hosts came to me.
38008002,38,8,2,"Thus says Yahweh of Hosts: ""I am jealous for Zion with great jealousy, and I am jealous for her with great wrath."""
38008003,38,8,3,"Thus says Yahweh: ""I have returned to Zion, and will dwell in the midst of Jerusalem. Jerusalem shall be called 'The City of Truth;' and the mountain of Yahweh of Hosts, 'The Holy Mountain.'"""
38008004,38,8,4,"Thus says Yahweh of Hosts: ""Old men and old women will again dwell in the streets of Jerusalem, every man with his staff in his hand for very age."
38008005,38,8,5,"The streets of the city will be full of boys and girls playing in its streets."""
38008006,38,8,6,"Thus says Yahweh of Hosts: ""If it is marvelous in the eyes of the remnant of this people in those days, should it also be marvelous in my eyes?"" says Yahweh of Hosts."
38008007,38,8,7,"Thus says Yahweh of Hosts: ""Behold, I will save my people from the east country, and from the west country;"
38008008,38,8,8,"and I will bring them, and they will dwell in the midst of Jerusalem; and they will be my people, and I will be their God, in truth and in righteousness."""
38008009,38,8,9,"Thus says Yahweh of Hosts: ""Let your hands be strong, you who hear in these days these words from the mouth of the prophets who were in the day that the foundation of the house of Yahweh of Hosts was laid, even the temple, that it might be built."
38008010,38,8,10,"For before those days there was no wages for man, nor any wages for an animal; neither was there any peace to him who went out or came in, because of the adversary. For I set all men everyone against his neighbor."
38008011,38,8,11,"But now I will not be to the remnant of this people as in the former days,"" says Yahweh of Hosts."
38008012,38,8,12,"""For the seed of peace and the vine will yield its fruit, and the ground will give its increase, and the heavens will give their dew; and I will cause the remnant of this people to inherit all these things."
38008013,38,8,13,"It shall come to pass that, as you were a curse among the nations, house of Judah and house of Israel, so will I save you, and you shall be a blessing. Don't be afraid. Let your hands be strong."""
38008014,38,8,14,"For thus says Yahweh of hosts: ""As I thought to do evil to you, when your fathers provoked me to wrath,"" says Yahweh of Hosts, ""and I didn't repent;"
38008015,38,8,15,so again have I thought in these days to do good to Jerusalem and to the house of Judah. Don't be afraid.
38008016,38,8,16,"These are the things that you shall do: speak every man the truth with his neighbor. Execute the judgment of truth and peace in your gates,"
38008017,38,8,17,"and let none of you devise evil in your hearts against his neighbor, and love no false oath: for all these are things that I hate,"" says Yahweh."
38008018,38,8,18,The word of Yahweh of Hosts came to me.
38008019,38,8,19,"Thus says Yahweh of Hosts: ""The fasts of the fourth fifth, seventh, and tenth months shall be for the house of Judah joy and gladness, and cheerful feasts. Therefore love truth and peace."""
38008020,38,8,20,"Thus says Yahweh of Hosts: ""Many peoples, and the inhabitants of many cities will yet come;"
38008021,38,8,21,"and the inhabitants of one shall go to another, saying, 'Let us go speedily to entreat the favor of Yahweh, and to seek Yahweh of Hosts. I will go also.'"
38008022,38,8,22,"Yes, many peoples and strong nations will come to seek Yahweh of Hosts in Jerusalem, and to entreat the favor of Yahweh."""
38008023,38,8,23,"Thus says Yahweh of Hosts: ""In those days, ten men will take hold, out of all the languages of the nations, they will take hold of the skirt of him who is a Jew, saying, 'We will go with you, for we have heard that God is with you.'"""
38009001,38,9,1,"An oracle. The word of Yahweh is against the land of Hadrach, And will rest upon Damascus; For the eye of man And of all the tribes of Israel is toward Yahweh;"
38009002,38,9,2,"And Hamath, also, which borders on it; Tyre and Sidon, because they are very wise."
38009003,38,9,3,"Tyre built herself a stronghold, And heaped up silver like the dust, And fine gold like the mire of the streets."
38009004,38,9,4,"Behold, the Lord will dispossess her, And he will strike her power in the sea; And she will be devoured with fire."
38009005,38,9,5,"Ashkelon will see it, and fear; Gaza also, and will writhe in agony; As will Ekron, for her expectation will be disappointed; And the king will perish from Gaza, And Ashkelon will not be inhabited."
38009006,38,9,6,"Foriegners will dwell in Ashdod, And I will cut off the pride of the Philistines."
38009007,38,9,7,"I will take away his blood out of his mouth, And his abominations from between his teeth; And he also will be a remnant for our God; And he will be as a chieftain in Judah, And Ekron as a Jebusite."
38009008,38,9,8,"I will encamp around my house against the army, That none pass through or return; And no oppressor will pass through them any more: For now I have seen with my eyes."
38009009,38,9,9,"Rejoice greatly, daughter of Zion! Shout, daughter of Jerusalem! Behold, your king comes to you! He is righteous, and having salvation; Lowly, and riding on a donkey, Even on a colt, the foal of a donkey."
38009010,38,9,10,"I will cut off the chariot from Ephraim, And the horse from Jerusalem; And the battle bow will be cut off; And he will speak peace to the nations: And his dominion will be from sea to sea, And from the River to the ends of the earth."
38009011,38,9,11,"As for you also, Because of the blood of your covenant, I have set free your prisoners from the pit in which is no water."
38009012,38,9,12,"Turn to the stronghold, you prisoners of hope! Even today I declare that I will restore double to you."
38009013,38,9,13,"For indeed I bend Judah as a bow for me. I have filled the bow with Ephraim; And I will stir up your sons, Zion, Against your sons, Greece, And will make you like the sword of a mighty man."
38009014,38,9,14,"Yahweh will be seen over them; And his arrow will go flash like lightning; And the Lord Yahweh will blow the trumpet, And will go with whirlwinds of the south."
38009015,38,9,15,"Yahweh of Hosts will defend them; And they will destroy and overcome with sling-stones; And they will drink, and roar as through wine; And they will be filled like bowls, Like the corners of the altar."
38009016,38,9,16,"Yahweh their God will save them in that day as the flock of his people; For they are like the jewels of a crown, Lifted on high over his land."
38009017,38,9,17,"For how great is his goodness, And how great is his beauty! Grain will make the young men flourish, And new wine the virgins."
38010001,38,10,1,"Ask of Yahweh rain in the spring time, Yahweh who makes storm clouds, And he gives rain showers to everyone for the plants in the field."
38010002,38,10,2,"For the teraphim have spoken vanity, and the diviners have seen a lie; And they have told false dreams. They comfort in vain. Therefore they go their way like sheep. They are oppressed, because there is no shepherd."
38010003,38,10,3,"My anger is kindled against the shepherds, And I will punish the male goats; For Yahweh of Hosts has visited his flock, the house of Judah, And will make them as his horse in the battle that he is proud of."
38010004,38,10,4,"From him will come forth the corner-stone, From him the nail, From him the battle bow, From him every ruler together."
38010005,38,10,5,"They shall be as mighty men, Treading down muddy streets in the battle; And they shall fight, because Yahweh is with them; And the riders on horses will be confounded."
38010006,38,10,6,"""I will strengthen the house of Judah, And I will save the house of Joseph, And I will bring them back; For I have mercy on them; And they will be as though I had not cast them off: For I am Yahweh their God, and I will hear them."
38010007,38,10,7,"Ephraim will be like a mighty man, And their heart will rejoice as through wine; Yes, their children will see it, and rejoice. Their heart will be glad in Yahweh."
38010008,38,10,8,"I will signal for them, and gather them; For I have redeemed them; And they will increase as they have increased."
38010009,38,10,9,"I will sow them among the peoples; And they will remember me in far countries; And they will live with their children, and will return."
38010010,38,10,10,"I will bring them again also out of the land of Egypt, And gather them out of Assyria; And I will bring them into the land of Gilead and Lebanon; And there won't be room enough for them."
38010011,38,10,11,"He will pass through the sea of affliction, And will strike the waves in the sea, And all the depths of the Nile will dry up; And the pride of Assyria will be brought down, And the scepter of Egypt will depart."
38010012,38,10,12,"I will strengthen them in Yahweh; And they will walk up and down in his name,"" says Yahweh."
38011001,38,11,1,"Open your doors, Lebanon, That the fire may devour your cedars."
38011002,38,11,2,"Wail, fir tree, for the cedar has fallen, Because the stately ones are destroyed. Wail, you oaks of Bashan, For the strong forest has come down."
38011003,38,11,3,A voice of the wailing of the shepherds! For their glory is destroyed: a voice of the roaring of young lions! For the pride of the Jordan is ruined.
38011004,38,11,4,"Thus says Yahweh my God: ""Feed the flock of slaughter."
38011005,38,11,5,"Their buyers slaughter them, and go unpunished. Those who sell them say, 'Blessed be Yahweh, for I am rich;' and their own shepherds don't pity them."
38011006,38,11,6,"For I will no more pity the inhabitants of the land,"" says Yahweh; ""but, behold, I will deliver the men everyone into his neighbor's hand, and into the hand of his king. They will strike the land, and out of their hand I will not deliver them."""
38011007,38,11,7,"So I fed the flock of slaughter, especially the oppressed of the flock. I took for myself two staffs. The one I called ""Favor,"" and the other I called ""Union,"" and I fed the flock."
38011008,38,11,8,"I cut off the three shepherds in one month; for my soul was weary of them, and their soul also loathed me."
38011009,38,11,9,"Then I said, ""I will not feed you. That which dies, let it die; and that which is to be cut off, let it be cut off; and let those who are left eat each other's flesh."""
38011010,38,11,10,"I took my staff Favor, and cut it apart, that I might break my covenant that I had made with all the peoples."
38011011,38,11,11,It was broken in that day; and thus the poor of the flock that listened to me knew that it was the word of Yahweh.
38011012,38,11,12,"I said to them, ""If you think it best, give me my wages; and if not, keep them."" So they weighed for my wages thirty pieces of silver."
38011013,38,11,13,"Yahweh said to me, ""Throw it to the potter, the handsome price that I was valued at by them!"" I took the thirty pieces of silver, and threw them to the potter, in the house of Yahweh."
38011014,38,11,14,"Then I cut apart my other staff, even Union, that I might break the brotherhood between Judah and Israel."
38011015,38,11,15,"Yahweh said to me, ""Take for yourself yet again the equipment of a foolish shepherd."
38011016,38,11,16,"For, behold, I will raise up a shepherd in the land, who will not visit those who are cut off, neither will seek those who are scattered, nor heal that which is broken, nor feed that which is sound; but he will eat the flesh of the fat sheep, and will tear their hoofs in pieces."
38011017,38,11,17,"Woe to the worthless shepherd who leaves the flock! The sword will be on his arm, and on his right eye. His arm will be completely withered, and his right eye will be totally blinded!"""
38012001,38,12,1,"An oracle. The word of Yahweh concerning Israel. Yahweh, who stretches out the heavens, and lays the foundation of the earth, and forms the spirit of man within him says:"
38012002,38,12,2,"""Behold, I will make Jerusalem a cup of reeling to all the surrounding peoples, and on Judah also will it be in the siege against Jerusalem."
38012003,38,12,3,"It will happen in that day, that I will make Jerusalem a burdensome stone for all the peoples. All who burden themselves with it will be severely wounded, and all the nations of the earth will be gathered together against it."
38012004,38,12,4,"In that day,"" says Yahweh, ""I will strike every horse with terror, and his rider with madness; and I will open my eyes on the house of Judah, and will strike every horse of the peoples with blindness."
38012005,38,12,5,"The chieftains of Judah will say in their heart, 'The inhabitants of Jerusalem are my strength in Yahweh of Hosts their God.'"
38012006,38,12,6,"In that day I will make the chieftains of Judah like a pan of fire among wood, and like a flaming torch among sheaves; and they will devour all the surrounding peoples, on the right hand and on the left; and Jerusalem will yet again dwell in their own place, even in Jerusalem."
38012007,38,12,7,"Yahweh also will save the tents of Judah first, that the glory of the house of David and the glory of the inhabitants of Jerusalem not be magnified above Judah."
38012008,38,12,8,"In that day Yahweh will defend the inhabitants of Jerusalem. He who is feeble among them at that day will be like David, and the house of David will be like God, like the angel of Yahweh before them."
38012009,38,12,9,"It will happen in that day, that I will seek to destroy all the nations that come against Jerusalem."
38012010,38,12,10,"I will pour on the house of David, and on the inhabitants of Jerusalem, the spirit of grace and of supplication; and they will look to me{After ""me,"" the Hebrew has the two letters ""Aleph Tav"" (the first and last letters of the Hebrew alphabet), not as a word, but as a grammatical marker.} whom they have pierced; and they shall mourn for him, as one mourns for his only son, and will grieve bitterly for him, as one grieves for his firstborn."
38012011,38,12,11,"In that day there will be a great mourning in Jerusalem, like the mourning of Hadadrimmon in the valley of Megiddon."
38012012,38,12,12,"The land will mourn, every family apart; the family of the house of David apart, and their wives apart; the family of the house of Nathan apart, and their wives apart;"
38012013,38,12,13,"the family of the house of Levi apart, and their wives apart; the family of the Shimeites apart, and their wives apart;"
38012014,38,12,14,"all the families who remain, every family apart, and their wives apart."
38013001,38,13,1,"""In that day there will be a spring opened to the house of David and to the inhabitants of Jerusalem, for sin and for uncleanness."
38013002,38,13,2,"It will come to pass in that day, says Yahweh of Hosts, that I will cut off the names of the idols out of the land, and they will no more be remembered; and also I will cause the prophets and the spirit of impurity to pass out of the land."
38013003,38,13,3,"It will happen that, when anyone still prophesies, then his father and his mother who bore him will tell him, 'You must die, because you speak lies in the name of Yahweh;' and his father and his mother who bore him will stab him when he prophesies."
38013004,38,13,4,"It will happen in that day, that the prophets will each be ashamed of his vision, when he prophesies; neither will they wear a hairy mantle to deceive:"
38013005,38,13,5,"but he will say, 'I am no prophet, I am a tiller of the ground; for I have been made a bondservant from my youth.'"
38013006,38,13,6,"One will say to him, 'What are these wounds between your arms?' Then he will answer, 'Those with which I was wounded in the house of my friends.'"
38013007,38,13,7,"""Awake, sword, against my shepherd, And against the man who is close to me,"" says Yahweh of Hosts. Strike the shepherd, and the sheep will be scattered; And I will turn my hand against the little ones."
38013008,38,13,8,"It shall happen that in all the land,"" says Yahweh, Two parts in it will be cut off and die; But the third will be left in it."
38013009,38,13,9,"I will bring the third part into the fire, And will refine them as silver is refined, And will test them like gold is tested. They will call on my name, and I will hear them. I will say, 'It is my people;' And they will say, 'Yahweh is my God.'"""
38014001,38,14,1,"Behold, a day of Yahweh comes, when your spoil will be divided in your midst."
38014002,38,14,2,"For I will gather all nations against Jerusalem to battle; and the city will be taken, the houses rifled, and the women ravished. half of the city will go out into captivity, and the rest of the people will not be cut off from the city."
38014003,38,14,3,"Then Yahweh will go out and fight against those nations, as when he fought in the day of battle."
38014004,38,14,4,"His feet will stand in that day on the Mount of Olives, which is before Jerusalem on the east; and the Mount of Olives will be split in two, from east to west, making a very great valley. Half of the mountain will move toward the north, and half of it toward the south."
38014005,38,14,5,"You shall flee by the valley of my mountains; for the valley of the mountains shall reach to Azel; yes, you shall flee, just like you fled from before the earthquake in the days of Uzziah king of Judah. Yahweh my God will come, and all the holy ones with you."
38014006,38,14,6,"It will happen in that day, that there will not be light, cold, or frost."
38014007,38,14,7,"It will be a unique day which is known to Yahweh; not day, and not night; but it will come to pass, that at evening time there will be light."
38014008,38,14,8,"It will happen in that day, that living waters will go out from Jerusalem; half of them toward the eastern sea, and half of them toward the western sea; in summer and in winter will it be."
38014009,38,14,9,"Yahweh will be King over all the earth. In that day Yahweh will be one, and his name one."
38014010,38,14,10,"All the land will be made like the Arabah, from Geba to Rimmon south of Jerusalem; and she will be lifted up, and will dwell in her place, from Benjamin's gate to the place of the first gate, to the corner gate, and from the tower of Hananel to the king's wine-presses."
38014011,38,14,11,"Men will dwell therein, and there will be no more curse; but Jerusalem will dwell safely."
38014012,38,14,12,"This will be the plague with which Yahweh will strike all the peoples who have warred against Jerusalem: their flesh will consume away while they stand on their feet, and their eyes will consume away in their sockets, and their tongue will consume away in their mouth."
38014013,38,14,13,"It will happen in that day, that a great panic from Yahweh will be among them; and they will lay hold everyone on the hand of his neighbor, and his hand will rise up against the hand of his neighbor."
38014014,38,14,14,"Judah also will fight at Jerusalem; and the wealth of all the surrounding nations will be gathered together: gold, and silver, and clothing, in great abundance."
38014015,38,14,15,"So will be the plague of the horse, of the mule, of the camel, and of the donkey, and of all the animals that will be in those camps, as that plague."
38014016,38,14,16,"It will happen that everyone who is left of all the nations that came against Jerusalem will go up from year to year to worship the King, Yahweh of Hosts, and to keep the feast of tents."
38014017,38,14,17,"It will be, that whoever of all the families of the earth doesn't go up to Jerusalem to worship the King, Yahweh of Hosts, on them there will be no rain."
38014018,38,14,18,"If the family of Egypt doesn't go up, and doesn't come, neither will it rain on them. This will be the plague with which Yahweh will strike the nations that don't go up to keep the feast of tents."
38014019,38,14,19,"This will be the punishment of Egypt, and the punishment of all the nations that don't go up to keep the feast of tents."
38014020,38,14,20,"In that day there will be on the bells of the horses, ""HOLY TO YAHWEH;"" and the pots in Yahweh's house will be like the bowls before the altar."
38014021,38,14,21,"Yes, every pot in Jerusalem and in Judah will be holy to Yahweh of Hosts; and all those who sacrifice will come and take of them, and cook in them. In that day there will no longer be a Canaanite in the house of Yahweh of Hosts."
