id,b,c,v,t
2004010,2,4,10,"Moses said to Yahweh, ""Oh, Lord, I am not eloquent, neither before now, nor since you have spoken to your servant; for I am slow of speech, and of a slow tongue."""
2004011,2,4,11,"Yahweh said to him, ""Who made man's mouth? Or who makes one mute, or deaf, or seeing, or blind? Isn't it I, Yahweh?"
2004012,2,4,12,"Now therefore go, and I will be with your mouth, and teach you what you shall speak."""
2004013,2,4,13,"He said, ""Oh, Lord, please send someone else."""
2004014,2,4,14,"The anger of Yahweh was kindled against Moses, and he said, ""What about Aaron, your brother, the Levite? I know that he can speak well. Also, behold, he comes forth to meet you. When he sees you, he will be glad in his heart."
2004015,2,4,15,"You shall speak to him, and put the words in his mouth. I will be with your mouth, and with his mouth, and will teach you what you shall do."
2004016,2,4,16,"He will be your spokesman to the people; and it will happen, that he will be to you a mouth, and you will be to him as God."
2004017,2,4,17,"You shall take this rod in your hand, with which you shall do the signs."""
2004018,2,4,18,"Moses went and returned to Jethro his father-in-law, and said to him, ""Please let me go and return to my brothers who are in Egypt, and see whether they are still alive."" Jethro said to Moses, ""Go in peace."""
2004019,2,4,19,"Yahweh said to Moses in Midian, ""Go, return into Egypt; for all the men who sought your life are dead."""
2004020,2,4,20,"Moses took his wife and his sons, and set them on a donkey, and he returned to the land of Egypt. Moses took God's rod in his hand."
2004021,2,4,21,"Yahweh said to Moses, ""When you go back into Egypt, see that you do before Pharaoh all the wonders which I have put in your hand, but I will harden his heart and he will not let the people go."
2004022,2,4,22,"You shall tell Pharaoh, 'Thus says Yahweh, Israel is my son, my firstborn,"
2004023,2,4,23,"and I have said to you, ""Let my son go, that he may serve me;"" and you have refused to let him go. Behold, I will kill your son, your firstborn.'"""
2004024,2,4,24,"It happened on the way at a lodging place, that Yahweh met him and wanted to kill him."
2004025,2,4,25,"Then Zipporah took a flint, and cut off the foreskin of her son, and cast it at his feet; and she said, ""Surely you are a bridegroom of blood to me."""
2004026,2,4,26,"So he let him alone. Then she said, ""You are a bridegroom of blood,"" because of the circumcision."
2004027,2,4,27,"Yahweh said to Aaron, ""Go into the wilderness to meet Moses."" He went, and met him on God's mountain, and kissed him."
2004028,2,4,28,"Moses told Aaron all the words of Yahweh with which he had sent him, and all the signs with which he had charged him."
2004029,2,4,29,Moses and Aaron went and gathered together all the elders of the children of Israel.
2004030,2,4,30,"Aaron spoke all the words which Yahweh had spoken to Moses, and did the signs in the sight of the people."
2004031,2,4,31,"The people believed, and when they heard that Yahweh had visited the children of Israel, and that he had seen their affliction, then they bowed their heads and worshiped."
2005001,2,5,1,"Afterward Moses and Aaron came, and said to Pharaoh, ""This is what Yahweh, the God of Israel, says, 'Let my people go, that they may hold a feast to me in the wilderness.'"""
2005002,2,5,2,"Pharaoh said, ""Who is Yahweh, that I should listen to his voice to let Israel go? I don't know Yahweh, and moreover I will not let Israel go."""
2005003,2,5,3,"They said, ""The God of the Hebrews has met with us. Please let us go three days' journey into the wilderness, and sacrifice to Yahweh, our God, lest he fall on us with pestilence, or with the sword."""
2005004,2,5,4,"The king of Egypt said to them, ""Why do you, Moses and Aaron, take the people from their work? Get back to your burdens!"""
2005005,2,5,5,"Pharaoh said, ""Behold, the people of the land are now many, and you make them rest from their burdens."""
2005006,2,5,6,"The same day Pharaoh commanded the taskmasters of the people, and their officers, saying,"
2005007,2,5,7,"""You shall no longer give the people straw to make brick, as before. Let them go and gather straw for themselves."
2005008,2,5,8,"The number of the bricks, which they made before, you require from them. You shall not diminish anything of it, for they are idle; therefore they cry, saying, 'Let us go and sacrifice to our God.'"
2005009,2,5,9,"Let heavier work be laid on the men, that they may labor therein; and don't let them pay any attention to lying words."""
2005010,2,5,10,"The taskmasters of the people went out, and their officers, and they spoke to the people, saying, This is what Pharaoh says: ""I will not give you straw."
2005011,2,5,11,"Go yourselves, get straw where you can find it, for nothing of your work shall be diminished."""
2005012,2,5,12,So the people were scattered abroad throughout all the land of Egypt to gather stubble for straw.
2005013,2,5,13,"The taskmasters were urgent saying, ""Fulfill your work quota daily, as when there was straw!"""
2005014,2,5,14,"The officers of the children of Israel, whom Pharaoh's taskmasters had set over them, were beaten, and demanded, ""Why haven't you fulfilled your quota both yesterday and today, in making brick as before?"""
2005015,2,5,15,"Then the officers of the children of Israel came and cried to Pharaoh, saying, ""Why do you deal this way with your servants?"
2005016,2,5,16,"No straw is given to your servants, and they tell us, 'Make brick!' and, behold, your servants are beaten; but the fault is in your own people."""
2005017,2,5,17,"But he said, ""You are idle! You are idle! Therefore you say, 'Let us go and sacrifice to Yahweh.'"
2005018,2,5,18,"Go therefore now, and work, for no straw shall be given to you, yet shall you deliver the same number of bricks!"""
2005019,2,5,19,"The officers of the children of Israel saw that they were in trouble, when it was said, ""You shall not diminish anything from your daily quota of bricks!"""
2005020,2,5,20,"They met Moses and Aaron, who stood in the way, as they came forth from Pharaoh:"
2005021,2,5,21,"and they said to them, ""May Yahweh look at you, and judge, because you have made us a stench to be abhorred in the eyes of Pharaoh, and in the eyes of his servants, to put a sword in their hand to kill us."""
2005022,2,5,22,"Moses returned to Yahweh, and said, ""Lord, why have you brought trouble on this people? Why is it that you have sent me?"
2005023,2,5,23,"For since I came to Pharaoh to speak in your name, he has brought trouble on this people; neither have you delivered your people at all."""
2006001,2,6,1,"Yahweh said to Moses, ""Now you shall see what I will do to Pharaoh, for by a strong hand he shall let them go, and by a strong hand he shall drive them out of his land."""
2006002,2,6,2,"God spoke to Moses, and said to him, ""I am Yahweh;"
2006003,2,6,3,"and I appeared to Abraham, to Isaac, and to Jacob, as God Almighty; but by my name Yahweh I was not known to them."
2006004,2,6,4,"I have also established my covenant with them, to give them the land of Canaan, the land of their travels, in which they lived as aliens."
2006005,2,6,5,"Moreover I have heard the groaning of the children of Israel, whom the Egyptians keep in bondage, and I have remembered my covenant."
2006006,2,6,6,"Therefore tell the children of Israel, 'I am Yahweh, and I will bring you out from under the burdens of the Egyptians, and I will rid you out of their bondage, and I will redeem you with an outstretched arm, and with great judgments:"
2006007,2,6,7,"and I will take you to me for a people, and I will be to you a God; and you shall know that I am Yahweh your God, who brings you out from under the burdens of the Egyptians."
2006008,2,6,8,"I will bring you into the land which I swore to give to Abraham, to Isaac, and to Jacob; and I will give it to you for a heritage: I am Yahweh.'"""
2006009,2,6,9,"Moses spoke so to the children of Israel, but they didn't listen to Moses for anguish of spirit, and for cruel bondage."
2006010,2,6,10,"Yahweh spoke to Moses, saying,"
2006011,2,6,11,"""Go in, speak to Pharaoh king of Egypt, that he let the children of Israel go out of his land."""
2006012,2,6,12,"Moses spoke before Yahweh, saying, ""Behold, the children of Israel haven't listened to me. How then shall Pharaoh listen to me, who am of uncircumcised lips?"""
2006013,2,6,13,"Yahweh spoke to Moses and to Aaron, and gave them a charge to the children of Israel, and to Pharaoh king of Egypt, to bring the children of Israel out of the land of Egypt."
2006014,2,6,14,"These are the heads of their fathers' houses. The sons of Reuben the firstborn of Israel: Hanoch, and Pallu, Hezron, and Carmi; these are the families of Reuben."
2006015,2,6,15,"The sons of Simeon: Jemuel, and Jamin, and Ohad, and Jachin, and Zohar, and Shaul the son of a Canaanite woman; these are the families of Simeon."
2006016,2,6,16,"These are the names of the sons of Levi according to their generations: Gershon, and Kohath, and Merari; and the years of the life of Levi were one hundred thirty-seven years."
2006017,2,6,17,"The sons of Gershon: Libni and Shimei, according to their families."
2006018,2,6,18,"The sons of Kohath: Amram, and Izhar, and Hebron, and Uzziel; and the years of the life of Kohath were one hundred thirty-three years."
2006019,2,6,19,The sons of Merari: Mahli and Mushi. These are the families of the Levites according to their generations.
2006020,2,6,20,Amram took Jochebed his father's sister to himself as wife; and she bore him Aaron and Moses: and the years of the life of Amram were a hundred and thirty-seven years.
2006021,2,6,21,"The sons of Izhar: Korah, and Nepheg, and Zichri."
2006022,2,6,22,"The sons of Uzziel: Mishael, and Elzaphan, and Sithri."
2006023,2,6,23,"Aaron took Elisheba, the daughter of Amminadab, the sister of Nahshon, as his wife; and she bore him Nadab and Abihu, Eleazar and Ithamar."
2006024,2,6,24,"The sons of Korah: Assir, and Elkanah, and Abiasaph; these are the families of the Korahites."
2006025,2,6,25,Eleazar Aaron's son took one of the daughters of Putiel as his wife; and she bore him Phinehas. These are the heads of the fathers' houses of the Levites according to their families.
2006026,2,6,26,"These are that Aaron and Moses, to whom Yahweh said, ""Bring out the children of Israel from the land of Egypt according to their hosts."""
2006027,2,6,27,"These are those who spoke to Pharaoh king of Egypt, to bring out the children of Israel from Egypt. These are that Moses and Aaron."
2006028,2,6,28,"It happened on the day when Yahweh spoke to Moses in the land of Egypt,"
2006029,2,6,29,"that Yahweh spoke to Moses, saying, ""I am Yahweh. Speak to Pharaoh king of Egypt all that I speak to you."""
2006030,2,6,30,"Moses said before Yahweh, ""Behold, I am of uncircumcised lips, and how shall Pharaoh listen to me?"""
2007001,2,7,1,"Yahweh said to Moses, ""Behold, I have made you as God to Pharaoh; and Aaron your brother shall be your prophet."
2007002,2,7,2,"You shall speak all that I command you; and Aaron your brother shall speak to Pharaoh, that he let the children of Israel go out of his land."
2007003,2,7,3,"I will harden Pharaoh's heart, and multiply my signs and my wonders in the land of Egypt."
2007004,2,7,4,"But Pharaoh will not listen to you, and I will lay my hand on Egypt, and bring forth my hosts, my people the children of Israel, out of the land of Egypt by great judgments."
2007005,2,7,5,"The Egyptians shall know that I am Yahweh, when I stretch forth my hand on Egypt, and bring out the children of Israel from among them."""
2007006,2,7,6,"Moses and Aaron did so. As Yahweh commanded them, so they did."
2007007,2,7,7,"Moses was eighty years old, and Aaron eighty-three years old, when they spoke to Pharaoh."
2007008,2,7,8,"Yahweh spoke to Moses and to Aaron, saying,"
2007009,2,7,9,"""When Pharaoh speaks to you, saying, 'Perform a miracle!' then you shall tell Aaron, 'Take your rod, and cast it down before Pharaoh, that it become a serpent.'"""
2007010,2,7,10,"Moses and Aaron went in to Pharaoh, and they did so, as Yahweh had commanded: and Aaron cast down his rod before Pharaoh and before his servants, and it became a serpent."
2007011,2,7,11,"Then Pharaoh also called for the wise men and the sorcerers. They also, the magicians of Egypt, did in like manner with their enchantments."
2007012,2,7,12,"For they cast down every man his rod, and they became serpents: but Aaron's rod swallowed up their rods."
2007013,2,7,13,"Pharaoh's heart was hardened, and he didn't listen to them; as Yahweh had spoken."
2007014,2,7,14,"Yahweh said to Moses, ""Pharaoh's heart is stubborn. He refuses to let the people go."
2007015,2,7,15,"Go to Pharaoh in the morning. Behold, he goes out to the water; and you shall stand by the river's bank to meet him; and the rod which was turned to a serpent you shall take in your hand."
2007016,2,7,16,"You shall tell him, 'Yahweh, the God of the Hebrews, has sent me to you, saying, ""Let my people go, that they may serve me in the wilderness:"" and, behold, until now you haven't listened."
2007017,2,7,17,"Thus says Yahweh, ""In this you shall know that I am Yahweh. Behold, I will strike with the rod that is in my hand on the waters which are in the river, and they shall be turned to blood."
2007018,2,7,18,"The fish that are in the river shall die, and the river shall become foul; and the Egyptians shall loathe to drink water from the river.""'"""
2007019,2,7,19,"Yahweh said to Moses, ""Tell Aaron, 'Take your rod, and stretch out your hand over the waters of Egypt, over their rivers, over their streams, and over their pools, and over all their ponds of water, that they may become blood; and there shall be blood throughout all the land of Egypt, both in vessels of wood and in vessels of stone.'"""
2007020,2,7,20,"Moses and Aaron did so, as Yahweh commanded; and he lifted up the rod, and struck the waters that were in the river, in the sight of Pharaoh, and in the sight of his servants; and all the waters that were in the river were turned to blood."
2007021,2,7,21,"The fish that were in the river died; and the river became foul, and the Egyptians couldn't drink water from the river; and the blood was throughout all the land of Egypt."
2007022,2,7,22,"The magicians of Egypt did in like manner with their enchantments; and Pharaoh's heart was hardened, and he didn't listen to them; as Yahweh had spoken."
2007023,2,7,23,"Pharaoh turned and went into his house, neither did he lay even this to heart."
2007024,2,7,24,All the Egyptians dug round about the river for water to drink; for they couldn't drink of the water of the river.
2007025,2,7,25,"Seven days were fulfilled, after Yahweh had struck the river."
2008001,2,8,1,"Yahweh spoke to Moses, Go in to Pharaoh, and tell him, ""This is what Yahweh says, 'Let my people go, that they may serve me."
2008002,2,8,2,"If you refuse to let them go, behold, I will plague all your borders with frogs:"
2008003,2,8,3,"and the river shall swarm with frogs, which shall go up and come into your house, and into your bedchamber, and on your bed, and into the house of your servants, and on your people, and into your ovens, and into your kneading-troughs:"
2008004,2,8,4,"and the frogs shall come up both on you, and on your people, and on all your servants.'"""
2008005,2,8,5,"Yahweh said to Moses, ""Tell Aaron, 'Stretch forth your hand with your rod over the rivers, over the streams, and over the pools, and cause frogs to come up on the land of Egypt.'"""
2008006,2,8,6,"Aaron stretched out his hand over the waters of Egypt; and the frogs came up, and covered the land of Egypt."
2008007,2,8,7,"The magicians did in like manner with their enchantments, and brought up frogs on the land of Egypt."
2008008,2,8,8,"Then Pharaoh called for Moses and Aaron, and said, ""Entreat Yahweh, that he take away the frogs from me, and from my people; and I will let the people go, that they may sacrifice to Yahweh."""
2008009,2,8,9,"Moses said to Pharaoh, ""I give you the honor of setting the time that I should pray for you, and for your servants, and for your people, that the frogs be destroyed from you and your houses, and remain in the river only."""
2008010,2,8,10,"He said, ""Tomorrow."" He said, ""Be it according to your word, that you may know that there is none like Yahweh our God."
2008011,2,8,11,"The frogs shall depart from you, and from your houses, and from your servants, and from your people. They shall remain in the river only."""
2008012,2,8,12,"Moses and Aaron went out from Pharaoh, and Moses cried to Yahweh concerning the frogs which he had brought on Pharaoh."
2008013,2,8,13,"Yahweh did according to the word of Moses, and the frogs died out of the houses, out of the courts, and out of the fields."
2008014,2,8,14,"They gathered them together in heaps, and the land stank."
2008015,2,8,15,"But when Pharaoh saw that there was a respite, he hardened his heart, and didn't listen to them, as Yahweh had spoken."
2008016,2,8,16,"Yahweh said to Moses, ""Tell Aaron, 'Stretch out your rod, and strike the dust of the earth, that it may become lice throughout all the land of Egypt.'"""
2008017,2,8,17,"They did so; and Aaron stretched out his hand with his rod, and struck the dust of the earth, and there were lice on man, and on animal; all the dust of the earth became lice throughout all the land of Egypt."
2008018,2,8,18,"The magicians tried with their enchantments to bring forth lice, but they couldn't. There were lice on man, and on animal."
2008019,2,8,19,"Then the magicians said to Pharaoh, ""This is the finger of God:"" and Pharaoh's heart was hardened, and he didn't listen to them; as Yahweh had spoken."
2008020,2,8,20,"Yahweh said to Moses, ""Rise up early in the morning, and stand before Pharaoh; behold, he comes forth to the water; and tell him, 'This is what Yahweh says, ""Let my people go, that they may serve me."
2008021,2,8,21,"Else, if you will not let my people go, behold, I will send swarms of flies on you, and on your servants, and on your people, and into your houses: and the houses of the Egyptians shall be full of swarms of flies, and also the ground whereon they are."
2008022,2,8,22,"I will set apart in that day the land of Goshen, in which my people dwell, that no swarms of flies shall be there; to the end you may know that I am Yahweh in the midst of the earth."
2008023,2,8,23,"I will put a division between my people and your people: by tomorrow shall this sign be.""'"""
2008024,2,8,24,"Yahweh did so; and there came grievous swarms of flies into the house of Pharaoh, and into his servants' houses: and in all the land of Egypt the land was corrupted by reason of the swarms of flies."
2008025,2,8,25,"Pharaoh called for Moses and for Aaron, and said, ""Go, sacrifice to your God in the land!"""
2008026,2,8,26,"Moses said, ""It isn't appropriate to do so; for we shall sacrifice the abomination of the Egyptians to Yahweh our God. Behold, shall we sacrifice the abomination of the Egyptians before their eyes, and won't they stone us?"
2008027,2,8,27,"We will go three days' journey into the wilderness, and sacrifice to Yahweh our God, as he shall command us."""
2008028,2,8,28,"Pharaoh said, ""I will let you go, that you may sacrifice to Yahweh your God in the wilderness, only you shall not go very far away. Pray for me."""
2008029,2,8,29,"Moses said, ""Behold, I go out from you, and I will pray to Yahweh that the swarms of flies may depart from Pharaoh, from his servants, and from his people, tomorrow; only don't let Pharaoh deal deceitfully any more in not letting the people go to sacrifice to Yahweh."""
2008030,2,8,30,"Moses went out from Pharaoh, and prayed to Yahweh."
2008031,2,8,31,"Yahweh did according to the word of Moses, and he removed the swarms of flies from Pharaoh, from his servants, and from his people. There remained not one."
2008032,2,8,32,"Pharaoh hardened his heart this time also, and he didn't let the people go."
2009001,2,9,1,"Then Yahweh said to Moses, ""Go in to Pharaoh, and tell him, 'This is what Yahweh, the God of the Hebrews, says: ""Let my people go, that they may serve me."
2009002,2,9,2,"For if you refuse to let them go, and hold them still,"
2009003,2,9,3,"behold, the hand of Yahweh is on your cattle which are in the field, on the horses, on the donkeys, on the camels, on the herds, and on the flocks with a very grievous pestilence."
2009004,2,9,4,"Yahweh will make a distinction between the cattle of Israel and the cattle of Egypt; and there shall nothing die of all that belongs to the children of Israel.""'"""
2009005,2,9,5,"Yahweh appointed a set time, saying, ""Tomorrow Yahweh shall do this thing in the land."""
2009006,2,9,6,"Yahweh did that thing on the next day; and all the cattle of Egypt died, but of the cattle of the children of Israel, not one died."
2009007,2,9,7,"Pharaoh sent, and, behold, there was not so much as one of the cattle of the Israelites dead. But the heart of Pharaoh was stubborn, and he didn't let the people go."
2009008,2,9,8,"Yahweh said to Moses and to Aaron, ""Take to you handfuls of ashes of the furnace, and let Moses sprinkle it toward the sky in the sight of Pharaoh."
2009009,2,9,9,"It shall become small dust over all the land of Egypt, and shall be a boil breaking forth with boils on man and on animal, throughout all the land of Egypt."""
2009010,2,9,10,"They took ashes of the furnace, and stood before Pharaoh; and Moses sprinkled it up toward the sky; and it became a boil breaking forth with boils on man and on animal."
2009011,2,9,11,"The magicians couldn't stand before Moses because of the boils; for the boils were on the magicians, and on all the Egyptians."
2009012,2,9,12,"Yahweh hardened the heart of Pharaoh, and he didn't listen to them, as Yahweh had spoken to Moses."
2009013,2,9,13,"Yahweh said to Moses, ""Rise up early in the morning, and stand before Pharaoh, and tell him, 'This is what Yahweh, the God of the Hebrews, says: ""Let my people go, that they may serve me."
2009014,2,9,14,"For this time I will send all my plagues against your heart, against your officials, and against your people; that you may know that there is none like me in all the earth."
2009015,2,9,15,"For now I would have put forth my hand, and struck you and your people with pestilence, and you would have been cut off from the earth;"
2009016,2,9,16,"but indeed for this cause I have made you stand: to show you my power, and that my name may be declared throughout all the earth;"
2009017,2,9,17,"as you still exalt yourself against my people, that you won't let them go."
2009018,2,9,18,"Behold, tomorrow about this time I will cause it to rain a very grievous hail, such as has not been in Egypt since the day it was founded even until now."
2009019,2,9,19,"Now therefore command that all of your cattle and all that you have in the field be brought into shelter. Every man and animal that is found in the field, and isn't brought home, the hail shall come down on them, and they shall die.""'"""
2009020,2,9,20,Those who feared the word of Yahweh among the servants of Pharaoh made their servants and their cattle flee into the houses.
