id,b,c,v,t
59002013,59,2,13,For judgment is without mercy to him who has shown no mercy. Mercy triumphs over judgment.
59002014,59,2,14,"What good is it, my brothers, if a man says he has faith, but has no works? Can faith save him?"
59002015,59,2,15,"And if a brother or sister is naked and in lack of daily food,"
59002016,59,2,16,"and one of you tells them, ""Go in peace, be warmed and filled;"" and yet you didn't give them the things the body needs, what good is it?"
59002017,59,2,17,"Even so faith, if it has no works, is dead in itself."
59002018,59,2,18,"Yes, a man will say, ""You have faith, and I have works."" Show me your faith from your works, and I by my works will show you my faith."
59002019,59,2,19,"You believe that God is one. You do well. The demons also believe, and shudder."
59002020,59,2,20,"But do you want to know, vain man, that faith apart from works is dead?"
59002021,59,2,21,"Wasn't Abraham our father justified by works, in that he offered up Isaac his son on the altar?"
59002022,59,2,22,"You see that faith worked with his works, and by works faith was perfected;"
59002023,59,2,23,"and the Scripture was fulfilled which says, ""Abraham believed God, and it was accounted to him as righteousness;"" and he was called the friend of God."
59002024,59,2,24,"You see then that by works, a man is justified, and not only by faith."
59002025,59,2,25,"In like manner wasn't Rahab the prostitute also justified by works, in that she received the messengers, and sent them out another way?"
59002026,59,2,26,"For as the body apart from the spirit is dead, even so faith apart from works is dead."
59003001,59,3,1,"Let not many of you be teachers, my brothers, knowing that we will receive heavier judgment."
59003002,59,3,2,"For in many things we all stumble. If anyone doesn't stumble in word, the same is a perfect man, able to bridle the whole body also."
59003003,59,3,3,"Indeed, we put bits into the horses' mouths so that they may obey us, and we guide their whole body."
59003004,59,3,4,"Behold, the ships also, though they are so big and are driven by fierce winds, are yet guided by a very small rudder, wherever the pilot desires."
59003005,59,3,5,"So the tongue is also a little member, and boasts great things. See how a small fire can spread to a large forest!"
59003006,59,3,6,"And the tongue is a fire. The world of iniquity among our members is the tongue, which defiles the whole body, and sets on fire the course of nature, and is set on fire by Gehenna.{Gehenna is a name that describes a burning Hell with rotting bodies and unclean things in it}"
59003007,59,3,7,"For every kind of animal, bird, creeping thing, and thing in the sea, is tamed, and has been tamed by mankind."
59003008,59,3,8,"But nobody can tame the tongue. It is a restless evil, full of deadly poison."
59003009,59,3,9,"With it we bless our God and Father, and with it we curse men, who are made in the image of God."
59003010,59,3,10,"Out of the same mouth comes forth blessing and cursing. My brothers, these things ought not to be so."
59003011,59,3,11,Does a spring send out from the same opening fresh and bitter water?
59003012,59,3,12,"Can a fig tree, my brothers, yield olives, or a vine figs? Thus no spring yields both salt water and fresh water."
59003013,59,3,13,Who is wise and understanding among you? Let him show by his good conduct that his deeds are done in gentleness of wisdom.
59003014,59,3,14,"But if you have bitter jealousy and selfish ambition in your heart, don't boast and don't lie against the truth."
59003015,59,3,15,"This wisdom is not that which comes down from above, but is earthly, sensual, and demonic."
59003016,59,3,16,"For where jealousy and selfish ambition are, there is confusion and every evil deed."
59003017,59,3,17,"But the wisdom that is from above is first pure, then peaceful, gentle, reasonable, full of mercy and good fruits, without partiality, and without hypocrisy."
59003018,59,3,18,Now the fruit of righteousness is sown in peace by those who make peace.
59004001,59,4,1,Where do wars and fightings among you come from? Don't they come from your pleasures that war in your members?
59004002,59,4,2,"You lust, and don't have. You kill, covet, and can't obtain. You fight and make war. You don't have, because you don't ask."
59004003,59,4,3,"You ask, and don't receive, because you ask with wrong motives, so that you may spend it for your pleasures."
59004004,59,4,4,"You adulterers and adulteresses, don't you know that friendship with the world is enmity with God? Whoever therefore wants to be a friend of the world makes himself an enemy of God."
59004005,59,4,5,"Or do you think that the Scripture says in vain, ""The Spirit who lives in us yearns jealously""?"
59004006,59,4,6,"But he gives more grace. Therefore it says, ""God resists the proud, but gives grace to the humble."""
59004007,59,4,7,"Be subject therefore to God. But resist the devil, and he will flee from you."
59004008,59,4,8,"Draw near to God, and he will draw near to you. Cleanse your hands, you sinners; and purify your hearts, you double-minded."
59004009,59,4,9,"Lament, mourn, and weep. Let your laughter be turned to mourning, and your joy to gloom."
59004010,59,4,10,"Humble yourselves in the sight of the Lord, and he will exalt you."
59004011,59,4,11,"Don't speak against one another, brothers. He who speaks against a brother and judges his brother, speaks against the law and judges the law. But if you judge the law, you are not a doer of the law, but a judge."
59004012,59,4,12,"Only one is the lawgiver, who is able to save and to destroy. But who are you to judge another?"
59004013,59,4,13,"Come now, you who say, ""Today or tomorrow let's go into this city, and spend a year there, trade, and make a profit."""
59004014,59,4,14,"Whereas you don't know what your life will be like tomorrow. For what is your life? For you are a vapor, that appears for a little time, and then vanishes away."
59004015,59,4,15,"For you ought to say, ""If the Lord wills, we will both live, and do this or that."""
59004016,59,4,16,But now you glory in your boasting. All such boasting is evil.
59004017,59,4,17,"To him therefore who knows to do good, and doesn't do it, to him it is sin."
59005001,59,5,1,"Come now, you rich, weep and howl for your miseries that are coming on you."
59005002,59,5,2,Your riches are corrupted and your garments are moth-eaten.
59005003,59,5,3,"Your gold and your silver are corroded, and their corrosion will be for a testimony against you, and will eat your flesh like fire. You have laid up your treasure in the last days."
59005004,59,5,4,"Behold, the wages of the laborers who mowed your fields, which you have kept back by fraud, cry out, and the cries of those who reaped have entered into the ears of the Lord of Hosts."
59005005,59,5,5,"You have lived delicately on the earth, and taken your pleasure. You have nourished your hearts as in a day of slaughter."
59005006,59,5,6,"You have condemned, you have murdered the righteous one. He doesn't resist you."
59005007,59,5,7,"Be patient therefore, brothers, until the coming of the Lord. Behold, the farmer waits for the precious fruit of the earth, being patient over it, until it receives the early and late rain."
59005008,59,5,8,"You also be patient. Establish your hearts, for the coming of the Lord is at hand."
59005009,59,5,9,"Don't grumble, brothers, against one another, so that you won't be judged. Behold, the judge stands at the door."
59005010,59,5,10,"Take, brothers, for an example of suffering and of patience, the prophets who spoke in the name of the Lord."
59005011,59,5,11,"Behold, we call them blessed who endured. You have heard of the patience of Job, and have seen the Lord in the outcome, and how the Lord is full of compassion and mercy."
59005012,59,5,12,"But above all things, my brothers, don't swear, neither by heaven, nor by the earth, nor by any other oath; but let your ""yes"" be ""yes,"" and your ""no,"" ""no;"" so that you don't fall into hypocrisy.{TR reads ""under judgment"" instead of ""into hypocrisy""}"
59005013,59,5,13,Is any among you suffering? Let him pray. Is any cheerful? Let him sing praises.
59005014,59,5,14,"Is any among you sick? Let him call for the elders of the assembly, and let them pray over him, anointing him with oil in the name of the Lord,"
59005015,59,5,15,"and the prayer of faith will heal him who is sick, and the Lord will raise him up. If he has committed sins, he will be forgiven."
59005016,59,5,16,"Confess your offenses to one another, and pray one for another, that you may be healed. The effective, earnest prayer of a righteous man is powerfully effective."
59005017,59,5,17,"Elijah was a man with a nature like ours, and he prayed earnestly that it might not rain, and it didn't rain on the earth for three years and six months."
59005018,59,5,18,"He prayed again, and the sky gave rain, and the earth brought forth its fruit."
59005019,59,5,19,"Brothers, if any among you wanders from the truth, and someone turns him back,"
59005020,59,5,20,"let him know that he who turns a sinner from the error of his way will save a soul from death, and will cover a multitude of sins."
