id,b,c,v,t
20004001,20,4,1,"Listen, sons, to a father's instruction. Pay attention and know understanding;"
20004002,20,4,2,For I give you sound learning. Don't forsake my law.
20004003,20,4,3,"For I was a son to my father, Tender and an only child in the sight of my mother."
20004004,20,4,4,"He taught me, and said to me: ""Let your heart retain my words. Keep my commandments, and live."
20004005,20,4,5,"Get wisdom. Get understanding. Don't forget, neither swerve from the words of my mouth."
20004006,20,4,6,"Don't forsake her, and she will preserve you. Love her, and she will keep you."
20004007,20,4,7,"Wisdom is supreme. Get wisdom. Yes, though it costs all your possessions, get understanding."
20004008,20,4,8,"Esteem her, and she will exalt you. She will bring you to honor, when you embrace her."
20004009,20,4,9,"She will give to your head a garland of grace. She will deliver a crown of splendor to you."""
20004010,20,4,10,"Listen, my son, and receive my sayings. The years of your life will be many."
20004011,20,4,11,I have taught you in the way of wisdom. I have led you in straight paths.
20004012,20,4,12,"When you go, your steps will not be hampered. When you run, you will not stumble."
20004013,20,4,13,"Take firm hold of instruction. Don't let her go. Keep her, for she is your life."
20004014,20,4,14,Don't enter into the path of the wicked. Don't walk in the way of evil men.
20004015,20,4,15,"Avoid it, and don't pass by it. Turn from it, and pass on."
20004016,20,4,16,"For they don't sleep, unless they do evil. Their sleep is taken away, unless they make someone fall."
20004017,20,4,17,"For they eat the bread of wickedness, And drink the wine of violence."
20004018,20,4,18,"But the path of the righteous is like the dawning light, That shines more and more until the perfect day."
20004019,20,4,19,The way of the wicked is like darkness. They don't know what they stumble over.
20004020,20,4,20,"My son, attend to my words. Turn your ear to my sayings."
20004021,20,4,21,Let them not depart from your eyes. Keep them in the midst of your heart.
20004022,20,4,22,"For they are life to those who find them, And health to their whole body."
20004023,20,4,23,"Keep your heart with all diligence, For out of it is the wellspring of life."
20004024,20,4,24,Put away from yourself a perverse mouth. Put corrupt lips far from you.
20004025,20,4,25,Let your eyes look straight ahead. Fix your gaze directly before you.
20004026,20,4,26,Make the path of your feet level. Let all of your ways be established.
20004027,20,4,27,Don't turn to the right hand nor to the left. Remove your foot from evil.
20005001,20,5,1,"My son, pay attention to my wisdom. Turn your ear to my understanding:"
20005002,20,5,2,"That you may maintain discretion, That your lips may preserve knowledge."
20005003,20,5,3,"For the lips of an adulteress drip honey. Her mouth is smoother than oil,"
20005004,20,5,4,"But in the end she is as bitter as wormwood, And as sharp as a two-edged sword."
20005005,20,5,5,Her feet go down to death. Her steps lead straight to Sheol.
20005006,20,5,6,"She gives no thought to the way of life. Her ways are crooked, and she doesn't know it."
20005007,20,5,7,"Now therefore, my sons, listen to me. Don't depart from the words of my mouth."
20005008,20,5,8,"Remove your way far from her. Don't come near the door of her house,"
20005009,20,5,9,"Lest you give your honor to others, And your years to the cruel one;"
20005010,20,5,10,"Lest strangers feast on your wealth, And your labors enrich another man's house."
20005011,20,5,11,"You will groan at your latter end, When your flesh and your body are consumed,"
20005012,20,5,12,"And say, ""How I have hated instruction, And my heart despised reproof;"
20005013,20,5,13,"Neither have I obeyed the voice of my teachers, Nor turned my ear to those who instructed me!"
20005014,20,5,14,"I have come to the brink of utter ruin, In the midst of the gathered assembly."""
20005015,20,5,15,"Drink water out of your own cistern, Running water out of your own well."
20005016,20,5,16,"Should your springs overflow in the streets, Streams of water in the public squares?"
20005017,20,5,17,"Let them be for yourself alone, Not for strangers with you."
20005018,20,5,18,Let your spring be blessed. Rejoice in the wife of your youth.
20005019,20,5,19,A loving doe and a graceful deer-- Let her breasts satisfy you at all times. Be captivated always with her love.
20005020,20,5,20,"For why should you, my son, be captivated with an adulteress? Why embrace the bosom of another?"
20005021,20,5,21,For the ways of man are before the eyes of Yahweh. He examines all his paths.
20005022,20,5,22,The evil deeds of the wicked ensnare him. The cords of his sin hold him firmly.
20005023,20,5,23,"He will die for lack of instruction. In the greatness of his folly, he will go astray."
20006001,20,6,1,"My son, if you have become collateral for your neighbor, If you have struck your hands in pledge for a stranger;"
20006002,20,6,2,You are trapped by the words of your mouth. You are ensnared with the words of your mouth.
20006003,20,6,3,"Do this now, my son, and deliver yourself, Seeing you have come into the hand of your neighbor. Go, humble yourself. Press your plea with your neighbor."
20006004,20,6,4,"Give no sleep to your eyes, Nor slumber to your eyelids."
20006005,20,6,5,"Free yourself, like a gazelle from the hand of the hunter, Like a bird from the snare of the fowler."
20006006,20,6,6,"Go to the ant, you sluggard. Consider her ways, and be wise;"
20006007,20,6,7,"Which having no chief, overseer, or ruler,"
20006008,20,6,8,"Provides her bread in the summer, And gathers her food in the harvest."
20006009,20,6,9,"How long will you sleep, sluggard? When will you arise out of your sleep?"
20006010,20,6,10,"A little sleep, a little slumber, A little folding of the hands to sleep:"
20006011,20,6,11,"So your poverty will come as a robber, And your scarcity as an armed man."
20006012,20,6,12,"A worthless person, a man of iniquity, Is he who walks with a perverse mouth;"
20006013,20,6,13,"Who winks with his eyes, who signals with his feet, Who motions with his fingers;"
20006014,20,6,14,"In whose heart is perverseness, Who devises evil continually, Who always sows discord."
20006015,20,6,15,"Therefore his calamity will come suddenly. He will be broken suddenly, and that without remedy."
20006016,20,6,16,"There are six things which Yahweh hates; Yes, seven which are an abomination to him:"
20006017,20,6,17,"Haughty eyes, a lying tongue, Hands that shed innocent blood;"
20006018,20,6,18,"A heart that devises wicked schemes, Feet that are swift in running to mischief,"
20006019,20,6,19,"A false witness who utters lies, And he who sows discord among brothers."
20006020,20,6,20,"My son, keep your father's commandment, And don't forsake your mother's teaching."
20006021,20,6,21,Bind them continually on your heart. Tie them around your neck.
20006022,20,6,22,"When you walk, it will lead you. When you sleep, it will watch over you. When you awake, it will talk with you."
20006023,20,6,23,"For the commandment is a lamp, And the law is light. Reproofs of instruction are the way of life,"
20006024,20,6,24,"To keep you from the immoral woman, From the flattery of the wayward wife's tongue."
20006025,20,6,25,"Don't lust after her beauty in your heart, Neither let her captivate you with her eyelids."
20006026,20,6,26,For a prostitute reduces you to a piece of bread. The adulteress hunts for your precious life.
20006027,20,6,27,"Can a man scoop fire into his lap, And his clothes not be burned?"
20006028,20,6,28,"Or can one walk on hot coals, And his feet not be scorched?"
20006029,20,6,29,So is he who goes in to his neighbor's wife. Whoever touches her will not be unpunished.
20006030,20,6,30,"Men don't despise a thief, If he steals to satisfy himself when he is hungry:"
20006031,20,6,31,"But if he is found, he shall restore seven times. He shall give all the wealth of his house."
20006032,20,6,32,He who commits adultery with a woman is void of understanding. He who does it destroys his own soul.
20006033,20,6,33,He will get wounds and dishonor. His reproach will not be wiped away.
20006034,20,6,34,For jealousy arouses the fury of the husband. He won't spare in the day of vengeance.
20006035,20,6,35,"He won't regard any ransom, Neither will he rest content, though you give many gifts."
20007001,20,7,1,"My son, keep my words. Lay up my commandments within you."
20007002,20,7,2,Keep my commandments and live; Guard my teaching as the apple of your eye.
20007003,20,7,3,Bind them on your fingers. Write them on the tablet of your heart.
20007004,20,7,4,"Tell wisdom, ""You are my sister."" Call understanding your relative,"
20007005,20,7,5,"That they may keep you from the strange woman, From the foreigner who flatters with her words."
20007006,20,7,6,"For at the window of my house, I looked out through my lattice."
20007007,20,7,7,"I saw among the simple ones. I discerned among the youths a young man void of understanding,"
20007008,20,7,8,"Passing through the street near her corner, He went the way to her house,"
20007009,20,7,9,"In the twilight, in the evening of the day, In the middle of the night and in the darkness."
20007010,20,7,10,"Behold, there a woman met him with the attire of a prostitute, And with crafty intent."
20007011,20,7,11,She is loud and defiant. Her feet don't stay in her house.
20007012,20,7,12,"Now she is in the streets, now in the squares, And lurking at every corner."
20007013,20,7,13,"So she caught him, and kissed him. With an impudent face she said to him:"
20007014,20,7,14,"""Sacrifices of peace-offerings are with me. This day I have paid my vows."
20007015,20,7,15,"Therefore I came out to meet you, To diligently seek your face, And I have found you."
20007016,20,7,16,"I have spread my couch with carpets of tapestry, With striped cloths of the yarn of Egypt."
20007017,20,7,17,"I have perfumed my bed with myrrh, aloes, and cinnamon."
20007018,20,7,18,"Come, let's take our fill of loving until the morning. Let's solace ourselves with loving."
20007019,20,7,19,For my husband isn't at home. He has gone on a long journey.
20007020,20,7,20,"He has taken a bag of money with him. He will come home at the full moon."""
20007021,20,7,21,"With persuasive words, she led him astray. With the flattering of her lips, she seduced him."
20007022,20,7,22,"He followed her immediately, As an ox goes to the slaughter, As a fool stepping into a noose."
20007023,20,7,23,"Until an arrow strikes through his liver, As a bird hurries to the snare, And doesn't know that it will cost his life."
20007024,20,7,24,"Now therefore, sons, listen to me. Pay attention to the words of my mouth."
20007025,20,7,25,"Don't let your heart turn to her ways. Don't go astray in her paths,"
20007026,20,7,26,"For she has thrown down many wounded. Yes, all her slain are a mighty host."
20007027,20,7,27,"Her house is the way to Sheol, Going down to the chambers of death."
20008001,20,8,1,Doesn't wisdom cry out? Doesn't understanding raise her voice?
20008002,20,8,2,"On the top of high places by the way, Where the paths meet, she stands."
20008003,20,8,3,"Beside the gates, at the entry of the city, At the entry doors, she cries aloud:"
20008004,20,8,4,"""To you men, I call! I send my voice to the sons of mankind."
20008005,20,8,5,"You simple, understand prudence. You fools, be of an understanding heart."
20008006,20,8,6,"Hear, for I will speak excellent things. The opening of my lips is for right things."
20008007,20,8,7,For my mouth speaks truth. Wickedness is an abomination to my lips.
20008008,20,8,8,All the words of my mouth are in righteousness. There is nothing crooked or perverse in them.
20008009,20,8,9,"They are all plain to him who understands, Right to those who find knowledge."
20008010,20,8,10,Receive my instruction rather than silver; Knowledge rather than choice gold.
20008011,20,8,11,For wisdom is better than rubies. All the things that may be desired can't be compared to it.
20008012,20,8,12,"""I, wisdom, have made prudence my dwelling. Find out knowledge and discretion."
20008013,20,8,13,"The fear of Yahweh is to hate evil. I hate pride, arrogance, the evil way, and the perverse mouth."
20008014,20,8,14,Counsel and sound knowledge are mine. I have understanding and power.
20008015,20,8,15,"By me kings reign, And princes decree justice."
20008016,20,8,16,"By me princes rule; Nobles, and all the righteous rulers of the earth."
20008017,20,8,17,I love those who love me. Those who seek me diligently will find me.
20008018,20,8,18,"With me are riches, honor, Enduring wealth, and prosperity."
20008019,20,8,19,"My fruit is better than gold, yes, than fine gold; My yield than choice silver."
20008020,20,8,20,"I walk in the way of righteousness, In the midst of the paths of justice;"
20008021,20,8,21,That I may give wealth to those who love me. I fill their treasuries.
20008022,20,8,22,"""Yahweh possessed me in the beginning of his work, Before his deeds of old."
20008023,20,8,23,"I was set up from everlasting, from the beginning, Before the earth existed."
20008024,20,8,24,"When there were no depths, I was brought forth, When there were no springs abounding with water."
20008025,20,8,25,"Before the mountains were settled in place, Before the hills, I was brought forth;"
20008026,20,8,26,"While as yet he had not made the earth, nor the fields, Nor the beginning of the dust of the world."
20008027,20,8,27,"When he established the heavens, I was there; When he set a circle on the surface of the deep,"
20008028,20,8,28,"When he established the clouds above, When the springs of the deep became strong,"
20008029,20,8,29,"When he gave to the sea its boundary, That the waters should not violate his commandment, When he marked out the foundations of the earth;"
20008030,20,8,30,"Then I was the craftsman by his side. I was a delight day by day, Always rejoicing before him,"
20008031,20,8,31,Rejoicing in his whole world. My delight was with the sons of men.
20008032,20,8,32,"""Now therefore, my sons, listen to me, For blessed are those who keep my ways."
20008033,20,8,33,"Hear instruction, and be wise. Don't refuse it."
20008034,20,8,34,"Blessed is the man who hears me, Watching daily at my gates, Waiting at my door posts."
20008035,20,8,35,"For whoever finds me, finds life, And will obtain favor from Yahweh."
20008036,20,8,36,"But he who sins against me wrongs his own soul. All those who hate me love death."""
20009001,20,9,1,Wisdom has built her house. She has carved out her seven pillars.
20009002,20,9,2,She has prepared her meat. She has mixed her wine. She has also set her table.
20009003,20,9,3,She has sent out her maidens. She cries from the highest places of the city:
20009004,20,9,4,"""Whoever is simple, let him turn in here!"" As for him who is void of understanding, she says to him,"
20009005,20,9,5,"""Come, eat some of my bread, Drink some of the wine which I have mixed!"
20009006,20,9,6,"Leave your simple ways, and live. Walk in the way of understanding."""
20009007,20,9,7,He who corrects a mocker invites insult. He who reproves a wicked man invites abuse.
20009008,20,9,8,"Don't reprove a scoffer, lest he hate you. Reprove a wise man, and he will love you."
20009009,20,9,9,"Instruct a wise man, and he will be still wiser. Teach a righteous man, and he will increase in learning."
20009010,20,9,10,The fear of Yahweh is the beginning of wisdom. The knowledge of the Holy One is understanding.
20009011,20,9,11,For by me your days will be multiplied. The years of your life will be increased.
20009012,20,9,12,"If you are wise, you are wise for yourself. If you mock, you alone will bear it."
20009013,20,9,13,"The foolish woman is loud, Undisciplined, and knows nothing."
20009014,20,9,14,"She sits at the door of her house, On a seat in the high places of the city,"
20009015,20,9,15,"To call to those who pass by, Who go straight on their ways,"
20009016,20,9,16,"""Whoever is simple, let him turn in here."" As for him who is void of understanding, she says to him,"
20009017,20,9,17,"""Stolen water is sweet. Food eaten in secret is pleasant."""
20009018,20,9,18,"But he doesn't know that the dead are there, That her guests are in the depths of Sheol."
20010001,20,10,1,The proverbs of Solomon. A wise son makes a glad father; But a foolish son brings grief to his mother.
20010002,20,10,2,"Treasures of wickedness profit nothing, But righteousness delivers from death."
20010003,20,10,3,"Yahweh will not allow the soul of the righteous to go hungry, But he thrusts away the desire of the wicked."
20010004,20,10,4,"He becomes poor who works with a lazy hand, But the hand of the diligent brings wealth."
20010005,20,10,5,"He who gathers in summer is a wise son, But he who sleeps during the harvest is a son who causes shame."
20010006,20,10,6,"Blessings are on the head of the righteous, But violence covers the mouth of the wicked."
20010007,20,10,7,"The memory of the righteous is blessed, But the name of the wicked will rot."
20010008,20,10,8,"The wise in heart accept commandments, But a chattering fool will fall."
20010009,20,10,9,"He who walks blamelessly walks surely, But he who perverts his ways will be found out."
20010010,20,10,10,"One winking with the eye causes sorrow, But a chattering fool will fall."
20010011,20,10,11,"The mouth of the righteous is a spring of life, But violence covers the mouth of the wicked."
20010012,20,10,12,"Hatred stirs up strife, But love covers all wrongs."
20010013,20,10,13,"Wisdom is found on the lips of him who has discernment, But a rod is for the back of him who is void of understanding."
20010014,20,10,14,"Wise men lay up knowledge, But the mouth of the foolish is near ruin."
20010015,20,10,15,The rich man's wealth is his strong city. The destruction of the poor is their poverty.
20010016,20,10,16,The labor of the righteous leads to life. The increase of the wicked leads to sin.
20010017,20,10,17,"He is in the way of life who heeds correction, But he who forsakes reproof leads others astray."
20010018,20,10,18,He who hides hatred has lying lips. He who utters a slander is a fool.
20010019,20,10,19,"In the multitude of words there is no lack of disobedience, But he who restrains his lips does wisely."
20010020,20,10,20,The tongue of the righteous is like choice silver. The heart of the wicked is of little worth.
20010021,20,10,21,"The lips of the righteous feed many, But the foolish die for lack of understanding."
20010022,20,10,22,"Yahweh's blessing brings wealth, And he adds no trouble to it."
20010023,20,10,23,"It is a fool's pleasure to do wickedness, But wisdom is a man of understanding's pleasure."
20010024,20,10,24,"What the wicked fear, will overtake them, But the desire of the righteous will be granted."
20010025,20,10,25,"When the whirlwind passes, the wicked is no more; But the righteous stand firm forever."
20010026,20,10,26,"As vinegar to the teeth, and as smoke to the eyes, So is the sluggard to those who send him."
20010027,20,10,27,"The fear of Yahweh prolongs days, But the years of the wicked shall be shortened."
20010028,20,10,28,"The prospect of the righteous is joy, But the hope of the wicked will perish."
20010029,20,10,29,"The way of Yahweh is a stronghold to the upright, But it is a destruction to the workers of iniquity."
20010030,20,10,30,"The righteous will never be removed, But the wicked will not dwell in the land."
20010031,20,10,31,"The mouth of the righteous brings forth wisdom, But the perverse tongue will be cut off."
20010032,20,10,32,"The lips of the righteous know what is acceptable, But the mouth of the wicked is perverse."
20011001,20,11,1,"A false balance is an abomination to Yahweh, But accurate weights are his delight."
20011002,20,11,2,"When pride comes, then comes shame, But with humility comes wisdom."
20011003,20,11,3,"The integrity of the upright shall guide them, But the perverseness of the treacherous shall destroy them."
20011004,20,11,4,"Riches don't profit in the day of wrath, But righteousness delivers from death."
20011005,20,11,5,"The righteousness of the blameless will direct his way, But the wicked shall fall by his own wickedness."
20011006,20,11,6,"The righteousness of the upright shall deliver them, But the unfaithful will be trapped by evil desires."
20011007,20,11,7,"When a wicked man dies, hope perishes, And expectation of power comes to nothing."
20011008,20,11,8,"A righteous person is delivered out of trouble, And the wicked takes his place."
20011009,20,11,9,"With his mouth the godless man destroys his neighbor, But the righteous will be delivered through knowledge."
20011010,20,11,10,"When it goes well with the righteous, the city rejoices. When the wicked perish, there is shouting."
20011011,20,11,11,"By the blessing of the upright, the city is exalted, But it is overthrown by the mouth of the wicked."
20011012,20,11,12,"One who despises his neighbor is void of wisdom, But a man of understanding holds his peace."
20011013,20,11,13,"One who brings gossip betrays a confidence, But one who is of a trustworthy spirit is one who keeps a secret."
20011014,20,11,14,"Where there is no wise guidance, the nation falls, But in the multitude of counselors there is victory."
20011015,20,11,15,"He who is collateral for a stranger will suffer for it, But he who refuses pledges of collateral is secure."
20011016,20,11,16,"A gracious woman obtains honor, But violent men obtain riches."
20011017,20,11,17,"The merciful man does good to his own soul, But he who is cruel troubles his own flesh."
20011018,20,11,18,"Wicked people earn deceitful wages, But one who sows righteousness reaps a sure reward."
20011019,20,11,19,He who is truly righteous gets life. He who pursues evil gets death.
20011020,20,11,20,"Those who are perverse in heart are an abomination to Yahweh, But those whose ways are blameless are his delight."
20011021,20,11,21,"Most assuredly, the evil man will not be unpunished, But the seed of the righteous will be delivered."
20011022,20,11,22,"Like a gold ring in a pig's snout, Is a beautiful woman who lacks discretion."
20011023,20,11,23,The desire of the righteous is only good. The expectation of the wicked is wrath.
20011024,20,11,24,"There is one who scatters, and increases yet more. There is one who withholds more than is appropriate, but gains poverty."
20011025,20,11,25,The liberal soul shall be made fat. He who waters shall be watered also himself.
20011026,20,11,26,"People curse someone who withholds grain, But blessing will be on the head of him who sells it."
20011027,20,11,27,"He who diligently seeks good seeks favor, But he who searches after evil, it shall come to him."
20011028,20,11,28,"He who trusts in his riches will fall, But the righteous shall flourish as the green leaf."
20011029,20,11,29,He who troubles his own house shall inherit the wind. The foolish shall be servant to the wise of heart.
20011030,20,11,30,The fruit of the righteous is a tree of life. He who is wise wins souls.
20011031,20,11,31,"Behold, the righteous shall be repaid in the earth; How much more the wicked and the sinner!"
20012001,20,12,1,"Whoever loves correction loves knowledge, But he who hates reproof is stupid."
20012002,20,12,2,"A good man shall obtain favor from Yahweh, But he will condemn a man of wicked devices."
20012003,20,12,3,"A man shall not be established by wickedness, But the root of the righteous shall not be moved."
20012004,20,12,4,"A worthy woman is the crown of her husband, But a disgraceful wife is as rottenness in his bones."
20012005,20,12,5,"The thoughts of the righteous are just, But the advice of the wicked is deceitful."
20012006,20,12,6,"The words of the wicked are about lying in wait for blood, But the speech of the upright rescues them."
20012007,20,12,7,"The wicked are overthrown, and are no more, But the house of the righteous shall stand."
20012008,20,12,8,"A man shall be commended according to his wisdom, But he who has a warped mind shall be despised."
20012009,20,12,9,"Better is he who is lightly esteemed, and has a servant, Than he who honors himself, and lacks bread."
20012010,20,12,10,"A righteous man regards the life of his animal, But the tender mercies of the wicked are cruel."
20012011,20,12,11,"He who tills his land shall have plenty of bread, But he who chases fantasies is void of understanding."
20012012,20,12,12,"The wicked desires the plunder of evil men, But the root of the righteous flourishes."
20012013,20,12,13,"An evil man is trapped by sinfulness of lips, But the righteous shall come out of trouble."
20012014,20,12,14,A man shall be satisfied with good by the fruit of his mouth. The work of a man's hands shall be rewarded to him.
20012015,20,12,15,"The way of a fool is right in his own eyes, But he who is wise listens to counsel."
20012016,20,12,16,"A fool shows his annoyance the same day, But one who overlooks an insult is prudent."
20012017,20,12,17,"He who is truthful testifies honestly, But a false witness lies."
20012018,20,12,18,"There is one who speaks rashly like the piercing of a sword, But the tongue of the wise heals."
20012019,20,12,19,"Truth's lips will be established forever, But a lying tongue is only momentary."
20012020,20,12,20,"Deceit is in the heart of those who plot evil, But joy comes to the promoters of peace."
20012021,20,12,21,"No mischief shall happen to the righteous, But the wicked shall be filled with evil."
20012022,20,12,22,"Lying lips are an abomination to Yahweh, But those who do the truth are his delight."
20012023,20,12,23,"A prudent man keeps his knowledge, But the hearts of fools proclaim foolishness."
20012024,20,12,24,"The hands of the diligent ones shall rule, But laziness ends in slave labor."
20012025,20,12,25,"Anxiety in a man's heart weighs it down, But a kind word makes it glad."
20012026,20,12,26,"A righteous person is cautious in friendship, But the way of the wicked leads them astray."
20012027,20,12,27,"The slothful man doesn't roast his game, But the possessions of diligent men are prized."
20012028,20,12,28,In the way of righteousness is life; In its path there is no death.
20013001,20,13,1,"A wise son listens to his father's instruction, But a scoffer doesn't listen to rebuke."
20013002,20,13,2,"By the fruit of his lips, a man enjoys good things; But the unfaithful crave violence."
20013003,20,13,3,He who guards his mouth guards his soul. One who opens wide his lips comes to ruin.
20013004,20,13,4,"The soul of the sluggard desires, and has nothing, But the desire of the diligent shall be fully satisfied."
20013005,20,13,5,"A righteous man hates lies, But a wicked man brings shame and disgrace."
20013006,20,13,6,"Righteousness guards the way of integrity, But wickedness overthrows the sinner."
