id,b,c,v,t
15004005,15,4,5,"and hired counselors against them, to frustrate their purpose, all the days of Cyrus king of Persia, even until the reign of Darius king of Persia."
15004006,15,4,6,"In the reign of Ahasuerus, in the beginning of his reign, wrote they an accusation against the inhabitants of Judah and Jerusalem."
15004007,15,4,7,"In the days of Artaxerxes wrote Bishlam, Mithredath, Tabeel, and the rest of his companions, to Artaxerxes king of Persia; and the writing of the letter was written in the Syrian [character], and set forth in the Syrian [language]."
15004008,15,4,8,Rehum the chancellor and Shimshai the scribe wrote a letter against Jerusalem to Artaxerxes the king in this sort:
15004009,15,4,9,"then [wrote] Rehum the chancellor, and Shimshai the scribe, and the rest of their companions, the Dinaites, and the Apharsathchites, the Tarpelites, the Apharsites, the Archevites, the Babylonians, the Shushanchites, the Dehaites, the Elamites,"
15004010,15,4,10,"and the rest of the nations whom the great and noble Osnappar brought over, and set in the city of Samaria, and in the rest [of the country] beyond the River, and so forth."
15004011,15,4,11,"This is the copy of the letter that they sent to Artaxerxes the king: Your servants the men beyond the River, and so forth."
15004012,15,4,12,"Be it known to the king, that the Jews who came up from you are come to us to Jerusalem; they are building the rebellious and the bad city, and have finished the walls, and repaired the foundations."
15004013,15,4,13,"Be it known now to the king that if this city is built, and the walls finished, they will not pay tribute, custom, or toll, and in the end it will be hurtful to the kings."
15004014,15,4,14,"Now because we eat the salt of the palace, and it is not appropriate for us to see the king's dishonor, therefore have we sent and informed the king;"
15004015,15,4,15,"that search may be made in the book of the records of your fathers: so shall you find in the book of the records, and know that this city is a rebellious city, and hurtful to kings and provinces, and that they have moved sedition within the same of old time; for which cause was this city laid waste."
15004016,15,4,16,"We inform the king that, if this city be built, and the walls finished, by this means you shall have no portion beyond the River."
15004017,15,4,17,"[Then] sent the king an answer to Rehum the chancellor, and to Shimshai the scribe, and to the rest of their companions who dwell in Samaria, and in the rest [of the country] beyond the River: Peace, and so forth."
15004018,15,4,18,The letter which you sent to us has been plainly read before me.
15004019,15,4,19,"I decreed, and search has been made, and it is found that this city of old time has made insurrection against kings, and that rebellion and sedition have been made therein."
15004020,15,4,20,"There have been mighty kings also over Jerusalem, who have ruled over all [the country] beyond the River; and tribute, custom, and toll, was paid to them."
15004021,15,4,21,"Make you now a decree to cause these men to cease, and that this city not be built, until a decree shall be made by me."
15004022,15,4,22,Take heed that you not be slack herein: why should damage grow to the hurt of the kings?
15004023,15,4,23,"Then when the copy of king Artaxerxes' letter was read before Rehum, and Shimshai the scribe, and their companions, they went in haste to Jerusalem to the Jews, and made them to cease by force and power."
15004024,15,4,24,Then ceased the work of the house of God which is at Jerusalem; and it ceased until the second year of the reign of Darius king of Persia.
15005001,15,5,1,"Now the prophets, Haggai the prophet, and Zechariah the son of Iddo, prophesied to the Jews who were in Judah and Jerusalem; in the name of the God of Israel [prophesied they] to them."
15005002,15,5,2,"Then rose up Zerubbabel the son of Shealtiel, and Jeshua the son of Jozadak, and began to build the house of God which is at Jerusalem; and with them were the prophets of God, helping them."
15005003,15,5,3,"At the same time came to them Tattenai, the governor beyond the River, and Shetharbozenai, and their companions, and said thus to them, Who gave you a decree to build this house, and to finish this wall?"
15005004,15,5,4,"Then we told them after this manner, what the names of the men were who were making this building."
15005005,15,5,5,"But the eye of their God was on the elders of the Jews, and they did not make them cease, until the matter should come to Darius, and then answer should be returned by letter concerning it."
15005006,15,5,6,"The copy of the letter that Tattenai, the governor beyond the River, and Shetharbozenai, and his companions the Apharsachites, who were beyond the River, sent to Darius the king;"
15005007,15,5,7,"they sent a letter to him, in which was written thus: To Darius the king, all peace."
15005008,15,5,8,"Be it known to the king, that we went into the province of Judah, to the house of the great God, which is built with great stones, and timber is laid in the walls; and this work goes on with diligence and prospers in their hands."
15005009,15,5,9,"Then asked we those elders, and said to them thus, Who gave you a decree to build this house, and to finish this wall?"
15005010,15,5,10,"We asked them their names also, to inform you that we might write the names of the men who were at the head of them."
15005011,15,5,11,"Thus they returned us answer, saying, We are the servants of the God of heaven and earth, and are building the house that was built these many years ago, which a great king of Israel built and finished."
15005012,15,5,12,"But after that our fathers had provoked the God of heaven to wrath, he gave them into the hand of Nebuchadnezzar king of Babylon, the Chaldean, who destroyed this house, and carried the people away into Babylon."
15005013,15,5,13,"But in the first year of Cyrus king of Babylon, Cyrus the king made a decree to build this house of God."
15005014,15,5,14,"The gold and silver vessels also of the house of God, which Nebuchadnezzar took out of the temple that was in Jerusalem, and brought into the temple of Babylon, those did Cyrus the king take out of the temple of Babylon, and they were delivered to one whose name was Sheshbazzar, whom he had made governor;"
15005015,15,5,15,"and he said to him, Take these vessels, go, put them in the temple that is in Jerusalem, and let the house of God be built in its place."
15005016,15,5,16,"Then came the same Sheshbazzar, and laid the foundations of the house of God which is in Jerusalem: and since that time even until now has it been in building, and yet it is not completed."
15005017,15,5,17,"Now therefore, if it seem good to the king, let there be search made in the king's treasure-house, which is there at Babylon, whether it be so, that a decree was made of Cyrus the king to build this house of God at Jerusalem; and let the king send his pleasure to us concerning this matter."
15006001,15,6,1,"Then Darius the king made a decree, and search was made in the house of the archives, where the treasures were laid up in Babylon."
15006002,15,6,2,"There was found at Achmetha, in the palace that is in the province of Media, a scroll, and therein was thus written for a record:"
15006003,15,6,3,"In the first year of Cyrus the king, Cyrus the king made a decree: Concerning the house of God at Jerusalem, let the house be built, the place where they offer sacrifices, and let the foundations of it be strongly laid; the height of it sixty cubits, and the breadth of it sixty cubits;"
15006004,15,6,4,"with three courses of great stones, and a course of new timber: and let the expenses be given out of the king's house."
15006005,15,6,5,"Also let the gold and silver vessels of the house of God, which Nebuchadnezzar took forth out of the temple which is at Jerusalem, and brought to Babylon, be restored, and brought again to the temple which is at Jerusalem, everyone to its place; and you shall put them in the house of God."
15006006,15,6,6,"Now therefore, Tattenai, governor beyond the River, Shetharbozenai, and your companions the Apharsachites, who are beyond the River, be you far from there:"
15006007,15,6,7,let the work of this house of God alone; let the governor of the Jews and the elders of the Jews build this house of God in its place.
15006008,15,6,8,"Moreover I make a decree what you shall do to these elders of the Jews for the building of this house of God: that of the king's goods, even of the tribute beyond the River, expenses be given with all diligence to these men, that they be not hindered."
15006009,15,6,9,"That which they have need of, both young bulls, and rams, and lambs, for burnt offerings to the God of heaven; [also] wheat, salt, wine, and oil, according to the word of the priests who are at Jerusalem, let it be given them day by day without fail;"
15006010,15,6,10,"that they may offer sacrifices of sweet savor to the God of heaven, and pray for the life of the king, and of his sons."
15006011,15,6,11,"Also I have made a decree, that whoever shall alter this word, let a beam be pulled out from his house, and let him be lifted up and fastened thereon; and let his house be made a dunghill for this:"
15006012,15,6,12,"and the God who has caused his name to dwell there overthrow all kings and peoples who shall put forth their hand to alter [the same], to destroy this house of God which is at Jerusalem. I Darius have made a decree; let it be done with all diligence."
15006013,15,6,13,"Then Tattenai, the governor beyond the River, Shetharbozenai, and their companions, because that Darius the king had sent, did accordingly with all diligence."
15006014,15,6,14,"The elders of the Jews built and prospered, through the prophesying of Haggai the prophet and Zechariah the son of Iddo. They built and finished it, according to the commandment of the God of Israel, and according to the decree of Cyrus, and Darius, and Artaxerxes king of Persia."
15006015,15,6,15,"This house was finished on the third day of the month Adar, which was in the sixth year of the reign of Darius the king."
15006016,15,6,16,"The children of Israel, the priests, and the Levites, and the rest of the children of the captivity, kept the dedication of this house of God with joy."
15006017,15,6,17,"They offered at the dedication of this house of God one hundred bulls, two hundred rams, four hundred lambs; and for a sin-offering for all Israel, twelve male goats, according to the number of the tribes of Israel."
15006018,15,6,18,"They set the priests in their divisions, and the Levites in their courses, for the service of God, which is at Jerusalem; as it is written in the book of Moses."
15006019,15,6,19,The children of the captivity kept the Passover on the fourteenth [day] of the first month.
15006020,15,6,20,"For the priests and the Levites had purified themselves together; all of them were pure: and they killed the Passover for all the children of the captivity, and for their brothers the priests, and for themselves."
15006021,15,6,21,"The children of Israel who had come again out of the captivity, and all such as had separated themselves to them from the filthiness of the nations of the land, to seek Yahweh, the God of Israel, ate,"
15006022,15,6,22,"and kept the feast of unleavened bread seven days with joy: for Yahweh had made them joyful, and had turned the heart of the king of Assyria to them, to strengthen their hands in the work of the house of God, the God of Israel."
15007001,15,7,1,"Now after these things, in the reign of Artaxerxes king of Persia, Ezra the son of Seraiah, the son of Azariah, the son of Hilkiah,"
15007002,15,7,2,"the son of Shallum, the son of Zadok, the son of Ahitub,"
15007003,15,7,3,"the son of Amariah, the son of Azariah, the son of Meraioth,"
15007004,15,7,4,"the son of Zerahiah, the son of Uzzi, the son of Bukki,"
15007005,15,7,5,"the son of Abishua, the son of Phinehas, the son of Eleazar, the son of Aaron the chief priest;"
15007006,15,7,6,"this Ezra went up from Babylon: and he was a ready scribe in the law of Moses, which Yahweh, the God of Israel, had given; and the king granted him all his request, according to the hand of Yahweh his God on him."
15007007,15,7,7,"There went up some of the children of Israel, and of the priests, and the Levites, and the singers, and the porters, and the Nethinim, to Jerusalem, in the seventh year of Artaxerxes the king."
15007008,15,7,8,"He came to Jerusalem in the fifth month, which was in the seventh year of the king."
15007009,15,7,9,"For on the first [day] of the first month began he to go up from Babylon; and on the first [day] of the fifth month came he to Jerusalem, according to the good hand of his God on him."
15007010,15,7,10,"For Ezra had set his heart to seek the law of Yahweh, and to do it, and to teach in Israel statutes and ordinances."
15007011,15,7,11,"Now this is the copy of the letter that the king Artaxerxes gave to Ezra the priest, the scribe, even the scribe of the words of the commandments of Yahweh, and of his statutes to Israel:"
15007012,15,7,12,"Artaxerxes, king of kings, to Ezra the priest, the scribe of the law of the God of heaven, perfect and so forth."
15007013,15,7,13,"I make a decree, that all those of the people of Israel, and their priests and the Levites, in my realm, who are minded of their own free will to go to Jerusalem, go with you."
15007014,15,7,14,"Because you are sent of the king and his seven counselors, to inquire concerning Judah and Jerusalem, according to the law of your God which is in your hand,"
15007015,15,7,15,"and to carry the silver and gold, which the king and his counselors have freely offered to the God of Israel, whose habitation is in Jerusalem,"
15007016,15,7,16,"and all the silver and gold that you shall find in all the province of Babylon, with the freewill-offering of the people, and of the priests, offering willingly for the house of their God which is in Jerusalem;"
15007017,15,7,17,"therefore you shall with all diligence buy with this money bulls, rams, lambs, with their meal-offerings and their drink-offerings, and shall offer them on the altar of the house of your God which is in Jerusalem."
15007018,15,7,18,"Whatever shall seem good to you and to your brothers to do with the rest of the silver and the gold, that do you after the will of your God."
15007019,15,7,19,"The vessels that are given you for the service of the house of your God, deliver you before the God of Jerusalem."
15007020,15,7,20,"Whatever more shall be needful for the house of your God, which you shall have occasion to bestow, bestow it out of the king's treasure-house."
15007021,15,7,21,"I, even I Artaxerxes the king, do make a decree to all the treasurers who are beyond the River, that whatever Ezra the priest, the scribe of the law of the God of heaven, shall require of you, it be done with all diligence,"
15007022,15,7,22,"to one hundred talents of silver, and to one hundred measures of wheat, and to one hundred baths of wine, and to one hundred baths of oil, and salt without prescribing how much."
15007023,15,7,23,"Whatever is commanded by the God of heaven, let it be done exactly for the house of the God of heaven; for why should there be wrath against the realm of the king and his sons?"
15007024,15,7,24,"Also we inform you, that touching any of the priests and Levites, the singers, porters, Nethinim, or servants of this house of God, it shall not be lawful to impose tribute, custom, or toll, on them."
15007025,15,7,25,"You, Ezra, after the wisdom of your God who is in your hand, appoint magistrates and judges, who may judge all the people who are beyond the River, all such as know the laws of your God; and teach you him who doesn't know them."
15007026,15,7,26,"Whoever will not do the law of your God, and the law of the king, let judgment be executed on him with all diligence, whether it be to death, or to banishment, or to confiscation of goods, or to imprisonment."
15007027,15,7,27,"Blessed be Yahweh, the God of our fathers, who has put such a thing as this in the king's heart, to beautify the house of Yahweh which is in Jerusalem;"
15007028,15,7,28,"and has extended loving kindness to me before the king, and his counselors, and before all the king's mighty princes. I was strengthened according to the hand of Yahweh my God on me, and I gathered together out of Israel chief men to go up with me."
15008001,15,8,1,"Now these are the heads of their fathers' [houses], and this is the genealogy of those who went up with me from Babylon, in the reign of Artaxerxes the king:"
15008002,15,8,2,"Of the sons of Phinehas, Gershom. Of the sons of Ithamar, Daniel. Of the sons of David, Hattush."
15008003,15,8,3,"Of the sons of Shecaniah, of the sons of Parosh, Zechariah; and with him were reckoned by genealogy of the males one hundred fifty."
15008004,15,8,4,"Of the sons of Pahath-moab, Eliehoenai the son of Zerahiah; and with him two hundred males."
15008005,15,8,5,"Of the sons of Shecaniah, the son of Jahaziel; and with him three hundred males."
15008006,15,8,6,"Of the sons of Adin, Ebed the son of Jonathan; and with him fifty males."
15008007,15,8,7,"Of the sons of Elam, Jeshaiah the son of Athaliah; and with him seventy males."
15008008,15,8,8,"Of the sons of Shephatiah, Zebadiah the son of Michael; and with him eighty males."
15008009,15,8,9,"Of the sons of Joab, Obadiah the son of Jehiel; and with him two hundred and eighteen males."
15008010,15,8,10,"Of the sons of Shelomith, the son of Josiphiah; and with him one hundred sixty males."
15008011,15,8,11,"Of the sons of Bebai, Zechariah the son of Bebai; and with him twenty-eight males."
15008012,15,8,12,"Of the sons of Azgad, Johanan the son of Hakkatan; and with him one hundred ten males."
15008013,15,8,13,"Of the sons of Adonikam, [who were] the last; and these are their names: Eliphelet, Jeuel, and Shemaiah; and with them sixty males."
15008014,15,8,14,"Of the sons of Bigvai, Uthai and Zabbud; and with them seventy males."
15008015,15,8,15,"I gathered them together to the river that runs to Ahava; and there we encamped three days: and I viewed the people, and the priests, and found there none of the sons of Levi."
15008016,15,8,16,"Then sent I for Eliezer, for Ariel, for Shemaiah, and for Elnathan, and for Jarib, and for Elnathan, and for Nathan, and for Zechariah, and for Meshullam, chief men; also for Joiarib, and for Elnathan, who were teachers."
15008017,15,8,17,"I sent them forth to Iddo the chief at the place Casiphia; and I told them what they should tell Iddo, [and] his brothers the Nethinim, at the place Casiphia, that they should bring to us ministers for the house of our God."
15008018,15,8,18,"According to the good hand of our God on us they brought us a man of discretion, of the sons of Mahli, the son of Levi, the son of Israel; and Sherebiah, with his sons and his brothers, eighteen;"
15008019,15,8,19,"and Hashabiah, and with him Jeshaiah of the sons of Merari, his brothers and their sons, twenty;"
15008020,15,8,20,"and of the Nethinim, whom David and the princes had given for the service of the Levites, two hundred and twenty Nethinim: all of them were mentioned by name."
15008021,15,8,21,"Then I proclaimed a fast there, at the river Ahava, that we might humble ourselves before our God, to seek of him a straight way for us, and for our little ones, and for all our substance."
15008022,15,8,22,"For I was ashamed to ask of the king a band of soldiers and horsemen to help us against the enemy in the way, because we had spoken to the king, saying, The hand of our God is on all those who seek him, for good; but his power and his wrath is against all those who forsake him."
15008023,15,8,23,So we fasted and begged our God for this: and he was entreated of us.
15008024,15,8,24,"Then I set apart twelve of the chiefs of the priests, even Sherebiah, Hashabiah, and ten of their brothers with them,"
15008025,15,8,25,"and weighed to them the silver, and the gold, and the vessels, even the offering for the house of our God, which the king, and his counselors, and his princes, and all Israel there present, had offered:"
15008026,15,8,26,"I weighed into their hand six hundred fifty talents of silver, and silver vessels one hundred talents; of gold one hundred talents;"
15008027,15,8,27,"and twenty bowls of gold, of one thousand darics; and two vessels of fine bright brass, precious as gold."
15008028,15,8,28,"I said to them, You are holy to Yahweh, and the vessels are holy; and the silver and the gold are a freewill-offering to Yahweh, the God of your fathers."
15008029,15,8,29,"Watch you, and keep them, until you weigh them before the chiefs of the priests and the Levites, and the princes of the fathers' [houses] of Israel, at Jerusalem, in the chambers of the house of Yahweh."
15008030,15,8,30,"So the priests and the Levites received the weight of the silver and the gold, and the vessels, to bring them to Jerusalem to the house of our God."
15008031,15,8,31,"Then we departed from the river Ahava on the twelfth [day] of the first month, to go to Jerusalem: and the hand of our God was on us, and he delivered us from the hand of the enemy and the bandit by the way."
15008032,15,8,32,"We came to Jerusalem, and abode there three days."
15008033,15,8,33,"On the fourth day the silver and the gold and the vessels were weighed in the house of our God into the hand of Meremoth the son of Uriah the priest; and with him was Eleazar the son of Phinehas; and with them was Jozabad the son of Jeshua, and Noadiah the son of Binnui, the Levite;"
15008034,15,8,34,the whole by number and by weight: and all the weight was written at that time.
15008035,15,8,35,"The children of the captivity, who had come out of exile, offered burnt offerings to the God of Israel, twelve bulls for all Israel, ninety-six rams, seventy-seven lambs, and twelve male goats for a sin-offering: all this was a burnt offering to Yahweh."
15008036,15,8,36,"They delivered the king's commissions to the king's satraps, and to the governors beyond the River: and they furthered the people and the house of God."
15009001,15,9,1,"Now when these things were done, the princes drew near to me, saying, The people of Israel, and the priests and the Levites, have not separated themselves from the peoples of the lands, [doing] according to their abominations, even of the Canaanites, the Hittites, the Perizzites, the Jebusites, the Ammonites, the Moabites, the Egyptians, and the Amorites."
15009002,15,9,2,"For they have taken of their daughters for themselves and for their sons, so that the holy seed have mixed themselves with the peoples of the lands: yes, the hand of the princes and rulers has been chief in this trespass."
15009003,15,9,3,"When I heard this thing, I tore my garment and my robe, and plucked off the hair of my head and of my beard, and sat down confounded."
15009004,15,9,4,"Then were assembled to me everyone who trembled at the words of the God of Israel, because of the trespass of them of the captivity; and I sat confounded until the evening offering."
15009005,15,9,5,"At the evening offering I arose up from my humiliation, even with my garment and my robe torn; and I fell on my knees, and spread out my hands to Yahweh my God;"
15009006,15,9,6,"and I said, my God, I am ashamed and blush to lift up my face to you, my God; for our iniquities are increased over our head, and our guiltiness is grown up to the heavens."
15009007,15,9,7,"Since the days of our fathers we have been exceeding guilty to this day; and for our iniquities have we, our kings, and our priests, been delivered into the hand of the kings of the lands, to the sword, to captivity, and to plunder, and to confusion of face, as it is this day."
15009008,15,9,8,"Now for a little moment grace has been shown from Yahweh our God, to leave us a remnant to escape, and to give us a nail in his holy place, that our God may lighten our eyes, and give us a little reviving in our bondage."
